"","Number","Plot","Unique_tree","Date","Observers","Spp","Live","Code","X.Stems","Diameters","DecayClass","Height","Cones.Brown","Cones.Green","MortalityCause1","MortalityCause2","MortalityCause3","MortalityCause4","MortalityCause5","DMR","PerDeadCrown","Easting","Northing","Age","Cored","Comments","Diameters2","Diameters3","Diameters4","Diameters5","Diameters6","Diameters7","Diameters8","Diameters9","Diameters10","Diameters102","BA_cm","BA_m2_per_ha","ENN_dist","ENN_ID","Neighbor_larger","density_2m","BA_2m","SDI_2m","density_4m","BA_4m","SDI_4m","density_6m","BA_6m","SDI_6m","LiveDead","PDC05","Delta_pdc"
"3099",3,"RAV339240","RAV3392403","5/21/2015","SF,JV,EK","JUOS","Y","",2,"17.3,6.9",1,3.87,NA,NA,"PTB",NA,NA,NA,NA,0,25,NA,NA,1,"","","17.3",6.9,16.6,NA,NA,NA,NA,NA,NA,NA,272.3165,0.2723165,3.84248997534183,"RAV3392401",0.719631017584318,0,0,NA,1,195.9674,31.2232870039325,6,2614.3169,158.100568184603,"L",10,-15
"3100",14,"DIA333360","DIA33336014","6/27/2015","EK, SF ","PIMO","Y","",2,"29.6",NA,5.77,"30","115","RTB","PTB",NA,NA,NA,0,50,NA,NA,1,"","","29.6",18.7333333333333,NA,NA,NA,NA,NA,NA,NA,NA,687.7856,0.6877856,1.29668179435984,"DIA33336034",0.863141435354273,2,716.3125,405.260515658922,2,716.3125,101.315128914731,2,716.3125,45.0289461843247,"L",15,-35
"3101",3,"FC791","FC7913","6/3/2015","JV, EK ","JUOS","Y","",5,"18.7",1,2.91,"","",NA,NA,NA,NA,NA,0,10,NA,NA,1,"","","18.7",18.7,19.8,22.3,19.4,NA,NA,NA,NA,NA,274.50665,0.27450665,2.13757010280327,"FC7915",0.807114873173382,0,0,NA,4,955.4863,146.398989132026,6,1168.6295,82.8541219164814,"L",10,0
"3102",16,"DIA333240","DIA33324016","6/28/2015","JV, EK","PIMO","Y","",2.5,"30.1",1.33333333333333,6.45,"4","30","RTB","PSF",NA,NA,NA,0,50,NA,NA,1,"","","30.1",14.1,8.2,NA,NA,NA,NA,NA,NA,NA,711.21785,0.71121785,2.38486469754276,"DIA33324015",0.307822209467887,0,0,NA,3,1255.7017,172.222126276066,9,2927.90085,187.582775745603,"L",15,-35
"3105",42,"RAV358","RAV35842","7/7/2015","SF,JV","PIMO","N","",1,"18.7",1,5.47,"rtb","",NA,NA,NA,NA,NA,0,100,NA,NA,1,"","","18.7",11.9,NA,NA,NA,NA,NA,NA,NA,NA,274.50665,0.27450665,0.745783720632316,"RAV35840",0.454002116160027,1,124.6266,86.8537776946824,4,366.2967,67.824083308653,6,912.176325,67.9151532146535,"L",40,-60
"3106",61,"ROB938240","ROB93824061","7/15/2015","SF, JV, EK","PIMO","Y","",1,"18.7",1.58064516129032,5.71,"0","0","PTB",NA,NA,NA,NA,0,15,NA,NA,1,"","","18.7",8.92083333333333,7.55,5.95,NA,NA,NA,NA,NA,NA,274.50665,0.27450665,1.83740020288196,"ROB93824060",1.1438988818668,1,314.00785,182.329039372154,4,1245.75575,181.131026299725,9,2395.30975,159.668492344445,"L",10,-5
"3107",7,"ROB938360","ROB9383607","7/16/2015","SF,EK","PIMO","Y","",1,"18.7",1.76470588235294,4.15,"0","0","PTB","PNS",NA,NA,NA,0,30,NA,NA,1,"","","18.7",9.31176470588235,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,274.50665,0.27450665,1.84484993207659,"ROB9383606",1.27452886842632,1,349.86665,198.857915189546,9,2058.81165,318.156886394631,19,3927.1823,275.18354882067,"L",20,-10
"3109",33,"SS256360","SS25636033","8/15/2014","PW, SF, AU, MR, SF","PIMO","Y","",1,"18.7",2,4.89,"10","5","IPS",NA,NA,NA,NA,0,40,NA,NA,1,"","","18.7",13.2333333333333,10,9.4,NA,NA,NA,NA,NA,NA,274.50665,0.27450665,1.25557878164783,"SS25636034",0.867196659898768,1,238.05125,145.99538830257,3,672.75285,104.372628471807,14,4547.57565,291.438727288933,"L",15,-25
"3110",19,"SS452240","SS45224019","9/12/2015","PW,SF","PIMO","Y","",1,"18.7",NA,5.15,"0","14","IPS","PTB","PNS",NA,NA,0,60,NA,NA,1,"","","18.7",12.2166666666667,6.7,NA,NA,NA,NA,NA,NA,NA,274.50665,0.27450665,1.17124859199202,"SS45224020",1.67474048442907,1,459.7274,247.581192406145,10,6408.112,807.982579315978,14,7608.91865,440.494536331552,"L",20,-40
"3111",21,"TOI1577360","TOI157736021","10/3/2015","PW,SF","JUOS","Y","",1,"18.7",1.18918918918919,2.9,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","18.7",10.95,8.45,13.5,12.1,NA,NA,NA,NA,NA,274.50665,0.27450665,1.40170240477676,"TOI157736015",0.201778718293346,3,1133.11259,634.375892806534,11,7763.122485,960.351887216517,23,13247.99693,758.202788079377,"L",10,-5
"3112",44,"TOI533240","TOI53324044","7/10/2015","SF","JUOS","Y","",1,"18.7",1,3.64,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,"","","18.7",10.73125,7.02,6.2,NA,NA,NA,NA,NA,NA,274.50665,0.27450665,2.76879829773326,"TOI53324043",0.687037089993995,0,0,NA,3,604.2145,95.7499238641059,7,2380.0572,151.159980060134,"L",5,-5
"3113",36,"RAV339120","RAV33912036","6/23/2015","EK, JV ","JUOS","Y","",2,"14.2, 12.2",1.02941176470588,5.27,"","",NA,NA,NA,NA,NA,0,65,NA,NA,1,"","","14.2",12.2,NA,NA,NA,NA,NA,NA,NA,NA,275.1268,0.2751268,1.8421497472463,"RAV33912037",3.69955235186103,1,1017.846,468.517646380308,3,1697.53825,219.362682764255,8,3217.8399,197.696649174317,"L",15,-50
"3115",78,"ROB938240","ROB93824078","7/15/2015","SF, JV, EK","JUOS","Y","",2,"16.0,9.8",1.58064516129032,3.53,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,1,"","","16",9.8,7.55,5.95,NA,NA,NA,NA,NA,NA,276.3514,0.2763514,0.840998935207165,"ROB938240190",0.159782979206908,5,683.3739,467.650088018032,17,2341.2625,399.943342172092,36,5791.54945,426.413675787298,"L",25,10
"3116",46,"RAV339360","RAV33936046","5/23/2015","SF,JV","JUOS","Y","",2,"11.8,14.6",1.09090909090909,3.32,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,"","","11.8",14.6,11.3,NA,NA,NA,NA,NA,NA,NA,276.634,0.276634,3.9192562267905,"RAV33936042",1.91827468785471,0,0,NA,1,530.66,69.4490357153984,3,2736.51,143.021276830555,"L",10,-30
"3117",32,"FC791","FC79132","6/3/2015","JV, EK ","JUOS","Y","",5,"18.8",1,3.84,"","",NA,NA,NA,NA,NA,0,25,NA,NA,1,"","","18.8",18.7,19.8,22.3,19.4,NA,NA,NA,NA,NA,277.4504,0.2774504,0.999847785259262,"FC79133",1.72614870982345,3,716.5670451,439.173516640755,5,2951.7210951,378.253640358672,6,3419.0786951,196.094539812463,"L",15,-10
"3118",15,"NP342120","NP34212015","7/21/2015","JV,SF,EK","PIMO","Y","",1,"18.8",1.75,4.16,"2","0","PTB","PNS",NA,NA,NA,0,25,NA,NA,1,"","","18.8",15,11.2,NA,NA,NA,NA,NA,NA,NA,277.4504,0.2774504,0.851937031700666,"NP34212017",0.185632639203259,2,176.13045,131.460916085036,4,550.7089,94.0801338598309,7,1428.88055,100.371328237402,"L",0,-25
"3120",13,"RAV358360","RAV35836013","7/9/2015","JV, EK","JUOS","Y","",1,"18.8",1.1,4.1,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,"","","18.8",13.6,NA,NA,NA,NA,NA,NA,NA,NA,277.4504,0.2774504,2.47179365936013,"RAV35836012",2.51256224535989,0,0,NA,5,2265.12535,305.850500725072,8,2558.2522,164.457390442734,"L",0,-30
"3121",52,"ROB938120","ROB93812052","6/30/2015","SF, EK, JV ","CELE","Y","",1,"18.8",1.28205128205128,2.64,NA,NA,"BB",NA,NA,NA,NA,0,95,NA,NA,1,"","","18.8",9.075,9.025,NA,NA,NA,NA,NA,NA,NA,277.4504,0.2774504,1.04464967307923,"ROB93812053",0.234297193300136,2,67.550540049,60.9244538777174,8,1875.711690049,288.454389881843,16,3950.945540049,267.29132434016,"L",70,-25
"3122",85,"ROB938120","ROB93812085","6/30/2015","SF, EK, JV ","CELE","Y","",1,"18.8",1.28205128205128,3.67,NA,NA,"BB",NA,NA,NA,NA,0,65,NA,NA,1,"","","18.8",9.075,9.025,NA,NA,NA,NA,NA,NA,NA,277.4504,0.2774504,1.08636209471185,"ROB938120133",0.0951788139429606,4,471.045216,331.971400802974,11,1526.218666,260.332628201729,21,3451.674516,253.061357318624,"D",15,-50
"3124",133,"ROB938360","ROB938360133","7/16/2015","SF,EK","JUOS","Y","",1,"18.8",1.76470588235294,3.02,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,"","","18.8",9.31176470588235,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,277.4504,0.2774504,0.625008027335223,"ROB938360132",0.957899502037121,4,1037.65225,625.6760511173,8,1684.4059,264.596983937911,24,5267.18515,364.734725509619,"L",30,-10
"3125",36,"SHO424","SHO42436","6/17/2015","SF, JV ","PIMO","Y","",2.16666666666667,"18.8",2,6.82,"2","0","RTB","PTB",NA,NA,NA,0,25,NA,NA,1,"","","18.8",18.8666666666667,9.1,NA,NA,NA,NA,NA,NA,NA,277.4504,0.2774504,1.41720788149056,"SHO42439",0.808086238116795,2,412.8001,260.402828369276,7,3905.567325,506.09782763921,10,5469.985975,316.266006429021,"L",20,-5
"3126",56,"SHO424360","SHO42436056","8/3/2015","EK,JV,SF","PIMO","Y","",1,"18.8",1.5,4.2,"0","0","PMB","RTB","PTB",NA,NA,0,30,NA,NA,1,"","","18.8",15.9571428571429,11.1,NA,NA,NA,NA,NA,NA,NA,277.4504,0.2774504,0.720783835563201,"SHO42436057",2.63198845631507,2,1060.1425,555.097561226552,3,1766.98,226.53532355755,10,7679.24675,415.228135748722,"L",5,-25
"3127",5,"SS256120","SS2561205","8/16/2014","PJW,MDR","JUOS","Y","",1,"18.8",1,3.94,"0","0",NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","18.8",16.3909090909091,17.5,7.8,NA,NA,NA,NA,NA,NA,277.4504,0.2774504,1.82428262575305,"SS2561206",0.789073110004527,1,218.92865,136.506686228633,5,1513.2916,221.276644230581,6,1582.6542,105.684365318345,"L",10,5
"3128",39,"SS32360","SS3236039","8/14/2014","PW, SF, AU","PIMO","Y","",1,"18.8",1.22222222222222,3.49,"0","0","IPS",NA,NA,NA,NA,0,45,NA,NA,1,"","","18.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,277.4504,0.2774504,1.42092918744245,"SS3236040",2.63198845631507,3,1677.8433,869.271684137947,5,2472.61655,328.13758857486,10,3129.08065,202.01821356026,"L",15,-30
"3129",57,"TOI1577360","TOI157736057","10/3/2015","PW,SF","CELE","Y","",1,"18.8",1.18918918918919,4.23,NA,NA,"BB",NA,NA,NA,NA,0,70,NA,NA,1,"","","18.8",10.95,8.45,13.5,12.1,NA,NA,NA,NA,NA,277.4504,0.2774504,0.308029749640202,"TOI157736056",1.97193300135808,1,547.1136,284.687429099152,2,1132.16625,146.290949989135,6,3407.83664,195.576946889106,"L",20,-50
"3130",19,"TOI1596360","TOI159636019","7/29/2015","SF,EK","PIMO","Y","",1,"18.8",NA,4.24,"15","0","IPS","PTB",NA,NA,NA,0,40,NA,NA,1,"","","18.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,277.4504,0.2774504,2.87242071410588,"TOI159636018",7.47498868266184,0,0,NA,3,4784.08045,503.814683110601,5,6669.65045,323.376064441568,"L",15,-25
"3131",6,"TOI533360","TOI5333606","7/9/2015","PW,EK","JUOS","Y","",1,"18.8",NA,2.71,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","18.8",13.4454545454545,12.3,11.1333333333333,20.1,16,12.8,NA,NA,NA,277.4504,0.2774504,3.00845682814799,"TOI53336011",1.89344726120416,0,0,NA,1,525.3377,68.889502450849,3,832.06075,55.0141545333355,"L",5,0
"3132",7,"WHIS25","WHIS257","7/19/2015","JV, EK","PIMO","Y","",1,"18.8",1,5.23,"5","0","RTB","PTB","PSF",NA,NA,0,20,NA,NA,1,"","","18.8",15.5,25.2,NA,NA,NA,NA,NA,NA,NA,277.4504,0.2774504,1.69354110749572,"WHIS258",3.74875509280217,1,1040.0936,476.718173677106,6,2621.23275,356.481257600785,11,4968.74385,298.353775175473,"L",20,0
"3133",55,"WHIS25120","WHIS2512055","7/20/2015","EK,JV,SF","JUOS","Y","",1,"18.8",1,3.89,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,1,"","","18.8",7,NA,NA,NA,NA,NA,NA,NA,NA,277.4504,0.2774504,1.63016228470025,"WHIS2512056",16.0425814848348,2,4768.1685,1855.20397824379,6,5504.263,646.542470459389,9,6726.5237,365.6650835057,"L",5,-25
"3134",11,"WHIS25360","WHIS2536011","7/20/2015","SF,JV,EK","JUOS","Y","",1,"18.8",1,2.79,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,"","","18.8",13.2285714285714,4.5,8.7,7.2,NA,NA,NA,NA,NA,277.4504,0.2774504,0.592295790811412,"WHIS2536057",0.0523143956541421,1,14.51465,15.4671700062883,7,4188.84635,535.351150464007,15,5909.285025625,364.546883928479,"L",40,0
"3135",72,"ROB938360","ROB93836072","7/16/2015","SF,EK","JUOS","Y","",2,"14.6,12",1.76470588235294,4.4,NA,NA,NA,NA,NA,NA,NA,0,50,NA,NA,1,"","","14.6",12,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,280.3706,0.2803706,1.48369509428624,"ROB93836070",0.556641281218502,2,175.69085,131.197542589573,8,2140.9776,320.758075083446,15,5385.3819,338.374672867367,"L",15,-35
"3136",1,"DES1014360","DES10143601","5/26/2015","SF,JV","PIMO","Y","",1,"18.9",1.4,3.76,"0","0","PMB","RTB",NA,NA,NA,0,80,NA,NA,1,"","","18.9",23.2,19.5,NA,NA,NA,NA,NA,NA,NA,280.40985,0.28040985,3.23956137503767,"DES10143602",0.268861454046639,0,0,NA,1,75.3914,14.5061394477416,8,2199.32356,145.668576218102,"L",40,-40
"3137",51,"DES105","DES10551","8/13/2015","JV,SF,EK","PIMO","N","",1,"18.9",1.19230769230769,3.67,NA,NA,"PTB","PBR",NA,NA,NA,0,100,NA,NA,1,"","","18.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,280.40985,0.28040985,0.916217102176852,"DES10550",0.302791075277848,2,525.83225,316.22369229661,3,1782.43225,228.123750199763,4,2257.48285,129.7206320534,"D",100,0
"3138",19,"ROB938","ROB93819","6/29/2015","SF, EK, JV ","PIMO","Y","",2.22222222222222,"38.7",1.73076923076923,8.06,"23","0","RTB","PTB",NA,NA,NA,0,50,NA,NA,1,"","","38.7",10.3052631578947,7.3,7,NA,NA,NA,NA,NA,NA,1175.68665,1.17568665,2.91016753655365,"ROB93813",0.33802055164954,0,0,NA,4,2227.5474,288.761358291339,18,8351.355,498.8211360106,"L",15,-35
"3139",24,"RAV358360","RAV35836024","7/9/2015","JV, EK","JUOS","Y","",1,"18.9",1.1,3.46,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,"","","18.9",13.6,NA,NA,NA,NA,NA,NA,NA,NA,280.40985,0.28040985,1.08837072186318,"RAV35836023",1.57243638196019,1,440.92665,239.422567207904,4,1776.2038,240.783050995388,7,2987.9455,181.431215790071,"L",0,-10
"3141",32,"SS32360","SS3236032","8/14/2014","PW, SF, AU","JUOS","Y","",1,"18.9",1.22222222222222,3.01,"0","0",NA,NA,NA,NA,NA,0,20,NA,NA,1,"","","18.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,280.40985,0.28040985,0.904256759160998,"SS3236028",3.72959883541894,2,1580.5661,764.824294006972,8,2246.67,333.404645344727,17,3831.59285,263.933290721535,"L",5,-15
"3142",28,"SS452","SS45228","8/19/2014","SF, TD, AU","PIMO","Y","",1,"18.9",NA,4.27,"0","0","PNS","PTB",NA,NA,NA,0,35,NA,NA,1,"","","18.9",13.76,8,12.1,NA,NA,NA,NA,NA,NA,280.40985,0.28040985,0.875364192424114,"SS45229",2.25757957503989,2,869.8742,473.618124482663,6,2811.2891,377.079254435422,8,3657.40135,219.091172499547,"L",0,-35
"3144",27,"WHIS25120","WHIS2512027","7/20/2015","EK,JV,SF","JUOS","Y","",1,"18.9",1,2.53,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,1,"","","18.9",7,NA,NA,NA,NA,NA,NA,NA,NA,280.40985,0.28040985,1.37428818533646,"WHIS2512026",0.10761176898743,2,68.6404,61.7120262899894,3,92.38665,21.2145558385741,11,2219.18715,156.247926323548,"L",5,-30
"3145",47,"WHIS25120","WHIS2512047","7/20/2015","EK,JV,SF","PIMO","Y","",1,"18.9",1,5.82,"1","0","RTB",NA,NA,NA,NA,0,50,NA,NA,1,"","","18.9",7,NA,NA,NA,NA,NA,NA,NA,NA,280.40985,0.28040985,0.675661924840928,"WHIS2512049",0.91713557851124,4,665.43665,438.037283226383,10,1791.213,290.50375549398,17,2926.69195,212.61788504153,"L",10,-40
"3146",1,"WHIS64360","WHIS643601","7/18/2015","SF,JV,EK","PIMO","Y","",1,"18.9",NA,3.41,"15","","PSF","PNS",NA,NA,NA,0,0,NA,NA,1,"","","18.9",8.1,7.4,NA,NA,NA,NA,NA,NA,NA,280.40985,0.28040985,8.39024078901787,"WHIS643608",0.437417765460093,0,0,NA,0,0,NA,0,0,NA,"L",0,0
"3148",21,"DES105","DES10521","8/13/2015","JV,SF,EK","PIMO","Y","",1,"19",1.19230769230769,3.97,"1","0","PTB",NA,NA,NA,NA,5,15,NA,NA,1,"","","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,283.385,0.283385,0.511331222147385,"DES10562",0.0586149584487535,2,34.697,35.6942929089595,8,634.6213,120.886936403206,14,3134.35465,216.191066663126,"L",15,0
"3150",13,"RAV339","RAV33913","5/20/2015","SF,JV,EK","JUOS","Y","",1,"19",1,4.42,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,"","","19",13.15,13.0333333333333,14.8,NA,NA,NA,NA,NA,NA,283.385,0.283385,3.68519712471571,"RAV33914",0.46814404432133,0,0,NA,1,132.665,22.8303766792965,5,2524.6385,148.296196839298,"L",40,0
"3151",3,"RAV358120","RAV3581203","7/8/2015","PW,EK","PIMO","N","",1,"19",1,5.11,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,1,"","possible root rot","19",24,18.2,NA,NA,NA,NA,NA,NA,NA,283.385,0.283385,1.85702972867362,"RAV3581205",1.58229916897507,1,448.39985,242.673648087603,3,1548.1456,203.730718373347,4,2785.37625,153.548200598238,"L",0,-100
"3152",35,"RAV358360","RAV35836035","7/9/2015","JV, EK","PIMO","Y","",1,"19",1.1,4.42,"0","0","PNS","RTB",NA,NA,NA,0,60,NA,NA,1,"","","19",13.6,NA,NA,NA,NA,NA,NA,NA,NA,283.385,0.283385,1.42898026125491,"RAV35836080",0.0868698060941828,2,235.7512,166.11497182513,5,569.13285,100.950071255474,8,2619.16035,167.592248072008,"L",10,-50
"3153",56,"RAV358360","RAV35836056","7/9/2015","JV, EK","PIMO","Y","",1,"19",1.1,4.44,"0","0","RTB",NA,NA,NA,NA,0,80,NA,NA,1,"","","19",13.6,NA,NA,NA,NA,NA,NA,NA,NA,283.385,0.283385,0.900007537936892,"RAV35836057",0.887562326869806,1,251.52185,152.588956337896,4,1189.4477,174.531004949961,12,4753.35555,292.920398470636,"L",10,-70
"3154",69,"RAV358360","RAV35836069","7/9/2015","JV, EK","PIMO","Y","",1,"19",1.1,6.67,"0","0","PSF","PNS","PBR",NA,NA,0,40,NA,NA,1,"","","19",13.6,NA,NA,NA,NA,NA,NA,NA,NA,283.385,0.283385,1.69799218431788,"RAV35836070",1,2,453.01565,280.572666689619,4,809.97085,128.219662750675,6,1191.55935,84.1562321785514,"L",10,-30
"3155",70,"RAV358360","RAV35836070","7/9/2015","JV, EK","PIMO","Y","",1,"19",1.1,5.67,"0","0","PNS",NA,NA,NA,NA,0,50,NA,NA,1,"","","19",13.6,NA,NA,NA,NA,NA,NA,NA,NA,283.385,0.283385,1.67962029459877,"RAV35836068",1.06415512465374,2,584.9506,344.451169055472,5,821.9107,135.579629227845,6,1191.55935,84.1562321785514,"L",5,-45
"3156",44,"DIA333240","DIA33324044","6/28/2015","JV, EK","PIMO","Y","",2.5,"39",1.33333333333333,6.52,"","","RTB",NA,NA,NA,NA,0,50,NA,NA,1,"","","39",14.1,8.2,NA,NA,NA,NA,NA,NA,NA,1193.985,1.193985,3.74277099597366,"DIA33324046",0.125207100591716,0,0,NA,1,149.4954,25.1269589478583,3,705.6679,48.2005304244735,"L",15,-35
"3157",1,"SHO446120","SHO4461201","6/16/2015","SF, EK ","PIMO","Y","",NA,"40.4",1.5,5.23,"","","PBR","PTB",NA,NA,NA,0,50,NA,NA,2,"","","40.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1281.2456,1.2812456,6.56822889811486,"SHO44612013",0.0401982648759926,0,0,NA,0,0,NA,0,0,NA,"L",5,-45
"3158",58,"ROB938360","ROB93836058","7/16/2015","SF,EK","PIMO","Y","",1,"19",1.76470588235294,5.51,"6","0","RTB","PTB","PSF",NA,NA,0,25,NA,NA,1,"","","19",9.31176470588235,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,283.385,0.283385,1.06071180213254,"ROB93836059",0.763324099722992,1,216.3146,135.197128998971,8,1810.67315,280.400006179154,18,4456.4219,301.332798017532,"L",10,-15
"3159",141,"ROB938360","ROB938360141","7/16/2015","SF,EK","PIMO","Y","",1,"19",1.76470588235294,5.74,"3","0","PTB","RTB","PSF",NA,NA,0,25,NA,NA,1,"","","19",9.31176470588235,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,283.385,0.283385,1.52970270263398,"ROB938360142",1,1,283.385,167.916555687426,5,863.7041,141.084911561485,11,2608.398,177.882676612993,"L",20,-5
"3160",142,"ROB938360","ROB938360142","7/16/2015","SF,EK","PIMO","Y","",1,"19",1.76470588235294,6.08,"15","0","RTB","PTB",NA,NA,NA,0,15,NA,NA,1,"","","19",9.31176470588235,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,283.385,0.283385,1.52970270263398,"ROB938360141",1,3,634.31925,398.239761288942,6,1064.6641,172.991230777845,12,2663.7876,184.043421415046,"L",15,0
"3161",76,"SPR1620360","SPR162036076","7/18/2014","PW,TD,AU","PIMO","Y","",1,"19",2.75,4.98,"0","0","PTM","RTB",NA,NA,NA,0,20,NA,NA,1,"","branch cankers","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,283.385,0.283385,2.00686842930994,"SPR162036082",0.475373961218837,0,0,NA,5,1412.86655,209.413097328907,12,3622.9477,235.561429906655,"L",20,0
"3162",6,"SS256","SS2566","8/15/2014","PW,AU,SF","JUOS","Y","",1,"19",NA,4.03,"0","0",NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,283.385,0.283385,1.74253438433282,"SS25626",0.0807756232686981,1,22.8906,22.2938960795403,4,369.93125,68.3636219401666,5,1404.3179,92.6202957839081,"L",0,-5
"3163",7,"SS256","SS2567","8/15/2014","PW,AU,SF","JUOS","Y","",1,"19",NA,3.65,"0","0",NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,283.385,0.283385,1.92290148818257,"SS2568",3.6501108033241,1,1034.38665,474.617908348405,2,1317.77165,165.244209409744,5,1376.1835,91.1282274459793,"L",5,0
"3165",2,"SS256240","SS2562402","8/16/2014","PW,MR,TD,SF,AU","PIMO","Y","",1,"19",NA,5.18,"1","1",NA,NA,NA,NA,NA,0,20,NA,NA,1,"","","19",7.52,4.6,NA,NA,NA,NA,NA,NA,NA,283.385,0.283385,2.22413966767244,"SS2562403",1.16412742382271,0,0,NA,2,623.3371,90.6190926800049,3,996.4005,63.5760089248642,"L",10,-10
"3166",2,"SS256360","SS2563602","8/15/2014","PW, SF, AU, MR, SF","PIMO","Y","",1,"19",2,4.89,"1","5",NA,NA,NA,NA,NA,0,10,NA,NA,1,"","","19",13.2333333333333,10,9.4,NA,NA,NA,NA,NA,NA,283.385,0.283385,2.39478808598827,"SS25636045",0.214515235457064,0,0,NA,2,114.86905,23.3220892068359,13,1934.23215,144.625722185131,"L",0,-10
"3167",40,"SS32120","SS3212040","8/13/2014","PW, SF, AU","JUOS","Y","",1,"19",1,2.27,"0","0",NA,NA,NA,NA,NA,0,60,NA,NA,1,"","","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,283.385,0.283385,2.61899894891682,"SS3212041",2.34573407202216,0,0,NA,2,1087.26425,141.616365931395,3,1585.77065,92.3087623372081,"L",80,20
"3168",3,"SS452120","SS4521203","8/19/2014","SF, TD, AU","PIMO","Y","",1,"19",NA,2.17,"0","0","PNS","PTB",NA,NA,NA,0,40,NA,NA,1,"","","19",14.0714285714286,10.0333333333333,11.45,NA,NA,NA,NA,NA,NA,283.385,0.283385,6.08352849834713,"SS4521202",2.30332409972299,0,0,NA,0,0,NA,0,0,NA,"L",5,-35
"3169",23,"SS452120","SS45212023","8/19/2014","SF, TD, AU","PIMO","Y","",1,"19",NA,2.65,"0","0","PNS","PTB",NA,NA,NA,0,35,NA,NA,1,"","","19",14.0714285714286,10.0333333333333,11.45,NA,NA,NA,NA,NA,NA,283.385,0.283385,2.68327296923387,"SS45212022",2.78587257617729,0,0,NA,1,789.4745,95.5245340070686,3,2006.26375,111.484994748952,"L",0,-35
"3170",3,"SS604120","SS6041203","8/18/2014","SF, TD, AU","PIMO","Y","",1,"19",2,5.63,"3","30","RTB","PTB","PNS",NA,NA,0,10,NA,NA,1,"","","19",20.1,18.1,27.6,NA,NA,NA,NA,NA,NA,283.385,0.283385,2.66376968689784,"SS6041205",1.08598337950139,0,0,NA,1,307.7514,44.851980731703,3,499.45625,36.5253370309625,"L",0,-10
"3171",15,"TOI533360","TOI53336015","7/9/2015","PW,EK","JUOS","Y","",1,"19",NA,3,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,"","","19",13.4454545454545,12.3,11.1333333333333,20.1,16,12.8,NA,NA,NA,283.385,0.283385,0.357836751503273,"TOI53336043",0.0283656509695291,1,8.0384,9.62630689110028,3,162.09465,33.309791274323,10,4434.12745,267.228107985791,"L",5,-5
"3172",25,"TOI533360","TOI53336025","7/9/2015","PW,EK","JUOS","Y","",1,"19",NA,2.6,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,1,"","","19",13.4454545454545,12.3,11.1333333333333,20.1,16,12.8,NA,NA,NA,283.385,0.283385,3.24531578170601,"TOI53336031",1.56908587257618,0,0,NA,2,1626.4258,195.645566431104,8,2768.8206,175.234834329881,"L",0,-5
"3173",48,"WHIS25120","WHIS2512048","7/20/2015","EK,JV,SF","JUOS","Y","",1,"19",1,3.76,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,"","","19",7,NA,NA,NA,NA,NA,NA,NA,NA,283.385,0.283385,0.520923479318183,"WHIS2512046",0.412299168975069,3,471.1099,313.670102801903,9,1330.4494,224.115904789483,20,3568.7199,257.43242886614,"L",10,0
