"","Plot","Avg_pdc","Avg_delta_pdc","Weighted_pdc","prop_died","n.died","Cluster","Swness","Slope","Elev","Tpi","Cum_cwd","Percent.Clay","Avg_depth","Pct_pimo","Pct_juos","SDI.Plot","Weighted_pimo","Weighted_juos"
"36","RAV339360",70.2083333333333,-53.75,-558.364611794705,0.375,21,"RAV339",0.022198,6.96892,1887.670044,0.49585,307.390991,4.6,43,0.579260070790494,0.420318557222316,474.64,-790.807334952478,-203.583613290735
"37","RAV358",80.1449275362319,-61.304347826087,-621.876981076364,0.72463768115942,50,"RAV358",-0.998476,8.5192,1826.109985,15.6694,354.848999,11.8,27.8,0.828519095540865,0.163964798517832,474.98,-793.63885782798,-135.218330280119
"38","RAV358120",51.4285714285714,-31.7857142857143,-374.812579857394,0.3125,5,"RAV358",0.692272,7.8495,1817.630005,15.6694,354.848999,9.7,35.8,0.52193698949825,0.475087514585764,171.4,-540.30512671992,-154.155850707359
"39","RAV358240",54.5757575757576,-19.4242424242424,-261.536850645298,0.34375,11,"RAV358",0.89522,12.983,1824.280029,11.0083,354.346985,9.7,12,0.904300697546043,0.0884478345962764,398.54,-332.730142505714,58.8329627265716
"40","RAV358360",58.9333333333333,-31.9333333333333,-298.35926177414,0.297619047619048,25,"RAV358",-0.698716,8.38064,1818.599976,12.8512,321.928009,14.5,27.8,0.70873520885372,0.289204514376356,548.47,-327.065676145189,-207.455616265819
"41","ROB926",35,-24,-260.118267746256,0,0,"ROB926",0.999848,16.0217,2170.699951,5.64453,232.738007,9.7,30.8,0.714312096029548,0.283471837488458,162.45,-294.598357548201,-208.398133043338
"42","ROB926120",23.0952380952381,-9.52380952380952,-118.49631586851,0,0,"ROB926",0.591054,16.0853,2167.449951,-7.38843,232.738007,9.7,27,0.53882064461368,0.459859005493599,424.13,-132.683096307293,-95.4427976554879
"43","ROB926240",17.4074074074074,-5.92592592592593,-74.872937027744,0,0,"ROB926",0.022059,11.4886,2160.959961,-6.35547,258.769989,18.6,29.4,0.351126530953476,0.643522969527233,239.23,-96.8376360910577,-67.1852923555841
"44","ROB926360",20,-13.448275862069,-147.445010927401,0,0,"ROB926",0.926926,7.3854,2185.139893,5.64453,226.395996,9.7,14.2,0.778392291905805,0.221329437545654,287.49,-125.677437206003,-215.857385480366
"45","ROB938",52.2535211267606,-10.7746478873239,-131.596696690065,0.123711340206186,24,"ROB938",-0.792706,12.6433,2183.560059,-2.48755,202.899002,19.3,33,0.52243904777887,0.476458178505502,834.26,-186.585339105999,-118.086000872077
"46","ROB938120",61.0576923076923,-13.7019230769231,-145.745874925986,0.246478873239437,35,"ROB938",-0.673609,10.2876,2176.060059,-12.7852,218.662003,16,18.8,0.513875852297884,0.367997874789693,564.65,-189.986548371638,-174.807514312598
"47","ROB938240",46.3698630136986,-6.71232876712329,-50.5503580542013,0.137931034482759,28,"ROB938",-0.725987,14.2851,2199.550049,-2.48755,202.899002,25.4,15.4,0.56436086636568,0.431641440760556,1005.58,-131.563954928796,54.5646989931383
"48","ROB938360",41.9718309859155,-5,-36.1081620743228,0.0847457627118644,15,"ROB938",0.848848,16.9482,2188.459961,1.15698,224.102005,18.1,26.8,0.516502231618511,0.482217524077989,851.4,-35.6962422901542,-41.0449576417504
"49","SHO424",24.8648648648649,-15.4054054054054,-144.952524484141,0.0416666666666667,2,"SHO424",0.935951,25.497801,2028.390015,46.628101,309.72699,7.1,28.8,0.466193906648657,0.494784631547351,533.04,-126.335256322918,-195.219148519444
"50","SHO424120",34.7407407407407,-12.4259259259259,-120.632359107658,0.0285714285714286,2,"SHO424",0.823838,38.262501,2035.660034,42.256199,310.670013,17.9,18,0.354593540458953,0.628803462185772,748.66,-153.364603729249,-82.6629553466139
"51","SHO424240",24.4642857142857,-8.21428571428571,-121.790788133438,0.05,2,"SHO424",0.889241,20.7631,1985.540039,9.0083,275.73999,4.1,22.4,0.57438166828322,0.425284917555771,329.92,-163.834700743389,-46.1117454355264
"52","SHO424360",30.0877192982456,-13.7719298245614,-157.244079846603,0.0540540540540541,4,"SHO424",0.988757,9.38646,2065.889893,47.859501,309.72699,10.1,13.8,0.524726012506874,0.464506310983797,781.97,-147.445826166828,-176.840587206153
"53","SHO446",40,-20.2020833333333,-226.715707071672,0.193548387096774,6,"SHO446",-0.621055,33.3186,2179.820068,11.0745,289.290985,8.8,28.75,1,0,77.03,-226.715707071672,NA
"54","SHO446120",39.0909090909091,-4.54545454545455,-103.927407016368,0.0740740740740741,2,"SHO446",-0.404079,33.331299,2164.399902,-18.875999,286.388,4.6,9.6,1,0,118.64,-103.927407016368,NA
"55","SHO446240",65,-6.25,-54.9171800474019,0.375,3,"SHO446",-0.304787,32.4473,2186.52002,3.84302,255.893005,8.7,17.8,1,0,121.72,-54.9171800474019,NA
"56","SHO446360",44.7826086956522,-10.4347826086957,-149.794118510787,0.0625,3,"SHO446",-0.041596,27.8948,2187,-2.62817,268.839996,11.1,18.2,1,0,246.91,-149.794118510787,NA
"57","SPR1575",27.0175438596491,-11.5763157894737,-167.260360946398,0,0,"SPR1575",0.984669,20.2258,2150.780029,-34.2397,284.381989,10,21.2,0.466359767769288,0.525683008241976,632.13,-123.990760714599,-226.756061265121
"58","SPR1575120",35.3260869565217,-9.89130434782609,-113.567681500661,0.0869565217391304,6,"SPR1575",0.986768,17.4967,2149.850098,-40.074501,284.381989,9.6,23.8,0.385406839622641,0.596801297169811,678.4,-170.23828596422,-33.0357698945513
"59","SPR1575240",23.9285714285714,-15.8928571428571,-185.760097627543,0.0125,1,"SPR1575",0.987943,6.17747,2142.919922,-34.2397,287.589996,11.6,17.2,0.733813530021897,0.263835426990895,867.7,-208.690393019038,-101.682347858728
"60","SPR1575360",46.969696969697,-13.7878787878788,-185.318086063685,0.219512195121951,9,"SPR1575",0.993846,25.3759,2172,-15.9917,284.381989,12.2,21.2,0.430878805284319,0.549707064905227,435.25,-188.345641709079,-180.019863684247
"61","SPR1620",51.9565217391304,-31.1594202898551,-252.924636237292,0.121621621621622,9,"SPR1620",-0.999795,11.6905,2187.820068,69.512497,271.747009,7.6,38,0.734475606736008,0.256547176820208,646.08,-290.831775995914,-29.2725116614236
"62","SPR1620120",65.28,-28.78,-242.822442677868,0.408163265306122,20,"SPR1620",-0.964143,10.3164,2188.030029,84.404999,280.084015,15.3,38,0.175707441711913,0.68700734589588,1565.5,-256.268699318189,-200.242629983518
"63","SPR1620240",52.0238095238095,-21.2345238095238,-317.405571396935,0.0930232558139535,4,"SPR1620",0.729764,16.836201,2184.280029,78.561996,271.747009,8.8,38,0.211095129649606,0.721802708857725,1501.74,-319.999504612764,-313.190429921213
"64","SPR1620360",60.4464285714286,-36.0714285714286,-277.625456657241,0.0423728813559322,5,"SPR1620",-0.999573,25.560801,2168.159912,48.157001,234.772995,11.2,38,0.906778865338122,0.0900875525197756,852.06,-293.698259388736,6.32739159917006
"65","SS256",8.95833333333333,-5.625,-56.6967589346686,0,0,"SS256",0.976129,4.72214,2030.160034,0.322266,308.55899,13.9,33.86666667,0.232880027101583,0.7650389585249,206.63,0,-80.0424832018851
"66","SS256120",32.4509803921569,-8.92156862745098,-138.117724769281,0.0483870967741935,3,"SS256",0.888994,7.12525,2031.579956,-16.008301,308.049011,10.7,40,0.344170581693561,0.65353714168993,881.22,-114.737493904499,-154.483886374628
"67","SS256240",17.4390243902439,-11.8292682926829,-120.319554285527,0,0,"SS256",0.930159,4.01013,2027.089966,4.1488,308.037994,14.5,39.2,0.2736340172361,0.720372719716523,457.18,-57.3992242849054,-160.588565485925
"68","SS256360",25.5813953488372,-9.65116279069767,-94.7518971398224,0.0128205128205128,1,"SS256",0.953394,1.92946,2032.550049,5.71069,308.55899,17.6,22.4,0.411202405885828,0.585924493851028,372.42,-112.631075945337,-80.5975472521231
"69","SS32",35,-16.25,-227.281941368141,0.0277777777777778,1,"SS32",0.598586,18.261801,1912.300049,-29.702499,228.697998,16.3,25.6,0.342165372316126,0.656514897720928,394.02,-296.630540137169,-182.409318635242
"70","SS32120",26.5833333333333,-11.5833333333333,-98.7614247962564,0.0882352941176471,6,"SS32",0.723691,22.709999,1927.699951,-38.628101,267.062012,12.6,29.8,0.361651104648196,0.63297447148664,587.97,-105.179009477432,-93.5106736934763
"71","SS32240",36.0714285714286,-17.4107142857143,-250.257233537724,0.0161290322580645,1,"SS32",0.59576,23.1577,1897.579956,-54.537201,267.062012,11.8,30.6,0.260954767013531,0.724459548290275,806.27,-303.823394714899,-222.750285906202
"72","SS32360",42.9775280898876,-15.5056179775281,-177.428891099613,0.104166666666667,10,"SS32",0.472415,21.004999,1906.459961,-29.702499,228.697998,14.2,26.8,0.239228315927709,0.759281262376754,959.46,-140.646771867584,-192.608813322355
"73","SS452",35.1190476190476,-29.047619047619,-300.158059900708,0,0,"SS452",0.981108,18.854099,2186.570068,56.686001,335.234985,12,17.8,0.822795517022626,0.17707231972933,378.32,-318.941846966918,-220.326964869319
"74","SS452120",30.4545454545455,-22.7272727272727,-264.154079631086,0,0,"SS452",0.687024,11.8545,2188.620117,45.545399,335.234985,11.4,21.6,0.754557099221598,0.240647682858738,304.47,-316.641733550971,-159.178771791318
"75","SS452240",24.7115384615385,-12.1153846153846,-115.294591257947,0,0,"SS452",0.99987,14.1208,2168.870117,55.404999,339.997009,11.4,30.2,0.451444744290134,0.521384848285395,759.65,-147.93500015161,-41.8536712472073
"76","SS452360",25.3448275862069,-13.2758620689655,-181.591570220547,0.0588235294117647,2,"SS452",0.101015,11.0535,2208.320068,56.686001,335.490997,8.8,8.6,0.666038117044919,0.331571149572362,296.98,-247.968265583466,-87.5579184564103
"77","SS604",18.3333333333333,-2.08333333333333,-3.89039041771559,0,0,"SS604",-0.762957,36.495899,2224.429932,38.305698,223.054001,11.8,14,0.625262590896849,0.370751413950983,185.65,107.357519304339,-115.138300139771
"78","SS604120",30.7692307692308,-10,-198.178144891016,0.111111111111111,2,"SS604",-0.755437,31.924999,2200.070068,36.4133,212.337006,14.2,24.2,0.191520536938129,0.73110554426431,211.57,-44.3645894527335,-444.279833592269
"79","SS604240",27.7272727272727,-9.31818181818182,-125.894673679752,0.0344827586206897,1,"SS604",-0.819894,43.5023,2230.409912,36.4133,276.766998,10.1,7.4,0.612155534796824,0.385275572162541,342.56,-123.042489368628,-132.00649720359
"80","SS604360",25.625,-11.5625,-229.368952537029,0,0,"SS604",-0.761212,32.8601,2222.060059,38.305698,223.054001,7.7,18,0.647254632807138,0.346739876458476,291.4,-203.100944818097,-308.172975693823
"81","TOI1577",24,-16.2222222222222,-155.875961594714,0.0645161290322581,4,"TOI1577",0.284746,25.362,2134.48999,6.60327,169.998993,11.5,41.8,0.966561332950302,0.0261131858661304,348.1,-156.0218600242,NA
"82","TOI1577360",61.3917525773196,-20.0515463917526,-197.979426665459,0.364485981308411,39,"TOI1577",0.436857,19.5249,2123.179932,6.60327,179.824997,11.6,20.8,0.605671183126135,0.340880519117703,787.49,-267.435591866839,-83.2793536532767
"83","TOI1596",24.0277777777778,-13.1944444444444,-203.975123920614,0.0697674418604651,3,"TOI1596",0.080746,21.5247,2280.399902,66.264397,239.953003,14.9,26.4,1,0,494.63,-203.975123920614,NA
"84","TOI1596120",40.3947368421053,-22.8289473684211,-280.322123934918,0.159574468085106,15,"TOI1596",-0.017616,23.792601,2250.780029,0.471191,245.602997,14.9,20.8,1,0,687.87,-291.842211219914,NA
"85","TOI1596240",58.1132075471698,-19.4339622641509,-195.891480585567,0.303030303030303,20,"TOI1596",-0.28572,19.510099,2279.560059,25.173599,264.92099,12.3,31.4,0.819164926931106,0.151127348643006,479,-201.590108666128,NA
"86","TOI1596360",12.5,-10,-129.178694806214,0,0,"TOI1596",-0.004395,13.4653,2294.959961,100.115997,239.953003,6.9,21,1,0,234.15,-129.178694806214,NA
"87","TOI533",19.2045454545455,-7.84090909090909,-116.261587132285,0.0181818181818182,1,"TOI533",-0.067965,15.0828,2115.040039,49.785198,187.639999,13.4,25,0.475520125336958,0.524180356196576,434.03,-67.3344968445173,-165.188677420053
"88","TOI533120",21.8367346938776,-7.04081632653061,-152.447937521811,0,0,"TOI533",0.05144,23.443001,2135.429932,49.785198,223.835007,16.4,33.4,0.713977347141714,0.266547015595062,412.31,-270.246225406658,-19.2846555650264
"89","TOI533240",25.6603773584906,-5.37735849056604,-47.3107635794751,0.0138888888888889,1,"TOI533",0.30919,14.8268,2109.469971,25.157,200.126007,12.3,19.4,0.236650250126032,0.762865009500911,515.74,-41.4226405500323,-49.224403564044
"90","TOI533360",9.86486486486486,-2.7027027027027,-49.9938463741434,0,0,"TOI533",-0.421272,13.6401,2100.800049,28.8018,187.639999,14.1,30,0.141607580677225,0.858326154661719,301.82,-37.2150532214344,-51.9905328042542
"91","WHIS25",33.4905660377358,-19.7169811320755,-224.661673068943,0.0196078431372549,2,"WHIS25",-0.508759,9.96816,2008.900024,12.0414,284.536987,10.8,20.8,0.566274860050079,0.430886269756463,627.01,-251.021853801524,-181.167374860184
"92","WHIS25120",33.375,-20,-173.515185644938,0.040983606557377,5,"WHIS25",-0.289974,15.1974,2018.550049,18.843,284.536987,17.4,27.4,0.482555289066744,0.501358209548544,754.67,-169.585848526363,-180.425399198295
"93","WHIS25240",32.5892857142857,-26.9642857142857,-276.247288134325,0.0285714285714286,3,"WHIS25",0.202377,10.9753,2011.859985,12.0414,284.536987,11.2,35.8,0.550796012243711,0.447835975307375,584.79,-255.806659874013,-303.501459148076
"94","WHIS25360",28.3333333333333,-20.3125,-209.441790786814,0.0121951219512195,1,"WHIS25",-0.555386,8.61278,2001.449951,-0.603271,296.257996,5,14.2,0.385914885459599,0.600210869356848,417.32,-171.598120123691,-258.097938782257
"95","WHIS64",11.875,5.625,-81.080111758444,0,0,"WHIS64",0.992673,19.721901,2285.439941,14.2231,274.941986,8.7,17.2,1,0,142.66,19.5316588048064,NA
"96","WHIS64120",24.5,-22.5,-394.025069616115,0,0,"WHIS64",0.811017,16.245701,2258.120117,-10,258.661987,6.5,15.8,0.583760852407261,0.409234411996843,202.72,-293.973943903546,NA
"97","WHIS64240",21.6666666666667,-20.8333333333333,-228.285628485846,0,0,"WHIS64",0.995819,22.5313,2272.669922,14.2231,274.941986,6.5,24.6,1,0,74.58,-228.285628485846,NA
"98","WHIS64360",11.25,-10,-113.331076504872,0,0,"WHIS64",0.942482,16.253799,2302.439941,32.289299,278.065002,8,16.6,0.825749559082892,0.171957671957672,56.7,-117.746572992074,NA
