Plot,Number,Spp,LiveDead,Diam,DecayClass,HeightClass,Cones,MortalityCause1,MortalityCause2,MortalityCause3,DMR,BranchesBole,PreviousCurrent,PerDeadCrown,Easting,Northing,Cored,Misc
ROB926360,4,Pimo,L,15,,4,0,,,,0,,,5,557451.556,4402519.918,,
ROB926360,5,Pimo,L,25,,5,0,,,,0,,,0,557444.556,4402518.918,,
ROB926360,6,Juos,L,36,,4,,,,MT,2,,,10,557440.556,4402521.918,,
ROB926360,7,Pimo,L,18,,5,0,,,,0,,,20,557440.556,4402522.918,,
ROB926360,8,Pimo,L,34,,5,1,,RWB,,0,Branches,Previous,5,557436.556,4402522.918,,
ROB926360,9,Pimo,L,34,,6,0,,RWB,,0,Branches,Previous,5,557437.556,4402519.918,,
ROB926360,10,Pimo,L,24,,5,1,,,,0,,,0,557426.556,4402523.918,,Cankers
ROB926360,11,Pimo,L,36,,5,1,IPS,,,0,Branches,Previous,5,557432.556,4402515.918,,
ROB926360,12,Juos,L,17,,5,,,,,0,,,15,557429.556,4402516.918,,
ROB926360,13,Pimo,L,13,,3,0,,,,0,,,5,557424.556,4402515.918,,
ROB926360,14,Pimo,L,19,,3,1,,,,0,,,5,557422.556,4402514.918,,
ROB926360,15,Juos,L,15,,2,,,,,0,,,0,557422.556,4402511.918,,
ROB926360,16,Pimo,L,9,,2,0,,,,0,,,0,557424.556,4402512.918,,
ROB926360,17,Pimo,L,36,,5,1,,,,0,,,5,557428.556,4402506.918,,
ROB926360,18,Pimo,L,26,,4,0,,,,0,,,0,557428.556,4402504.918,,
ROB926360,19,Juos,L,22,,4,,,,,0,,,15,557431.556,4402505.918,,
ROB926360,20,Juos,L,26,,4,,,,,0,,,15,557434.556,4402509.918,,
ROB926360,21,Juos,L,16,,3,,,,,0,,,25,557434.556,4402506.918,,
ROB926360,22,Pimo,L,24,,4,0,,,,0,,,5,557436.556,4402510.918,,
ROB926360,23,Pimo,L,22,,4,0,,,,0,,,10,557450.556,4402499.918,,
ROB926360,24,Pimo,L,44,,6,1,IPS,RWB,,0,Branches,Previous,0,557454.556,4402509.918,,
ROB926360,25,Pimo,L,20,,5,0,,,,0,,,10,557455.556,4402512.918,,
ROB926360,26,Juos,L,28,,4,,,,MT,2,,,0,557456.556,4402508.918,,
ROB926360,27,Pimo,L,23,,4,1,,,,0,,,0,557449.556,4402511.918,,
ROB926360,28,Pimo,L,23,,4,1,,,,0,,,5,557451.556,4402504.918,,
ROB926360,29,Pimo,L,13,,2,0,,,,0,,,0,557449.556,4402505.918,,
ROB938,1,Juos,L,10,,2,,,,,0,,,15,558362.604,4404498.166,,
ROB938,2,Juos,L,6,,1,,,,,0,,,10,558361.604,4404501.166,,
ROB938,3,Pimo,L,16,,6,0,IPS,RWB,,0,Branches,Previous,20,558360.604,4404500.166,,
ROB938,4,Juos,L,9,,4,,,,,0,,,25,558359.604,4404500.166,,
ROB938,5,Juos,L,10,,2,,,,,0,,,55,558360.604,4404503.166,,
ROB938,6,Juos,L,19,,5,,,,,0,,,40,558359.604,4404503.166,,
ROB938,7,Pimo,L,26,,6,1,IPS,RWB,,0,Branches,Previous,10,558362.604,4404505.166,,
ROB938,8,Juos,L,18,,5,,,,,0,,,30,558359.604,4404506.166,,
ROB938,9,Pimo,L,13,,6,0,IPS,RWB,,0,Branches,Previous,30,558359.604,4404508.166,,
ROB938,10,Juos,L,11,,4,,,,,0,,,35,558361.604,4404509.166,,
ROB938,11,Pimo,L,12,,4,0,,,,0,,,20,558357.604,4404510.166,,
ROB938,12,Juos,L,20,,5,,,,,0,,,35,558357.604,4404509.166,,
ROB938,13,Pimo,L,17,,6,0,IPS,RWB,,0,Branches,Previous,30,558356.604,4404501.166,,
ROB938,14,Pimo,L,13,,5,0,,RWB,,0,Branches,Previous,20,558358.604,4404502.166,,
ROB938,15,Juos,L,12,,3,,,,,0,,,25,558356.604,4404503.166,,
ROB938,16,Juos,L,21,,4,,,,,0,,,45,558355.604,4404505.166,,
ROB938,17,Pimo,L,8,,3,0,IPS,RWB,,0,Both,Current,90,558355.604,4404504.166,,
ROB938,18,Juos,L,24,,4,,,,,0,,,55,558355.604,4404506.166,,
ROB938,19,Pimo,L,31,,6,0,IPS,RWB,,0,Branches,Previous,15,558357.604,4404497.166,3,
ROB938,20,Pimo,L,13,,4,0,,,,0,,,90,558360.604,4404498.166,,
ROB938,21,Pimo,L,21,,6,1,,RWB,,0,Branches,Previous,10,558357.604,4404500.166,,
ROB938,22,Pimo,L,14,,4,0,IPS,RWB,,0,Branches,Previous,15,558356.604,4404499.166,,
ROB938,23,Juos,L,39,,6,,,,MT,1,,,30,558353.604,4404500.166,,
ROB938,24,Pimo,L,9,,3,0,,,,0,,,40,558350.604,4404498.166,,
ROB938,25,Cele,D,11,2,1,,,,,,,,100,558349.604,4404497.166,,
ROB938,26,Juos,L,26,,5,,,,,0,,,25,558347.604,4404496.166,,
ROB938,27,Juos,L,14,,3,,,,,0,,,40,558348.604,4404499.166,,
ROB938,28,Juos,L,9,,3,,,,,0,,,35,558350.604,4404501.166,,
ROB938,29,Cele,D,11,2,2,,,,,,,,100,558350.604,4404502.166,,
ROB938,30,Pimo,L,32,,6,1,,RWB,,0,Both,Previous,35,558351.604,4404501.166,,Scar
ROB938,31,Juos,L,24,,6,,,,MT,1,,,40,558347.604,4404493.166,,
ROB938,32,Pimo,L,6,,2,0,,,,0,,,60,558350.604,4404492.166,,
ROB938,33,Juos,L,54,,5,,,,MT,2,,,20,558352.604,4404494.166,,
ROB938,34,Cele,D,5,2,1,,,,,,,,100,558352.604,4404491.166,,Unk
ROB938,35,Pimo,L,7,,3,0,,RWB,,0,Branches,Previous,30,558354.604,4404491.166,,
ROB938,36,Pimo,L,9,,2,0,,,,0,,,70,558377.604,4404500.166,,
ROB938,37,Juos,L,14,,3,,,,,0,,,50,558378.604,4404499.166,2,
ROB938,38,Cele,D,13,2,1,,,,,,,,100,558378.604,4404498.166,,
ROB938,39,Pimo,L,28,,6,0,IPS,RWB,,0,Branches,Previous,20,558379.604,4404497.166,,
ROB938,40,Juos,L,13,,4,,,,,0,,,70,558378.604,4404497.166,,
ROB938,41,Juos,L,8,,2,,,,,0,,,50,558378.604,4404497.166,,
ROB938,42,Pimo,L,34,,6,1,,RWB,,0,Branches,Previous,15,558376.604,4404498.166,,Scar on bole
ROB938,43,Pimo,L,26,,6,1,,RWB,,0,Branches,Previous,30,558372.604,4404498.166,1,
ROB938,44,Pimo,L,12,,4,0,,,,0,,,30,558373.604,4404499.166,,
ROB938,45,Juos,L,7,,2,,,,,0,,,70,558372.604,4404500.166,,
ROB938,46,Juos,L,11,,3,,,,,0,,,60,558372.604,4404501.166,,
ROB938,47,Pimo,L,24,,5,1,,RWB,,0,Branches,Previous,50,558372.604,4404502.166,,Scar on bole
ROB938,48,Pimo,L,42,,6,0,IPS,RWB,,0,Branches,Previous,10,558371.604,4404503.166,,
ROB938,49,Pimo,L,16,,5,0,,RWB,,0,Branches,Previous,75,558368.604,4404500.166,,
ROB938,50,Juos,L,18,,4,,,,,0,,,30,558367.604,4404499.166,,
ROB938,51,Juos,L,32,,5,,,,,0,,,50,558369.604,4404497.166,,
ROB938,52,Juos,L,16,,5,,,,,0,,,15,558367.604,4404498.166,,
ROB938,53,Juos,L,14,,4,,,,,0,,,20,558367.604,4404498.166,,
ROB938,54,Juos,L,18,,4,,,,,0,,,35,558369.604,4404496.166,,
ROB938,55,Juos,L,6,,1,,,,,0,,,65,558366.604,4404496.166,,
ROB938,56,Pimo,L,25,,6,0,IPS,,,0,,,15,558365.604,4404496.166,,Cankers
ROB938,57,Juos,L,18,,4,,,,,0,,,45,558364.604,4404495.166,,
ROB938,58,Juos,L,14,,5,,,,,0,,,20,558365.604,4404493.166,,
ROB938,59,Juos,L,16,,4,,,,,0,,,25,558366.604,4404494.166,,
ROB938,60,Juos,L,9,,2,,,,,0,,,80,558366.604,4404493.166,,
ROB938,61,Pimo,L,21,,6,0,,RWB,,0,Branches,Previous,30,558367.604,4404493.166,,
ROB938,62,Pimo,L,16,,4,0,IPS,,,0,,,35,558368.604,4404492.166,,
ROB938,63,Juos,L,10,,4,,,,,0,,,30,558367.604,4404496.166,,
ROB938,64,Juos,L,10,,3,,,,,0,,,25,558368.604,4404492.166,,
ROB938,65,Juos,L,11,,1,,,,,0,,,15,558371.604,4404492.166,,
ROB938,66,Pimo,L,23,,6,1,,RWB,,0,Branches,Previous,15,558370.604,4404493.166,,
ROB938,67,Pimo,L,19,,5,0,,RWB,,0,Branches,Previous,15,558370.604,4404496.166,,
ROB938,68,Juos,L,21,,4,,,,,0,,,40,558375.604,4404493.166,,Witches Broom
ROB938,69,Pimo,L,19,,6,0,,RWB,,0,Branches,Previous,30,558377.604,4404495.166,,
ROB938,70,Pimo,L,21,,6,1,IPS,RWB,,0,Branches,Previous,15,558376.604,4404495.166,,
ROB938,71,Pimo,L,23,,5,0,,RWB,,0,Branches,Previous,20,558378.604,4404495.166,,
ROB938,72,Cele,D,16,2,2,,,,,,,,100,558379.604,4404495.166,,
ROB938,73,Juos,L,26,,5,,,,,0,,,35,558370.604,4404490.166,,
ROB938,74,Pimo,L,27,,6,0,IPS,RWB,,0,Branches,Previous,25,558371.604,4404490.166,,
ROB938,75,Pimo,L,20,,6,0,,RWB,,0,Branches,Previous,30,558373.604,4404490.166,,
ROB938,76,Juos,L,12,,3,,,,,0,,,90,558373.604,4404491.166,,
ROB938,77,Juos,L,15,,3,,,,,0,,,15,558374.604,4404488.166,,
ROB938,78,Juos,L,9,,4,,,,,0,,,15,558375.604,4404489.166,,
ROB938,79,Juos,L,25,,4,,,,,0,,,10,558370.604,4404487.166,,
ROB938,80,Pimo,L,25,,6,0,IPS,RWB,,0,Branches,Previous,30,558368.604,4404486.166,,
ROB938,81,Juos,L,22,,5,,,,,0,,,25,558367.604,4404484.166,,
ROB938,82,Pimo,L,13,,5,0,,RWB,,0,Branches,Previous,20,558367.604,4404483.166,,
ROB938,83,Cele,D,23,1,1,,,,,,,,100,558368.604,4404484.166,,
ROB938,84,Pimo,L,11,,5,0,IPS,RWB,,0,Branches,Previous,20,558367.604,4404484.166,,
ROB938,85,Juos,L,22,,5,,,,,0,,,20,558367.604,4404486.166,,
ROB938,86,Pimo,L,25,,6,0,IPS,RWB,,0,Branches,Previous,15,558365.604,4404485.166,,
ROB938,87,Pimo,L,30,,6,0,IPS,RWB,,0,Branches,Previous,10,558364.604,4404483.166,,
ROB938,88,Juos,L,23,,5,,,,,0,,,10,558364.604,4404481.166,,
ROB938,89,Cele,D,9,2,1,,,,,,,,100,558365.604,4404487.166,,
ROB938,90,Pimo,L,18,,4,0,,RWB,,0,Branches,Previous,35,558364.604,4404487.166,,
ROB938,91,Cele,D,26,2,3,,,,,,,,100,558364.604,4404489.166,,
ROB938,92,Pimo,L,15,,5,0,IPS,RWB,,0,Branches,Previous,30,558365.604,4404489.166,,
ROB938,93,Cele,D,34,3,4,,,,,,,,100,558366.604,4404488.166,,
ROB938,94,Pimo,L,22,,5,0,IPS,RWB,,0,Branches,Previous,20,558367.604,4404489.166,,Cankers on bole
ROB938,95,Juos,L,16,,3,,,,,0,,,40,558365.604,4404491.166,,
ROB938,96,Pimo,L,24,,6,1,IPS,RWB,,0,Branches,Previous,20,558364.604,4404491.166,,
ROB938,97,Pimo,L,25,,6,0,IPS,RWB,,0,Branches,Previous,35,558362.604,4404493.166,,
ROB938,98,Juos,L,16,,3,,,,,0,,,25,558362.604,4404492.166,,
ROB938,99,Cele,D,8,2,3,,,,,,,,100,558361.604,4404491.166,,
ROB938,100,Juos,L,10,,3,,,,,0,,,30,558360.604,4404492.166,,
ROB938,101,Juos,L,10,,2,,,,,0,,,60,558360.604,4404491.166,,
ROB938,102,Juos,L,22,,5,,,,,0,,,40,558359.604,4404489.166,,
ROB938,103,Pimo,L,24,,6,1,IPS,RWB,,0,Branches,Previous,20,558358.604,4404489.166,,
ROB938,104,Pimo,L,18,,6,0,,RWB,,0,Branches,Previous,30,558355.604,4404492.166,,
ROB938,105,Juos,L,10,,3,,,,MT,1,,,50,558355.604,4404491.166,,
ROB938,106,Pimo,L,16,,6,0,IPS,,,0,,,20,558357.604,4404493.166,,
ROB938,107,Juos,L,11,,2,,,,,0,,,10,558359.604,4404494.166,,
ROB938,108,Pimo,L,27,,6,0,,RWB,,0,Branches,Previous,40,558350.604,4404490.166,,
ROB938,109,Pimo,L,21,,6,0,IPS,RWB,,0,Branches,Previous,20,558348.604,4404490.166,,
ROB938,110,Juos,L,9,,3,,,,,0,,,50,558349.604,4404488.166,,
ROB938,111,Pimo,L,11,,4,0,IPS,RWB,,0,Branches,Previous,30,558364.604,4404497.166,,
ROB938,112,Pimo,L,29,,6,1,,,,0,,,20,558364.604,4404497.166,,
ROB938,113,Juos,L,15,,4,,,,,0,,,60,558368.604,4404497.166,,
ROB938,114,Cele,D,11,3,2,,,,,,,,100,558365.604,4404497.166,,Unk
ROB938,115,Juos,L,20,,5,,,,,0,,,30,558365.604,4404501.166,,
ROB938,116,Juos,L,9,,2,,,,,0,,,40,558372.604,4404503.166,,
ROB938,117,Juos,L,20,,4,,,,,0,,,35,558366.604,4404507.166,,
ROB938,118,Cele,D,10,3,2,,,,,,,,100,558363.604,4404507.166,,
ROB938,119,Juos,L,14,,4,,,,,0,,,20,558363.604,4404513.166,,
ROB938,120,Cele,D,37,2,3,,,,,,,,100,558364.604,4404509.166,,
ROB938,121,Pimo,L,26,,6,1,,,,0,,,15,558365.604,4404510.166,,
ROB938,122,Pimo,L,30,,6,2,,RWB,,0,Branches,Previous,30,558365.604,4404511.166,,
ROB938,123,Pimo,L,12,,4,0,,,,0,,,25,558366.604,4404510.166,,
ROB938,124,Juos,L,19,,5,,,,,0,,,45,558366.604,4404509.166,,
ROB938,125,Juos,L,17,,3,,,,,0,,,40,558368.604,4404509.166,,
ROB938,126,Cele,D,8,2,2,,,,,,,,100,558368.604,4404508.166,,
ROB938,127,Juos,L,21,,5,,,,,0,,,10,558368.604,4404507.166,,
ROB938,128,Pimo,L,12,,5,0,IPS,,,0,,,25,558369.604,4404506.166,,
ROB938,129,Cele,D,26,2,3,,,,,,,,100,558373.604,4404505.166,,
ROB938,130,Pimo,L,18,,5,0,,,,0,,,20,558373.604,4404505.166,,
ROB938,131,Pimo,L,18,,5,1,,RWB,,0,Branches,Previous,30,558372.604,4404504.166,,Cankers
ROB938,132,Juos,L,6,,1,,,,,0,,,50,558373.604,4404504.166,,
ROB938,133,Pimo,L,12,,4,0,,,,0,,,20,558376.604,4404508.166,,
ROB938,134,Pimo,L,12,,4,0,,,,0,,,20,558375.604,4404507.166,,
ROB938,135,Cele,D,26,2,3,,,,,,,,100,558375.604,4404506.166,,
ROB938,136,Cele,D,18,2,4,,,,,,,,100,558374.604,4404506.166,,
ROB938,137,Juos,L,16,,5,,,,,0,,,25,558373.604,4404506.166,,
ROB938,138,Pimo,L,19,,6,1,IPS,RWB,,0,Branches,Previous,50,558373.604,4404504.166,,Pitch on bole
ROB938,139,Cele,D,26,2,3,,,,,,,,100,558376.604,4404503.166,,
ROB938,140,Juos,L,25,,4,,,,,0,,,10,558374.604,4404501.166,,
ROB938,141,Juos,L,15,,4,,,,,0,,,40,558376.604,4404501.166,,
ROB938,142,Pimo,L,12,,5,0,,,,0,,,30,558377.604,4404500.166,,
ROB938,143,Juos,L,16,,4,,,,,0,,,20,558376.604,4404500.166,,
ROB938,144,Juos,D,34,3,3,,,,,,,,100,558377.604,4404501.166,,Char at base
ROB938120,1,Pimo,L,11,,3,0,IPS,,,0,Branches,Previous,5,558424.353,4404415.649,,
ROB938120,2,Cele,L,11,,2,,,,,,,,55,558430.353,4404418.649,,
ROB938120,3,Cele,D,14,2,2,,,,,,,,100,558432.353,4404418.649,,
ROB938120,4,Cele,L,9,,3,,,,,,,,35,558432.353,4404421.649,,
ROB938120,5,Pimo,L,9,,4,0,,,,0,,,0,558432.353,4404422.649,,
ROB938120,6,Cele,L,13,,2,,,,,,,,80,558431.353,4404422.649,,
ROB938120,7,Juos,L,19,,4,,,,,0,,,0,558431.353,4404421.649,,
ROB938120,8,Cele,L,22,,3,,,,,,,,60,558429.353,4404423.649,,
ROB938120,9,Cele,D,37,1,4,,,,,,,,100,558425.353,4404420.649,,
ROB938120,10,Pimo,L,8,,1,0,,,,0,,,15,558425.353,4404421.649,,
ROB938120,11,Juos,L,20,,5,,,,,0,,,10,558424.353,4404423.649,,
ROB938120,12,Pimo,L,33,,6,0,IPS,RWB,,0,Both,Previous,35,558420.353,4404418.649,,Scars on Bole
ROB938120,13,Pimo,L,31,,6,1,IPS,RWB,,0,Branches,Previous,25,558420.353,4404423.649,,Scars on Bole
ROB938120,14,Pimo,L,14,,4,0,,,,0,,,35,558420.353,4404422.649,,Scars on Bole
ROB938120,15,Juos,L,43,,5,,,,,0,,,15,558423.353,4404428.649,,
ROB938120,16,Pimo,L,6,,2,0,,,,0,,,20,558423.353,4404426.649,,
ROB938120,17,Cele,D,27,2,2,,,,,,,,100,558417.353,4404429.649,,
ROB938120,18,Pimo,L,32,,6,0,IPS,RWB,,0,Branches,Previous,10,558416.353,4404428.649,,Scars on Bole
ROB938120,19,Pimo,L,13,,5,0,IPS,RWB,,0,Bole,Previous,90,558414.353,4404426.649,,Scars on Bole
ROB938120,20,Juos,L,24,,6,,,,,0,,,20,558414.353,4404426.649,,
ROB938120,21,Pimo,L,14,,5,0,,RWB,,0,Branches,Previous,40,558418.353,4404426.649,,
ROB938120,22,Juos,L,14,,5,,,,,0,,,20,558417.353,4404424.649,,
ROB938120,23,Pimo,L,24,,6,0,IPS,RWB,,0,Both,Previous,30,558418.353,4404424.649,,
ROB938120,24,Pimo,L,14,,4,0,,RWB,,0,Branches,Previous,40,558419.353,4404424.649,,
ROB938120,25,Pimo,L,10,,3,0,,RWB,,0,Branches,Previous,30,558414.353,4404426.649,,
ROB938120,26,Pimo,L,17,,6,0,,RWB,,0,Branches,Previous,15,558416.353,4404423.649,,
ROB938120,27,Juos,L,15,,5,,,,,0,,,20,558416.353,4404422.649,,
ROB938120,28,Cele,D,13,3,2,,,,,,,,100,558415.353,4404423.649,,
ROB938120,29,Cele,D,9,3,1,,,,,,,,100,558415.353,4404422.649,,
ROB938120,30,Pimo,L,7,,2,0,,,,0,,,15,558415.353,4404421.649,,
ROB938120,31,Cele,D,12,2,2,,,,,,,,100,558415.353,4404420.649,,
ROB938120,32,Pimo,L,10,,3,0,,,,0,,,10,558416.353,4404418.649,,
ROB938120,33,Pimo,L,48,,6,1,IPS,RWB,,0,Branches,Previous,5,558411.353,4404427.649,,Scars on Bole
ROB938120,34,Pimo,L,13,,5,1,,RWB,,0,Both,Previous,25,558409.353,4404421.649,,
ROB938120,35,Cele,D,11,3,2,,,,,,,,100,558406.353,4404420.649,,
ROB938120,36,Cele,D,10,3,1,,,,,,,,100,558406.353,4404420.649,,
ROB938120,37,Cele,D,9,2,2,,,,,,,,100,558406.353,4404421.649,,
ROB938120,38,Cele,D,13,2,1,,,,,,,,100,558406.353,4404417.649,,
ROB938120,39,Juos,L,12,,3,,,,,0,,,20,558407.353,4404418.649,,
ROB938120,40,Cele,L,8,,3,,,,,,,,75,558407.353,4404419.649,,
ROB938120,41,Cele,D,17,1,2,,,,,,,,100,558403.353,4404418.649,,Pitchy Bole
ROB938120,42,Cele,D,8,2,1,,,,,,,,100,558404.353,4404418.649,,
ROB938120,43,Cele,D,11,2,2,,,,,,,,100,558405.353,4404417.649,,
ROB938120,44,Pimo,L,7,,3,0,,,,0,,,55,558403.353,4404418.649,,
ROB938120,45,Juos,L,11,,3,,,,,0,,,20,558403.353,4404417.649,,
ROB938120,46,Pimo,L,20,,3,0,,,,0,,,80,558404.353,4404415.649,,
ROB938120,47,Cele,L,18,,5,,,,,,,,15,558404.353,4404416.649,,
ROB938120,48,Pimo,L,14,,4,1,,,,0,,,10,558402.353,4404415.649,,
ROB938120,49,Pimo,L,8,,2,0,,RWB,,0,Both,Previous,55,558402.353,4404416.649,,
ROB938120,50,Juos,L,20,,5,,,,,0,,,5,558410.353,4404415.649,,
ROB938120,51,Cele,D,11,2,2,,,,,,,,100,558409.353,4404414.649,,
ROB938120,52,Cele,L,10,,2,,,,,,,,70,558411.353,4404416.649,,
ROB938120,53,Cele,D,8,2,1,,,,,,,,100,558412.353,4404416.649,,
ROB938120,54,Cele,D,9,1,2,,,,,,,,100,558412.353,4404414.649,,
ROB938120,55,Pimo,L,16,,4,0,IPS,,,0,Branches,Previous,5,558415.353,4404414.649,,
ROB938120,56,Cele,D,7,3,1,,,,,,,,100,558412.353,4404412.649,,
ROB938120,57,Cele,L,17,,2,,,,,,,,65,558411.353,4404413.649,,
ROB938120,58,Pimo,L,9,,3,0,,,,0,,,10,558411.353,4404412.649,,
ROB938120,59,Cele,D,30,1,3,,,,,,,,100,558404.353,4404411.649,,
ROB938120,60,Cele,D,6,2,1,,,,,,,,100,558403.353,4404414.649,,
ROB938120,61,Cele,D,10,2,1,,,,,,,,100,558403.353,4404412.649,,
ROB938120,62,Cele,D,7,2,1,,,,,,,,100,558402.353,4404413.649,,
ROB938120,63,Pimo,L,18,,6,0,,RWB,,0,Branches,Previous,5,558402.353,4404412.649,,
ROB938120,64,Cele,D,17,2,2,,,,,,,,100,558405.353,4404407.649,,
ROB938120,65,Pimo,L,14,,4,0,,,,0,,,5,558405.353,4404406.649,,
ROB938120,66,Cele,D,10,2,2,,,,,,,,100,558407.353,4404407.649,,
ROB938120,67,Pimo,L,18,,5,0,IPS,,,0,Branches,Previous,5,558407.353,4404406.649,,Scars on Bole
ROB938120,68,Pimo,L,27,,5,1,,RWB,,0,Branches,Previous,20,558409.353,4404406.649,,
ROB938120,69,Pimo,L,13,,4,0,,RWB,,0,Branches,Previous,25,558413.353,4404401.649,,
ROB938120,70,Cele,D,10,2,2,,,,,,,,100,558412.353,4404401.649,,
ROB938120,71,Pimo,L,24,,6,0,IPS,RWB,,0,Branches,Previous,5,558413.353,4404404.649,,
ROB938120,72,Pimo,L,14,,4,0,,RWB,,0,Branches,Previous,35,558415.353,4404404.649,,
ROB938120,73,Juos,L,38,,6,,,,MT,1,,,10,558420.353,4404411.649,,
ROB938120,74,Pimo,L,14,,4,0,,,,0,,,10,558423.353,4404413.649,,
ROB938120,75,Cele,L,13,,2,,,,,,,,75,558429.353,4404412.649,,
ROB938120,76,Cele,L,16,,2,,,,,,,,65,558433.353,4404413.649,,
ROB938120,77,Juos,L,22,,5,,,,,0,,,15,558434.353,4404413.649,,
ROB938120,78,Pimo,L,13,,4,0,,,,0,,,5,558432.353,4404412.649,,
ROB938120,79,Cele,L,12,,3,,,,,,,,45,558432.353,4404411.649,,
ROB938120,80,Cele,D,11,2,2,,,,,,,,100,558430.353,4404410.649,,
ROB938120,81,Juos,L,30,,5,,,,MT,2,,,20,558428.353,4404408.649,,
ROB938120,82,Pimo,L,36,,5,0,,RWB,,0,Branches,Previous,25,558428.353,4404407.649,,
ROB938120,83,Cele,D,12,2,2,,,,,,,,100,558426.353,4404407.649,,
ROB938120,84,Pimo,L,17,,4,0,,RWB,,0,Branches,Previous,10,558429.353,4404407.649,,
ROB938120,85,Cele,D,16,4,3,,,,,,,,15,558427.353,4404407.649,,
ROB938120,86,Pimo,L,34,,5,0,,RWB,,0,Branches,Previous,20,558423.353,4404412.649,,
ROB938120,87,Juos,L,81,,5,,,,MT,3,,,25,558426.353,4404412.649,,
ROB938120,88,Pimo,L,16,,4,0,,RWB,,0,Branches,Previous,10,558423.353,4404402.649,,
ROB938120,89,Cele,D,14,2,2,,,,,,,,100,558423.353,4404401.649,,
ROB938120,90,Pimo,L,18,,4,0,,,,0,,,10,558423.353,4404401.649,,
ROB938120,91,Juos,L,17,,3,,,,,0,,,20,558422.353,4404403.649,,
ROB938120,92,Pimo,L,18,,4,0,IPS,RWB,,0,Branches,Previous,60,558422.353,4404399.649,,
ROB938120,93,Pimo,L,21,,5,0,,,,0,,,10,558421.353,4404399.649,,
ROB938120,94,Cele,D,16,1,3,,,,,,,,100,558421.353,4404400.649,,
ROB938120,95,Cele,D,22,1,3,,,,,,,,100,558418.353,4404399.649,,
ROB938120,96,Pimo,L,16,,3,0,,RWB,,0,Branches,Previous,15,558418.353,4404400.649,,
ROB938120,97,Pimo,L,18,,3,0,,,,0,,,0,558418.353,4404401.649,,
ROB938120,98,Juos,L,11,,2,,,,,0,,,5,558418.353,4404400.649,,
ROB938120,99,Pimo,L,15,,2,0,IPS,RWB,,0,Branches,Previous,10,558418.353,4404403.649,,
ROB938120,100,Cele,L,17,,4,,,,,,,,40,558418.353,4404407.649,,
ROB938120,101,Cele,L,16,,3,,,,,,,,60,558417.353,4404408.649,,
ROB938120,102,Juos,L,15,,4,,,,,0,,,15,558416.353,4404408.649,,
ROB938120,103,Cele,L,12,,3,,,,,,,,75,558417.353,4404408.649,,
ROB938120,104,Pimo,L,19,,4,0,,,,0,,,10,558416.353,4404406.649,,
ROB938240,1,Pimo,L,31,,6,1,IPS,RWB,,0,Branches,Previous,15,558307.111,4404463.9,,
ROB938240,2,Pimo,L,13,,2,0,IPS,RWB,,0,Branches,Previous,30,558307.111,4404461.9,,Ptichy Bole
ROB938240,3,Pimo,L,30,,6,0,IPS,RWB,,0,Branches,Previous,25,558309.111,4404454.9,,
ROB938240,4,Juos,L,37,,4,,,,MT,2,,,25,558307.111,4404448.9,,
ROB938240,5,Juos,L,48,,5,,,,MT,1,,,20,558311.111,4404452.9,,
ROB938240,6,Juos,L,26,,6,,,,MT,3,,,20,558312.111,4404453.9,,
ROB938240,7,Pimo,D,35,3,5,,IPS,RWB,,,Both,Previous,100,558314.111,4404451.9,,
ROB938240,8,Juos,L,8,,2,,,,,0,,,10,558314.111,4404453.9,,
ROB938240,9,Cele,D,34,2,4,,,,,,,,100,558317.111,4404458.9,,
ROB938240,10,Cele,L,18,,2,,,,,,,,100,558319.111,4404458.9,,
ROB938240,11,Pimo,L,11,,2,0,,,,0,,,10,558320.111,4404461.9,,
ROB938240,12,Pimo,L,13,,3,0,,,,0,,,15,558322.111,4404463.9,,
ROB938240,13,Cele,D,25,2,3,,,,,,,,100,558321.111,4404463.9,,
ROB938240,14,Pimo,L,16,,3,0,,,,0,,,15,558320.111,4404464.9,,
ROB938240,15,Pimo,L,24,,5,0,,RWB,,0,Branches,Previous,10,558318.111,4404464.9,,
ROB938240,16,Pimo,L,9,,2,0,,,,0,,,15,558320.111,4404466.9,,
ROB938240,17,Cele,D,20,2,2,,,,,,,,100,558319.111,4404466.9,,
ROB938240,18,Pimo,L,35,,6,0,IPS,RWB,,0,Branches,Previous,10,558319.111,4404469.9,,Scar on bole
ROB938240,19,Pimo,L,31,,5,0,IPS,RWB,,0,Branches,Previous,25,558317.111,4404467.9,,
ROB938240,20,Pimo,L,23,,6,0,IPS,RWB,,0,Branches,Previous,20,558318.111,4404469.9,,Scar on bole
ROB938240,21,Juos,L,8,,2,,,,,0,,,15,558315.111,4404470.9,,
ROB938240,22,Pimo,L,11,,4,0,,RWB,,0,Branches,Previous,65,558315.111,4404469.9,,
ROB938240,23,Pimo,L,28,,6,0,,RWB,,0,Branches,Previous,25,558315.111,4404468.9,,
ROB938240,24,Pimo,L,20,,5,0,IPS,RWB,,0,Branches,Previous,15,558313.111,4404467.9,,
ROB938240,25,Juos,L,18,,3,,,,,0,,,10,558313.111,4404467.9,,
ROB938240,26,Pimo,L,24,,6,0,,RWB,,0,Branches,Previous,20,558313.111,4404467.9,,
ROB938240,27,Cele,D,16,2,2,,,,,,,,100,558313.111,4404467.9,,
ROB938240,28,Cele,D,26,2,2,,,,,,,,100,558313.111,4404470.9,,
