Plot,Number,Spp,LiveDead,Diam,DecayClass,HeightClass,Cones,MortalityCause1,MortalityCause2,MortalityCause3,DMR,BranchesBole,PreviousCurrent,PerDeadCrown,Easting,Northing,Cored,Misc
FC617360,9,Pimo,L,19,,4,1,,,,0,,,5,581959.058,4356783.13,,
FC617360,10,Juos,L,30,,3,,,,,0,,,15,581953.058,4356788.13,,
FC617360,11,Pimo,L,17,,5,0,,,,0,,,0,581953.058,4356784.13,,
FC617360,12,Juos,L,45,,5,,,,,0,,,10,581954.058,4356782.13,,
FC617360,13,Juos,L,7,,1,,,,,0,,,40,581952.058,4356779.13,,
FC617360,14,Juos,L,18,,3,,,,,0,,,20,581950.058,4356779.13,,
FC617360,15,Juos,L,43,,5,,,,,0,,,15,581941.058,4356786.13,,
FC617360,16,Pimo,L,16,,5,0,,,,0,,,5,581941.058,4356784.13,,
FC617360,17,Pimo,L,20,,5,1,IPS,RWB,,0,Branches,Previous,10,581942.058,4356778.13,,
FC617360,18,Juos,L,12,,3,,,,,0,,,15,581937.058,4356784.13,,
FC617360,19,Pimo,L,36,,6,0,IPS,RWB,,0,Branches,Previous,5,581939.058,4356782.13,,
FC617360,20,Pimo,L,34,,6,1,IPS,RWB,,0,Branches,Previous,10,581936.058,4356784.13,,
FC617360,21,Juos,L,13,,2,,,,,0,,,20,581939.058,4356778.13,,
FC617360,22,Pimo,L,11,,2,0,,,,0,,,0,581940.058,4356777.13,,
FC617360,23,Juos,L,32,,4,,,,,0,,,25,581942.058,4356778.13,,
FC617360,24,Juos,L,12,,1,,,,,0,,,5,581940.058,4356775.13,,
FC617360,25,Juos,L,21,,3,,,,,0,,,20,581941.058,4356773.13,,
FC617360,26,Pimo,L,34,,6,0,IPS,RWB,,0,Branches,Previous,5,581934.058,4356770.13,,
FC617360,27,Pimo,L,10,,3,0,,RWB,,0,Branches,Previous,85,581931.058,4356765.13,,
FC617360,28,Juos,L,11,,2,,,,,0,,,20,581936.058,4356764.13,,
FC617360,29,Pimo,L,24,,4,0,,RWB,,0,Branches,Previous,20,581940.058,4356764.13,,
FC617360,30,Juos,L,38,,5,,,,,0,,,40,581944.058,4356760.13,,
FC617360,31,Pimo,L,20,,5,1,IPS,RWB,,0,Branches,Previous,10,581946.058,4356762.13,,
FC617360,32,Juos,L,12,,2,,,,,0,,,10,581947.058,4356765.13,,
FC617360,33,Juos,L,7,,1,,,,,0,,,50,581948.058,4356767.13,,
FC617360,34,Pimo,L,13,,2,0,,,,0,,,10,581954.058,4356760.13,,
FC617360,35,Juos,L,10,,1,,,,,0,,,20,581954.058,4356762.13,,
FC617360,36,Juos,L,24,,3,,,,,0,,,20,581955.058,4356766.13,,
FC617360,37,Juos,L,11,,2,,,,,0,,,30,581951.058,4356773.13,,
FC617360,38,Pimo,L,21,,6,0,,RWB,,0,Branches,Previous,20,581953.058,4356772.13,,
FC617360,39,Juos,L,23,,3,,,,,0,,,70,581953.058,4356771.13,,
FC617360,40,Juos,L,13,,3,,,,,0,,,20,581953.058,4356769.13,,
FC617360,41,Juos,L,10,,1,,,,,0,,,30,581953.058,4356770.13,,
FC617360,42,Juos,L,16,,3,,,,,0,,,20,581958.058,4356774.13,,
FC617360,43,Juos,L,19,,4,,,,,0,,,30,581957.058,4356768.13,,
FC617360,44,Pimo,L,12,,3,0,,RWB,,0,Branches,Previous,10,581961.058,4356773.13,,
FC617360,45,Cele,L,6,,2,,,,,0,,,80,581962.058,4356774.13,,
FC617360,46,Juos,L,28,,4,,,,,0,,,40,581961.058,4356768.13,,
FC617360,47,Juos,L,17,,3,,,,,0,,,10,581964.058,4356771.13,,
FC617360,48,Juos,L,10,,2,,,,,0,,,20,581965.058,4356773.13,,
FC617360,49,Juos,L,32,,5,,,,,0,,,30,581952.058,4356768.13,,
FC617360,50,Juos,L,27,,3,,,,,0,,,15,581953.058,4356770.13,,
FC617360,51,Pimo,L,10,,2,0,,,,0,,,10,581953.058,4356769.13,,
FC617360,52,Pimo,L,26,,6,1,,,,0,,,10,581952.058,4356768.13,,
FC637,1,Juos,L,11,,3,,,,,0,,,70,581648.891,4356118.158,,
FC637,2,Cele,D,11,2,2,,,,,,,,100,581649.891,4356121.158,,Unk
FC637,3,Pimo,L,12,,3,0,,,,0,,,5,581649.891,4356123.158,,
FC637,4,Juos,L,28,,4,,,,,0,,,20,581649.891,4356125.158,,
FC637,5,Pimo,L,35,,5,0,,RWB,,0,Branches,Previous,20,581649.891,4356131.158,,
FC637,6,Pimo,L,15,,3,0,,RWB,,0,Branches,Previous,20,581652.891,4356130.158,,
FC637,7,Juos,L,18,,2,,,,,0,,,30,581652.891,4356129.158,,
FC637,8,Juos,L,18,,2,,,,,0,,,50,581651.891,4356129.158,,
FC637,9,Cele,L,13,,2,,,,,,,,70,581651.891,4356117.158,,
FC637,10,Pimo,L,14,,3,0,,RWB,,0,Branches,Previous,10,581658.891,4356121.158,,
FC637,11,Juos,L,28,,3,,,,,0,,,20,581658.891,4356121.158,,
FC637,12,Juos,D,22,3,1,,,,,,,,100,581658.891,4356122.158,,
FC637,13,Juos,L,15,,2,,,,,0,,,30,581658.891,4356120.158,,
FC637,14,Juos,L,18,,2,,,,,0,,,10,581660.891,4356121.158,,
FC637,15,Pimo,L,8,,2,0,,,,0,,,60,581661.891,4356121.158,,
FC637,16,Cele,D,8,2,1,,,,,,,,100,581661.891,4356124.158,,
FC637,17,Pimo,L,18,,4,1,,RWB,,0,Branches,Previous,10,581661.891,4356125.158,,
FC637,18,Juos,L,26,,4,,,,,0,,,50,581661.891,4356123.158,,
FC637,19,Pimo,D,6,1,2,0,,,,,,,100,581661.891,4356124.158,,
FC637,20,Pimo,D,6,1,3,0,,,,,,,100,581662.891,4356124.158,,
FC637,21,Juos,L,35,,4,,,,,0,,,50,581647.891,4356117.158,,
FC637,22,Juos,L,45,,4,,,,,0,,,50,581640.891,4356120.158,,
FC637,23,Pimo,L,26,,5,1,,,,0,,,20,581642.891,4356130.158,,
FC637,24,Cele,L,12,,2,,,,,,,,10,581632.891,4356119.158,,
FC637,25,Cele,L,15,,2,,,,,,,,60,581631.891,4356118.158,,
FC637,26,Cele,D,16,1,1,,,,,,,,100,581631.891,4356118.158,,
FC637,27,Juos,D,45,4,2,,,,,,,,100,581634.891,4356117.158,,
FC637,28,Cele,L,10,,1,,,,,,,,90,581633.891,4356119.158,,
FC637,29,Juos,L,34,,2,,,,,0,,,30,581635.891,4356120.158,,
FC637,30,Juos,L,41,,3,,,,,0,,,50,581646.891,4356120.158,,
FC637,31,Pimo,L,28,,6,1,,RWB,,0,Branches,Previous,10,581646.891,4356121.158,,
FC637,32,Pimo,L,16,,2,0,,,,0,,,10,581643.891,4356126.158,,
FC637,33,Cele,L,12,,1,,,,,,,,90,581643.891,4356127.158,,
FC637,34,Juos,L,40,,3,,,,,0,,,60,581643.891,4356130.158,,
FC637,35,Cele,D,13,1,2,,,,,,,,100,581642.891,4356131.158,,
FC637,36,Cele,D,13,1,2,,,,,,,,100,581641.891,4356130.158,,
FC637,37,Pimo,L,27,,6,1,,RWB,,0,Branches,Previous,5,581646.891,4356132.158,,Pitchy on bole
FC637,38,Pimo,L,15,,3,0,,,,0,,,30,581650.891,4356116.158,,
FC637,39,Cele,D,22,2,1,,,,,,,,100,581650.891,4356114.158,,
FC637,40,Cele,L,11,,1,,,,,,,,30,581653.891,4356114.158,,
FC637,41,Pimo,L,11,,2,0,,RWB,,0,Branches,Previous,90,581659.891,4356116.158,,
FC637,42,Pimo,D,22,2,3,,IPS,RWB,,,Branches,Previous,100,581663.891,4356114.158,,
FC637,43,Pimo,L,26,,4,0,IPS,RWB,,0,Branches,Previous,35,581661.891,4356113.158,,
FC637,44,Pimo,L,28,,5,1,,RWB,,0,Branches,Previous,40,581663.891,4356114.158,,
FC637,45,Pimo,L,16,,2,0,,RWB,,0,Branches,Previous,40,581664.891,4356114.158,,
FC637,46,Pimo,L,24,,3,0,,RWB,,0,Branches,Previous,45,581659.891,4356109.158,,
FC637,47,Juos,L,8,,2,,,,,0,,,35,581659.891,4356108.158,,
FC637,48,Cele,L,7,,2,,,,,,,,70,581657.891,4356108.158,,
FC637,49,Juos,L,16,,3,,,,,0,,,40,581656.891,4356107.158,,
FC637,50,Juos,L,32,,4,,,,,0,,,50,581656.891,4356106.158,,
FC637,51,Pimo,L,17,,4,0,IPS,RWB,,0,Branches,Previous,40,581655.891,4356107.158,,
FC637,52,Pimo,L,10,,2,0,,,,0,,,15,581652.891,4356105.158,,
FC637,53,Cele,L,20,,2,,,,,,,,40,581652.891,4356105.158,,
FC637,54,Pimo,L,50,,6,1,IPS,RWB,,0,Branches,Previous,20,581652.891,4356107.158,,
FC637,55,Pimo,L,22,,2,0,,RWB,,0,Branches,Previous,10,581648.891,4356110.158,,
FC637,56,Juos,L,75,,3,,,,,0,,,60,581643.891,4356101.158,,
FC637,57,Juos,L,70,,3,,,,,0,,,35,581638.891,4356104.158,,
FC637,58,Cele,L,11,,2,,,,,,,,90,581643.891,4356108.158,,
FC637,59,Cele,L,20,,2,,,,,,,,95,581641.891,4356110.158,,
FC637,60,Juos,L,55,,3,,,,,0,,,45,581641.891,4356108.158,,
FC637,61,Pimo,L,22,,5,1,,,,0,,,15,581638.891,4356112.158,,
FC637,62,Juos,L,30,,2,,,,,0,,,60,581635.891,4356116.158,,
FC637,63,Pimo,L,9,,1,0,,,,0,,,10,581630.891,4356116.158,,
FC659,1,Juos,L,15,,1,,,,,0,,,15,582109.02,4355533.507,,
FC659,2,Juos,L,18,,1,,,,,0,,,40,582110.02,4355532.507,,
FC659,3,Pimo,L,20,,2,0,,,,0,,,0,582110.02,4355537.507,,Pitchy Bole
FC659,4,Pimo,L,11,,2,0,,,,0,,,5,582111.02,4355536.507,,
FC659,5,Cele,L,6,,1,,,,,,,,20,582115.02,4355535.507,,
FC659,6,Cele,L,11,,1,,,,,,,,20,582115.02,4355536.507,,
FC659,7,Pimo,L,26,,3,1,IPS,RWB,,0,Branches,Previous,10,582109.02,4355542.507,,
FC659,8,Pimo,L,19,,2,0,,,,0,,,40,582109.02,4355545.507,,Cankers
FC659,9,Pimo,L,14,,2,0,,RWB,,0,Branches,Previous,15,582113.02,4355545.507,,
FC659,10,Cele,L,11,,1,,,,,,,,15,582112.02,4355544.507,,
FC659,11,Juos,L,28,,2,,,,,0,,,15,582114.02,4355532.507,,
FC659,12,Juos,L,18,,2,,,,,0,,,25,582115.02,4355532.507,,
FC659,13,Juos,L,16,,2,,,,,0,,,40,582116.02,4355532.507,,
FC659,14,Pimo,L,9,,2,0,,,,0,,,10,582116.02,4355532.507,,
FC659,15,Juos,L,13,,1,,,,,0,,,50,582119.02,4355531.507,,
FC659,16,Cele,L,6,,1,,,,,,,,45,582115.02,4355534.507,,
FC659,17,Pimo,L,20,,3,0,,,,0,,,5,582119.02,4355534.507,,
FC659,18,Pimo,L,13,,2,0,,,,0,,,55,582121.02,4355536.507,,"Cankers, Pitchy"
FC659,19,Cele,L,7,,1,,,,,,,,20,582124.02,4355532.507,,
FC659,20,Pimo,L,16,,3,0,,,,0,,,10,582108.02,4355532.507,,
FC659,21,Juos,L,14,,2,,,,,0,,,30,582107.02,4355532.507,,
FC659,22,Cele,L,8,,1,,,,,,,,5,582105.02,4355535.507,,
FC659,23,Juos,L,14,,1,,,,,0,,,40,582105.02,4355538.507,,
FC659,24,Juos,L,50,,4,,,,,0,,,30,582103.02,4355540.507,,Fire Scar
FC659,25,Cele,L,10,,1,,,,,,,,90,582107.02,4355541.507,,
FC659,26,Juos,L,28,,2,,,,,0,,,75,582106.02,4355542.507,,
FC659,27,Cele,L,13,,2,,,,,,,,60,582106.02,4355543.507,,
FC659,28,Pimo,L,30,,5,0,,RWB,,0,Branches,Previous,35,582102.02,4355542.507,,
FC659,29,Juos,L,30,,3,,,,,0,,,50,582101.02,4355540.507,,
FC659,30,Cele,L,13,,1,,,,,,,,30,582101.02,4355539.507,,
FC659,31,Pimo,L,18,,3,0,,,,0,,,10,582098.02,4355538.507,,Cankers
FC659,32,Cele,L,7,,1,,,,,,,,30,582098.02,4355538.507,,
FC659,33,Juos,L,32,,3,,,,,0,,,80,582093.02,4355535.507,,
FC659,34,Juos,L,30,,3,,,,,0,,,30,582092.02,4355531.507,,
FC659,35,Juos,L,15,,1,,,,,0,,,80,582091.02,4355531.507,,
FC659,36,Juos,L,38,,3,,,,,0,,,40,582100.02,4355531.507,,
FC659,37,Juos,L,24,,1,,,,,0,,,30,582100.02,4355532.507,,
FC659,38,Juos,L,16,,1,,,,,0,,,70,582095.02,4355534.507,,
FC659,39,Juos,L,18,,2,,,,,0,,,90,582096.02,4355535.507,,
FC659,40,Juos,D,14,2,1,,,,,,,,100,582098.02,4355533.507,,
FC659,41,Juos,L,68,,4,,,,,0,,,30,582100.02,4355536.507,,
FC659,42,Juos,L,10,,2,,,,,0,,,40,582102.02,4355532.507,,
FC659,43,Juos,L,25,,2,,,,,0,,,25,582103.02,4355531.507,,
FC659,44,Juos,L,16,,2,,,,,0,,,70,582104.02,4355533.507,,
FC659,45,Cele,L,13,,2,,,,,,,,80,582105.02,4355532.507,,
FC659,46,Juos,L,10,,1,,,,,0,,,15,582099.02,4355529.507,,
FC659,47,Juos,L,18,,3,,,,,0,,,10,582097.02,4355528.507,,
FC659,48,Pimo,L,21,,5,0,IPS,,,0,Branches,Previous,5,582096.02,4355529.507,,
FC659,49,Juos,L,16,,3,,,,,0,,,10,582096.02,4355529.507,,
FC659,50,Pimo,L,19,,4,0,,,,0,,,20,582100.02,4355523.507,,
FC659,51,Juos,L,28,,4,,,,,0,,,45,582100.02,4355523.507,,
FC659,52,Juos,L,14,,2,,,,,0,,,60,582093.02,4355524.507,,
FC659,53,Cele,L,6,,1,,,,,,,,0,582093.02,4355527.507,,
FC659,54,Cele,D,14,1,1,,,,,,,,100,582108.02,4355528.507,,
FC659,55,Pimo,L,6,,1,0,,,,0,,,5,582109.02,4355528.507,,
FC659,56,Juos,L,12,,2,,,,,0,,,30,582110.02,4355527.507,,
FC659,57,Juos,L,28,,2,,,,,0,,,30,582109.02,4355526.507,,
FC659,58,Juos,L,8,,1,,,,,0,,,25,582109.02,4355525.507,,
FC659,59,Pimo,L,15,,3,0,,,,0,,,10,582111.02,4355515.507,,
FC659,60,Juos,L,18,,2,,,,,0,,,20,582109.02,4355513.507,,
FC659,61,Juos,L,25,,3,,,,,0,,,15,582112.02,4355517.507,,Stem Cut
FC659,62,Juos,L,19,,3,,,,,0,,,25,582114.02,4355527.507,,
FC659,63,Pimo,L,11,,3,1,,,,0,,,10,582115.02,4355527.507,,
FC659,64,Cele,L,6,,2,,,,,,,,15,582115.02,4355525.507,,
FC659,65,Pimo,L,8,,3,1,,,,0,,,15,582117.02,4355524.507,,
FC659,66,Cele,L,7,,2,,,,,,,,55,582117.02,4355524.507,,
FC659,67,Juos,L,15,,3,,,,,0,,,20,582120.02,4355528.507,,Stem Cut
FC659,68,Juos,L,40,,3,,,,,0,,,10,582122.02,4355528.507,,
FC659,69,Juos,L,14,,1,,,,,0,,,25,582124.02,4355529.507,,
FC659,70,Pimo,L,19,,5,0,IPS,RWB,,0,Branches,Previous,25,582120.02,4355523.507,,
FC659,71,Pimo,L,15,,3,0,,RWB,,0,Branches,Previous,15,582120.02,4355524.507,,
FC659,72,Juos,L,28,,4,,,,,0,,,100,582121.02,4355522.507,,
FC659,73,Juos,L,10,,3,,,,,0,,,25,582119.02,4355521.507,,
FC659,74,Juos,D,19,3,4,,,,,,,,35,582118.02,4355523.507,,
FC659,75,Cele,L,7,,1,,,,,,,,5,582107.02,4355529.507,,
FC659,76,Pimo,L,11,,3,0,,RWB,,0,Branches,Previous,15,582102.02,4355526.507,,
FC659,77,Cele,L,11,,2,,,,,,,,25,582103.02,4355526.507,,
FC659,78,Juos,L,20,,4,,,,,0,,,35,582104.02,4355524.507,,
FC659,79,Pimo,L,25,,5,0,IPS,RWB,,0,Branches,Previous,5,582107.02,4355521.507,,
FC659,80,Pimo,L,21,,5,0,,RWB,,0,Branches,Previous,10,582107.02,4355516.507,,
FC659,81,Juos,L,18,,3,,,,,0,,,15,582104.02,4355517.507,,
FC659,82,Juos,L,14,,2,,,,,0,,,45,582104.02,4355518.507,,
FC659,83,Juos,L,18,,2,,,,,0,,,30,582101.02,4355519.507,,
FC659,84,Pimo,L,7,,1,0,,,,0,,,10,582103.02,4355519.507,,Scar at base
FC659,85,Juos,L,15,,2,,,,,0,,,15,582104.02,4355519.507,,
FC659,86,Cele,L,7,,2,,,,,,,,65,582103.02,4355521.507,,
FC659,87,Cele,L,6,,2,,,,,,,,40,582101.02,4355527.507,,
FC659,88,Juos,L,8,,1,,,,,0,,,75,582101.02,4355527.507,,
FC677,1,Pimo,L,36,,4,0,,,,0,,,5,575255.75,4355035.24,,
FC677,2,Juos,L,22,,3,,,,,0,,,10,575258.75,4355033.24,,
FC677,3,Pimo,L,15,,4,0,,,,0,,,5,575265.75,4355035.24,,Cankers on bole
FC677,4,Pimo,L,20,,5,0,IPS,,,0,Branches,Previous,10,575266.75,4355033.24,,
FC677,5,Juos,L,24,,3,,,,,0,,,20,575269.75,4355034.24,,
FC677,6,Juos,L,37,,4,,,,,0,,,10,575267.75,4355037.24,,
FC677,7,Pimo,L,28,,1,0,,,,0,,,0,575265.75,4355038.24,,
FC677,8,Juos,L,25,,1,,,,,0,,,20,575265.75,4355038.24,,
FC677,9,Pimo,L,15,,3,0,,,,0,,,5,575263.75,4355040.24,,
FC677,10,Juos,L,21,,2,,,,,0,,,10,575262.75,4355045.24,,
FC677,11,Juos,L,62,,2,,,,,0,,,45,575261.75,4355042.24,,
FC677,12,Pimo,L,7,,1,0,,,,0,,,35,575262.75,4355041.24,,
FC677,13,Pimo,L,35,,1,0,,,,0,,,0,575263.75,4355041.24,,
FC677,14,Juos,L,47,,3,,,,,0,,,20,575257.75,4355044.24,,
FC677,15,Pimo,L,17,,3,0,,,,0,,,10,575257.75,4355045.24,,
FC677,16,Pimo,L,14,,1,0,,,,0,,,5,575257.75,4355047.24,,
FC677,17,Pimo,L,12,,1,0,,,,0,,,0,575255.75,4355042.24,,
FC677,18,Pimo,L,18,,1,0,,,,0,,,0,575256.75,4355042.24,,
FC677,19,Pimo,L,22,,3,0,,,,0,,,0,575243.75,4355042.24,,
FC677,20,Juos,L,10,,1,,,,,0,,,5,575242.75,4355039.24,,
FC677,21,Juos,L,25,,5,,,,,0,,,5,575246.75,4355038.24,,
FC677,22,Pimo,L,48,,3,0,,,,0,,,0,575240.75,4355036.24,,
FC677,23,Juos,L,13,,2,,,,,0,,,5,575237.75,4355036.24,,
FC677,24,Juos,L,17,,1,,,,,0,,,5,575243.75,4355033.24,,
FC677,25,Pimo,L,36,,4,1,,,,0,,,0,575247.75,4355036.24,,
FC677,26,Pimo,L,21,,3,0,,,,0,,,0,575248.75,4355035.24,,
FC677,27,Pimo,L,22,,4,0,,,,0,,,10,575244.75,4355030.24,,
FC677,28,Pimo,L,10,,1,0,,,,0,,,15,575245.75,4355023.24,,
FC677,29,Pimo,L,21,,4,0,,,,0,,,15,575245.75,4355024.24,,
FC677,30,Pimo,L,26,,2,0,,,,0,,,0,575247.75,4355025.24,,
FC677,31,Pimo,L,15,,2,0,,,,0,,,5,575251.75,4355024.24,,
FC677,32,Pimo,L,23,,3,0,,,,0,,,0,575252.75,4355021.24,,
FC677,33,Juos,L,14,,1,,,,,0,,,30,575250.75,4355020.24,,
FC677,34,Pimo,L,34,,6,0,IPS,RWB,,0,Branches,Previous,15,575250.75,4355017.24,,
FC677,35,Juos,L,35,,5,,,,,0,,,10,575252.75,4355015.24,,Sapsucker holes
FC677,36,Pimo,L,25,,2,0,,,,0,,,10,575252.75,4355018.24,,
FC677,37,Pimo,L,48,,5,0,IPS,RWB,,0,Branches,Previous,40,575253.75,4355019.24,,
FC677,38,Juos,L,54,,3,,,,,0,,,60,575255.75,4355018.24,,
FC677,39,Juos,L,37,,3,,,,,0,,,25,575255.75,4355016.24,,
FC677,40,Juos,L,6,,1,,,,,0,,,40,575257.75,4355020.24,,
FC677,41,Juos,L,26,,3,,,,,0,,,25,575259.75,4355022.24,,
FC677,42,Juos,D,45,2,4,,,,,,,,100,575260.75,4355024.24,,
FC677,43,Juos,L,40,,2,,,,,0,,,10,575257.75,4355026.24,,
FC677,44,Pimo,L,15,,1,0,,,,0,,,0,575254.75,4355029.24,,
FC677,45,Juos,L,19,,3,,,,,0,,,15,575257.75,4355028.24,,
FC677,46,Juos,L,22,,3,,,,,0,,,15,575260.75,4355028.24,,
FC677,47,Pimo,L,26,,5,0,,RWB,,0,Branches,Previous,15,575261.75,4355032.24,,
FC677,48,Juos,L,28,,2,,,,,0,,,70,575262.75,4355032.24,,
FC677,49,Juos,L,22,,3,,,,,0,,,25,575266.75,4355025.24,,
FC677,50,Juos,D,37,3,5,,,,,,,,100,575268.75,4355030.24,,
FC718,1,Juos,L,25,,3,,,,,0,,,20,573698.884,4353361.784,,
FC718,2,Pimo,L,40,,6,0,,RWB,,0,Branches,Previous,0,573697.884,4353359.784,,
FC718,3,Juos,L,23,,3,,,,,0,,,10,573696.884,4353355.784,,
FC718,4,Juos,L,27,,3,,,,,0,,,40,573694.884,4353356.784,,
FC718,5,Juos,L,29,,1,,,,,0,,,65,573704.884,4353353.784,,
FC718,6,Juos,L,43,,2,,,,,0,,,25,573703.884,4353353.784,,
FC718,7,Juos,L,29,,3,,,,,0,,,30,573702.884,4353359.784,,
FC718,8,Juos,D,29,4,1,,,,,,,,100,573709.884,4353358.784,,
FC718,9,Pimo,L,32,,4,0,,RWB,,0,Branches,Previous,15,573709.884,4353360.784,,
FC718,10,Juos,L,21,,2,,,,,0,,,15,573705.884,4353362.784,,
FC718,11,Cele,L,15,,1,,,,,,,,5,573707.884,4353369.784,,
FC718,12,Cele,L,9,,2,,,,,,,,0,573706.884,4353373.784,,
FC718,13,Cele,L,21,,1,,,,,,,,45,573705.884,4353369.784,,
FC718,14,Juos,L,95,,4,,,,,0,,,40,573702.884,4353367.784,,
FC718,15,Pimo,L,16,,3,0,,,,0,,,0,573698.884,4353374.784,,
FC718,16,Juos,L,28,,2,,,,,0,,,25,573702.884,4353378.784,,
FC718,17,Juos,L,33,,4,,,,,0,,,40,573701.884,4353382.784,,
FC718,18,Pimo,L,27,,4,1,,RWB,,0,Branches,Previous,5,573692.884,4353374.784,,
FC718,19,Pimo,L,35,,5,1,,RWB,,0,Branches,Previous,5,573693.884,4353370.784,,
FC718,20,Juos,L,38,,3,,,,,0,,,55,573686.884,4353379.784,,
FC718,21,Juos,L,35,,3,,,,,0,,,10,573685.884,4353379.784,,
FC718,22,Juos,L,29,,3,,,,,0,,,25,573682.884,4353376.784,,
FC718,23,Juos,L,33,,3,,,,,0,,,60,573689.884,4353368.784,,
FC718,24,Juos,L,45,,5,,,,,0,,,25,573681.884,4353379.784,,
FC718,25,Pimo,L,28,,5,0,,,,0,,,0,573685.884,4353370.784,,
FC718,26,Juos,D,65,4,3,,,,,,,,100,573681.884,4353372.784,,
FC718,27,Juos,L,42,,4,,,,,0,,,40,573684.884,4353369.784,,
FC718,28,Juos,L,28,,4,,,,,0,,,25,573679.884,4353371.784,,
FC718,29,Juos,L,40,,5,,,,,0,,,15,573681.884,4353368.784,,
FC718,30,Pimo,L,24,,1,0,,,,0,,,0,573691.884,4353361.784,,
FC718,31,Juos,L,80,,4,,,,,0,,,30,573684.884,4353363.784,,
FC718,32,Juos,L,55,,3,,,,,0,,,50,573694.884,4353356.784,,
FC718,33,Juos,L,61,,3,,,,,0,,,40,573693.884,4353356.784,,
FC718,34,Pimo,L,39,,6,1,,RWB,,0,Branches,Previous,5,573690.884,4353350.784,,
FC718,35,Juos,L,35,,3,,,,,0,,,15,573684.884,4353353.784,,
FC791,1,Pimo,L,17,,4,0,,RWB,,0,Branches,Previous,5,578485.258,4348183.55,,
FC791,2,Pimo,L,23,,4,1,,RWB,,0,Branches,Previous,5,578489.258,4348183.55,,
FC791,3,Juos,L,22,,2,,,,,0,,,10,578490.258,4348185.55,,
FC791,4,Pimo,L,23,,3,0,,,,0,,,0,578486.258,4348188.55,,
FC791,5,Pimo,L,19,,2,0,,,,0,,,0,578488.258,4348187.55,,
FC791,6,Juos,L,25,,3,,,,,0,,,20,578489.258,4348193.55,,
FC791,7,Pimo,L,15,,1,0,,,,0,,,0,578482.258,4348196.55,,Cankers
FC791,8,Pimo,L,25,,4,0,,RWB,,0,Branches,Previous,20,578481.258,4348196.55,,
FC791,9,Pimo,L,13,,1,0,,,,0,,,0,578480.258,4348192.55,,
FC791,10,Pimo,L,24,,2,0,,,,0,,,0,578478.258,4348190.55,,
FC791,11,Pimo,L,14,,2,0,,,,0,,,0,578478.258,4348188.55,,
FC791,12,Juos,L,22,,2,,,,,0,,,5,578475.258,4348187.55,,
FC791,13,Pimo,L,38,,5,3,IPS,RWB,,0,Branches,Previous,10,578474.258,4348190.55,1,
FC791,14,Pimo,L,52,,5,3,IPS,RWB,,0,Branches,Previous,15,578472.258,4348193.55,,
FC791,15,Pimo,L,27,,6,0,IPS,RWB,,0,Branches,Previous,10,578468.258,4348194.55,,
FC791,16,Pimo,L,15,,3,0,,RWB,,0,Branches,Previous,5,578466.258,4348195.55,,
FC791,17,Pimo,L,20,,5,1,,RWB,,0,Branches,Previous,15,578467.258,4348195.55,,
FC791,18,Pimo,L,11,,2,0,,,,0,,,5,578471.258,4348191.55,,
FC791,19,Pimo,L,22,,3,0,,,,0,,,15,578470.258,4348193.55,,
FC791,20,Pimo,L,15,,2,0,,RWB,,0,Branches,Previous,10,578471.258,4348194.55,,Pitchy
FC791,21,Pimo,L,31,,4,3,,RWB,,0,Branches,Previous,5,578469.258,4348188.55,,
FC791,22,Pimo,L,12,,2,0,,,,0,,,5,578466.258,4348191.55,,
FC791,23,Pimo,L,12,,1,1,,,,0,,,0,578463.258,4348187.55,,
FC791,24,Juos,L,42,,2,,,,,0,,,15,578461.258,4348184.55,,
FC791,25,Pimo,L,27,,4,0,,RWB,,0,Branches,Previous,0,578461.258,4348180.55,,
FC791,26,Juos,L,48,,2,,,,,0,,,10,578461.258,4348176.55,,
FC791,27,Juos,L,58,,2,,,,,0,,,50,578466.258,4348174.55,,
FC791,28,Juos,L,9,,1,,,,,0,,,0,578464.258,4348175.55,,
FC791,29,Juos,L,68,,3,,,,,0,,,25,578470.258,4348181.55,,
FC791,30,Juos,L,29,,2,,,,,0,,,10,578474.258,4348179.55,,
FC791,31,Pimo,L,27,,6,1,IPS,RWB,,0,Branches,Previous,5,578475.258,4348173.55,,
FC791,32,Juos,L,22,,3,,,,,0,,,15,578475.258,4348170.55,,
FC791,33,Pimo,L,25,,3,1,,RWB,,0,Branches,Previous,10,578475.258,4348170.55,,
FC791,34,Pimo,L,13,,2,0,,,,0,,,0,578474.258,4348169.55,,
FC791,35,Juos,D,18,4,1,,,,,,,,100,578475.258,4348169.55,,
FC791,36,Juos,L,36,,3,,,,,0,,,15,578478.258,4348170.55,,
FC791,37,Pimo,L,30,,5,0,,,,0,,,10,578483.258,4348173.55,2,
FC791,38,Pimo,L,25,,5,0,,RWB,,0,Branches,Previous,10,578485.258,4348169.55,,
FC791,39,Juos,L,24,,3,,,,,0,,,20,578481.258,4348175.55,,
FC791,40,Pimo,L,26,,3,1,,,,0,,,35,578480.258,4348176.55,,
FC791,41,Pimo,L,27,,5,0,IPS,,,0,Branches,Previous,10,578479.258,4348175.55,3,
FC791,42,Pimo,L,34,,5,3,,RWB,,0,Branches,Previous,5,578478.258,4348177.55,,
FC791,43,Juos,L,20,,3,,,,,0,,,10,578478.258,4348179.55,,
