Number,Plot,Unique_tree,Date,Observers,Spp,Live,Code,X.Stems,Diameters,DecayClass,Height,Cones.Brown,Cones.Green,MortalityCause1,MortalityCause2,MortalityCause3,MortalityCause4,MortalityCause5,DMR,PerDeadCrown,Easting,Northing,Age,Cored,Comments,Diameters2,Diameters3,Diameters4,Diameters5,Diameters6,Diameters7,Diameters8,Diameters9,Diameters10,Diameters102,BA_cm,BA_m2_per_ha
25,FC791120,FC79112025,6/4/2015,"SF, JV ",PIMO,Y,,NA,9.5,NA,1.98,,,PNS,PSF,PTB,NA,NA,0,10,NA,NA,1,,,9.5,,NA,NA,NA,NA,NA,NA,NA,NA,70.84625,0.07084625
82,ROB938,ROB93882,6/29/2015,"SF, EK, JV ",PIMO,Y,,NA,10.1,NA,5.05,0,0,RTB,NA,NA,NA,NA,0,10,NA,NA,1,,,10.1,,NA,NA,NA,NA,NA,NA,NA,NA,80.07785,0.08007785
22,SHO424240,SHO42424022,6/18/2015,SF,JUOS,N,B,NA,NA,3,2.05,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963.4375,0.19634375
23,DIA333240,DIA33324023,6/28/2015,"JV, EK",PIMO,Y,,NA,10.7,NA,4.51,,,PSF,NA,NA,NA,NA,0,10,NA,NA,1,,,10.7,,NA,NA,NA,NA,NA,NA,NA,NA,89.87465,0.08987465
35,SPR1575,SPR157535,8/11/2015,"JV, EK, SF",PIMO,Y,,1,11,NA,3.72,0,0,PTB,PSF,NA,NA,NA,0,10,NA,NA,1,,,11,,NA,NA,NA,NA,NA,NA,NA,NA,94.985,0.094985
23,DES998,DES99823,5/28/2015,"SF, PJW ",PIMO,Y,,NA,11.2,NA,3.27,,,PNS,NA,NA,NA,NA,0,10,NA,NA,1,,,11.2,,NA,NA,NA,NA,NA,NA,NA,NA,98.4704,0.0984704
28,FC795240,FC79524028,6/7/2015,"SF, JV ",PIMO,Y,,NA,11.5,NA,2.62,,,PBR,NA,NA,NA,NA,0,10,NA,NA,1,,,11.5,,NA,NA,NA,NA,NA,NA,NA,NA,103.81625,0.10381625
19,DIA333120,DIA33312019,6/28/2015,"SF, JV",PIMO,Y,,NA,11.9,NA,2.46,0,0,PBR,PNS,NA,NA,NA,0,10,NA,NA,1,,,11.9,,NA,NA,NA,NA,NA,NA,NA,NA,111.16385,0.11116385
5,DIA333360,DIA3333605,6/27/2015,"EK, SF ",PIMO,Y,,NA,12,NA,2.78,0,0,PTB,NA,NA,NA,NA,0,10,NA,NA,1,,,12,,NA,NA,NA,NA,NA,NA,NA,NA,113.04,0.11304
133,ROB938,ROB938133,6/29/2015,"SF, EK, JV ",PIMO,Y,,NA,12,NA,4.38,0,0,PSF,RTB,NA,NA,NA,0,10,NA,NA,1,,,12,,NA,NA,NA,NA,NA,NA,NA,NA,113.04,0.11304
50,DIA333240,DIA33324050,6/28/2015,"JV, EK",PIMO,Y,,NA,12.5,NA,2.62,,,PNS,NA,NA,NA,NA,0,10,NA,NA,1,,,12.5,,NA,NA,NA,NA,NA,NA,NA,NA,122.65625,0.12265625
54,FC791,FC79154,6/3/2015,"JV, EK ",PIMO,Y,,NA,12.5,NA,3.78,,,PNS,NA,NA,NA,NA,0,10,NA,NA,1,,,12.5,,NA,NA,NA,NA,NA,NA,NA,NA,122.65625,0.12265625
134,ROB938,ROB938134,6/29/2015,"SF, EK, JV ",PIMO,Y,,NA,13.2,NA,4.26,0,0,PNS,RTB,NA,NA,NA,0,10,NA,NA,1,,,13.2,,NA,NA,NA,NA,NA,NA,NA,NA,136.7784,0.1367784
6,SPR1575,SPR15756,8/11/2015,"JV, EK, SF",PIMO,Y,,1,13.6,NA,4.79,0,0,PTB,NA,NA,NA,NA,0,10,NA,NA,1,,,13.6,,NA,NA,NA,NA,NA,NA,NA,NA,145.1936,0.1451936
46,DIA333240,DIA33324046,6/28/2015,"JV, EK",PIMO,Y,,NA,13.8,NA,3.55,,,PSF,NA,NA,NA,NA,0,10,NA,NA,1,,,13.8,,NA,NA,NA,NA,NA,NA,NA,NA,149.4954,0.1494954
13,DIA333360,DIA33336013,6/27/2015,"EK, SF ",PIMO,Y,,NA,13.9,NA,3.53,0,,PTB,NA,NA,NA,NA,0,10,NA,NA,1,,,13.9,,NA,NA,NA,NA,NA,NA,NA,NA,151.66985,0.15166985
29,SPR1575,SPR157529,8/11/2015,"JV, EK, SF",PIMO,Y,,1,14.2,NA,4.74,0,0,PTB,IPS,NA,NA,NA,0,10,NA,NA,1,,,14.2,,NA,NA,NA,NA,NA,NA,NA,NA,158.2874,0.1582874
45,SPR1575240,SPR157524045,8/12/2015,"JV, EK, SF",PIMO,Y,,1,15.7,NA,5.6,0,0,PSF,PTB,NA,NA,NA,0,10,NA,NA,1,,,15.7,,NA,NA,NA,NA,NA,NA,NA,NA,193.49465,0.19349465
15,DIA333240,DIA33324015,6/28/2015,"JV, EK",PIMO,Y,,NA,16.7,NA,4.42,,,PSF,NA,NA,NA,NA,0,10,NA,NA,1,,,16.7,,NA,NA,NA,NA,NA,NA,NA,NA,218.92865,0.21892865
47,FC791,FC79147,6/3/2015,"JV, EK ",PIMO,Y,,NA,17.6,NA,3.83,,,PNS,NA,NA,NA,NA,0,10,NA,NA,1,,,17.6,,NA,NA,NA,NA,NA,NA,NA,NA,243.1616,0.2431616
39,FC791120,FC79112039,6/4/2015,"SF, JV ",PIMO,Y,,NA,18.2,NA,3.97,1,,RTB,PNS,NA,NA,NA,0,10,NA,NA,1,,,18.2,,NA,NA,NA,NA,NA,NA,NA,NA,260.0234,0.2600234
3,DIA248120,DIA2481203,6/25/2015,SF,PIMO,Y,,NA,18.3,NA,4.13,0,0,PTB,NA,NA,NA,NA,0,10,NA,NA,1,,,18.3,,NA,NA,NA,NA,NA,NA,NA,NA,262.88865,0.26288865
43,SPR1575,SPR157543,8/11/2015,"JV, EK, SF",PIMO,Y,,1,19.1,NA,6.42,4,0,PTB,RTB,NA,NA,NA,0,10,NA,NA,1,,,19.1,,NA,NA,NA,NA,NA,NA,NA,NA,286.37585,0.28637585
21,DIA333120,DIA33312021,6/28/2015,"SF, JV",PIMO,Y,,NA,19.8,NA,4.66,2,8,PNS,PTB,NA,NA,NA,0,10,NA,NA,1,,,19.8,,NA,NA,NA,NA,NA,NA,NA,NA,307.7514,0.3077514
8,DES998360,DES9983608,6/9/2015,"JV, EK ",PIMO,Y,,NA,20.1,NA,6.15,3,,RTB,NA,NA,NA,NA,0,10,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
58,SPR1575,SPR157558,8/11/2015,"JV, EK, SF",PIMO,Y,P,1,20.1,NA,4.49,2,0,PTB,RTB,NA,NA,NA,0,10,NA,NA,1,,,20.1,,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785
2,DIA248120,DIA2481202,6/25/2015,SF,PIMO,Y,,NA,21.7,NA,4.48,20,10,NA,NA,NA,NA,NA,0,10,NA,NA,1,,,21.7,,NA,NA,NA,NA,NA,NA,NA,NA,369.64865,0.36964865
24,FC795,FC79524,6/4/2015,"SF, JV ",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,FC795360,FC79536021,6/6/2015,"EK, JV ",NA,NA,O,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,RAV339120,RAV33912079,6/23/2015,"EK, JV ",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,SPR1575,SPR157553,8/11/2015,"JV, EK, SF",PIMO,Y,,1,21.9,NA,6.4,2,0,RTB,PTB,NA,NA,NA,0,10,NA,NA,1,,,21.9,,NA,NA,NA,NA,NA,NA,NA,NA,376.49385,0.37649385
136,ROB938120,ROB938120136,6/30/2015,"SF, EK, JV ",NA,NA,X,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,,could not locate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,SHO424,SHO42415,6/17/2015,"SF, JV ",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,SPR1575,SPR157527,8/11/2015,"JV, EK, SF",PIMO,Y,,1,7.6,NA,1.95,0,0,PTB,IPS,PSF,PBR,,1,5,NA,NA,1,,,7.6,,NA,NA,NA,NA,NA,NA,NA,NA,45.3416,0.0453416
53,SHO424120,SHO42412053,8/3/2015,"EK,JV,SF",PIMO,Y,,1,7.9,NA,2.2,0,0,PTB,PNS,RTB,PBR,,0,30,NA,NA,1,,,7.9,,NA,NA,NA,NA,NA,NA,NA,NA,48.99185,0.04899185
8,ROB926,ROB9268,8/1/2015,"EK,JV,SF",PIMO,Y,,1,11.4,NA,2.76,0,0,PTB,PSF,PNS,PBR,,0,55,NA,NA,1,,,11.4,,NA,NA,NA,NA,NA,NA,NA,NA,102.0186,0.1020186
31,NPELECTRICEEL360,NPELECTRICEEL36031,8/5/2015,"JV,EK,SF",PIMO,Y,,1,14.3,NA,3.74,0,0,PTB,PNS,PSF,PBR,,0,5,NA,NA,1,,,14.3,,NA,NA,NA,NA,NA,NA,NA,NA,160.52465,0.16052465
4,WHIS25240,WHIS252404,7/19/2015,"SF, EK",PIMO,Y,,1,18.5,NA,2.92,5,0,PMB,PTB,PSF,PBR,,0,50,NA,NA,1,,,18.5,,NA,NA,NA,NA,NA,NA,NA,NA,268.66625,0.26866625
42,SHO424120,SHO42412042,8/3/2015,"EK,JV,SF",PIMO,Y,,1,18,NA,5.97,0,0,PTB,PSF,RTB,PMB,,0,25,NA,NA,1,,,18,,NA,NA,NA,NA,NA,NA,NA,NA,254.34,0.25434
42,WHIS25,WHIS2542,7/19/2015,"JV, EK",PIMO,Y,,1,21,NA,4.59,0,0,PNS,PSF,RTB,PMB,,0,35,NA,NA,1,,,21,,NA,NA,NA,NA,NA,NA,NA,NA,346.185,0.346185
77,NPELECTRICEEL,NPELECTRICEEL77,8/5/2015,"SF,EK",PIMO,Y,,1,37,NA,6.42,1,1,PTB,PNS,RTB,PMB,,0,25,NA,NA,2,,,37,,NA,NA,NA,NA,NA,NA,NA,NA,1074.665,1.074665
9,DES998120,DES9981209,6/10/2015,"SF, JV ",PIMO,Y,,NA,14.7,NA,2.32,0,0,PBR,PTB,PSF,PNS,,0,5,NA,NA,1,,,14.7,,NA,NA,NA,NA,NA,NA,NA,NA,169.63065,0.16963065
23,SPR1575,SPR157523,8/11/2015,"JV, EK, SF",PIMO,Y,,1,15.7,NA,3.75,0,0,IPS,PTB,PSF,PNS,,4,20,NA,NA,1,,,15.7,,NA,NA,NA,NA,NA,NA,NA,NA,193.49465,0.19349465
48,SPR1575,SPR157548,8/11/2015,"JV, EK, SF",PIMO,Y,,1,17,NA,3.85,0,0,RTB,PSF,PTB,PNS,,0,20,NA,NA,1,,,17,,NA,NA,NA,NA,NA,NA,NA,NA,226.865,0.226865
79,WHIS25360,WHIS2536079,7/20/2015,"SF,JV,EK",PIMO,Y,M,1,23.3,NA,5.34,4,0,RTB,PMB,PTB,PNS,,0,15,NA,NA,1,,,23.3,,NA,NA,NA,NA,NA,NA,NA,NA,426.16865,0.42616865
55,SPR1575,SPR157555,8/11/2015,"JV, EK, SF",PIMO,Y,,1,26.8,NA,5.6,2,0,RTB,PTB,PSF,PNS,,0,15,NA,NA,1,,,26.8,,NA,NA,NA,NA,NA,NA,NA,NA,563.8184,0.5638184
58,TOI1577360,TOI157736058,10/3/2015,"PW,SF",PIMO,Y,,1,28.7,NA,7.41,0,5,IPS,RTB,PTB,PNS,PSF,4,40,NA,NA,1,,,28.7,,NA,NA,NA,NA,NA,NA,NA,NA,646.59665,0.64659665
5,DES105,DES1055,8/13/2015,"JV,SF,EK",PIMO,Y,,1,37.3,NA,5.3,0,0,IPS,PTB,RTB,PNS,,2,25,NA,NA,1,,,37.3,,NA,NA,NA,NA,NA,NA,NA,NA,1092.16265,1.09216265
46,TOI533120,TOI53312046,7/11/2015,"JV, EK",PIMO,Y,,1,44.5,NA,6.47,15,100,RTB,PTB,PSF,PNS,,0,60,NA,NA,2,,,44.5,,NA,NA,NA,NA,NA,NA,NA,NA,1554.49625,1.55449625
10,ROB926120,ROB92612010,8/1/2015,"SF,EK,JV",PIMO,Y,,1,51.1,NA,8.63,150,50,RTB,IPS,PTB,PNS,,0,20,NA,NA,2,,,51.1,,NA,NA,NA,NA,NA,NA,NA,NA,2049.79985,2.04979985
58,NPELECTRICEEL360,NPELECTRICEEL36058,8/5/2015,"JV,EK,SF",PIMO,Y,,1,10,NA,3.14,0,0,PBR,PTB,PNS,PSF,,0,15,NA,NA,1,,,10,,NA,NA,NA,NA,NA,NA,NA,NA,78.5,0.0785
6,SPR1575240,SPR15752406,8/12/2015,"JV, EK, SF",PIMO,Y,,1,11.1,NA,2.57,0,0,PNS,RTB,PNS,psf,,0,5,NA,NA,1,,,11.1,,NA,NA,NA,NA,NA,NA,NA,NA,96.71985,0.09671985
24,SHO424120,SHO42412024,8/3/2015,"EK,JV,SF",PIMO,Y,,1,13.1,NA,4.24,0,0,PTB,RTB,PNS,psf,,0,40,NA,NA,1,,,13.1,,NA,NA,NA,NA,NA,NA,NA,NA,134.71385,0.13471385
27,NPELECTRICEEL120,NPELECTRICEEL12027,8/9/2015,"SF, JV",PIMO,Y,,1,13.4,NA,3.61,0,0,IPS,PTB,PNS,psf,,0,30,NA,NA,1,,,13.4,,NA,NA,NA,NA,NA,NA,NA,NA,140.9546,0.1409546
64,TOI1577360,TOI157736064,10/3/2015,"PW,SF",PIMO,Y,,1,13.7,NA,4.51,0,0,PMB,PTB,RTB,psf,,6,80,NA,NA,1,,,13.7,,NA,NA,NA,NA,NA,NA,NA,NA,147.33665,0.14733665
75,NPELECTRICEEL,NPELECTRICEEL75,8/5/2015,"SF,EK",PIMO,Y,,1,17.2,NA,4.17,2,0,PTB,PNS,PBR,psf,,0,5,NA,NA,1,,,17.2,,NA,NA,NA,NA,NA,NA,NA,NA,232.2344,0.2322344
8,WHIS25240,WHIS252408,7/19/2015,"SF, EK",PIMO,Y,,1,19.6,NA,3.8,5,0,PTB,IPS,PNS,psf,,0,40,NA,NA,1,,,19.6,,NA,NA,NA,NA,NA,NA,NA,NA,301.5656,0.3015656
24,NPELECTRICEEL120,NPELECTRICEEL12024,8/9/2015,"SF, JV",PIMO,Y,,1,20.2,NA,5.34,2,0,PTB,PNS,PBR,psf,,0,20,NA,NA,1,,,20.2,,NA,NA,NA,NA,NA,NA,NA,NA,320.3114,0.3203114
34,NPELECTRICEEL360,NPELECTRICEEL36034,8/5/2015,"JV,EK,SF",PIMO,Y,,1,22.5,NA,4.78,2,2,IPS,RTB,PNS,psf,,0,35,NA,NA,1,,,22.5,,NA,NA,NA,NA,NA,NA,NA,NA,397.40625,0.39740625
40,SPR1575,SPR157540,8/11/2015,"JV, EK, SF",PIMO,Y,,1,26,NA,9.42,0,0,RTB,PTB,PNS,psf,,0,15,NA,NA,1,,,26,,NA,NA,NA,NA,NA,NA,NA,NA,530.66,0.53066
35,NP342120,NP34212035,7/21/2015,"JV,SF,EK",PIMO,Y,,1,26.1,NA,4.67,5,1,PSF,PTB,IPS,psf,,0,30,NA,NA,1,,,26.1,,NA,NA,NA,NA,NA,NA,NA,NA,534.74985,0.53474985
84,NPELECTRICEEL120,NPELECTRICEEL12084,8/9/2015,"SF, JV",PIMO,Y,,1,28.1,NA,6.68,0,0,RTB,PNS,PTB,psf,,0,20,NA,NA,1,,,28.1,,NA,NA,NA,NA,NA,NA,NA,NA,619.84385,0.61984385
18,NPELECTRICEEL360,NPELECTRICEEL36018,8/5/2015,"JV,EK,SF",PIMO,Y,,1,28.8,NA,7.19,12,0,RTB,PTB,PNS,psf,,0,10,NA,NA,1,,,28.8,,NA,NA,NA,NA,NA,NA,NA,NA,651.1104,0.6511104
36,WHIS25360,WHIS2536036,7/20/2015,"SF,JV,EK",PIMO,Y,,1,29.3,NA,6.84,11,0,IPS,RTB,PTB,psf,,0,30,NA,NA,1,,,29.3,,NA,NA,NA,NA,NA,NA,NA,NA,673.91465,0.67391465
54,WHIS25120,WHIS2512054,7/20/2015,"EK,JV,SF",PIMO,Y,,1,29.9,NA,5.33,7,0,IPS,PTB,RTB,psf,,0,20,NA,NA,1,,,29.9,,NA,NA,NA,NA,NA,NA,NA,NA,701.79785,0.70179785
52,ROB938240,ROB93824052,7/15/2015,"SF, JV, EK",PIMO,Y,,1,31.4,NA,4.96,0,0,RTB,IPS,PTB,psf,,0,40,NA,NA,1,,,31.4,,NA,NA,NA,NA,NA,NA,NA,NA,773.9786,0.7739786
44,NPELECTRICEEL360,NPELECTRICEEL36044,8/5/2015,"JV,EK,SF",PIMO,Y,,1,32.3,NA,6.39,3,0,RTB,PTB,RTB,psf,,0,40,NA,NA,1,,,32.3,,NA,NA,NA,NA,NA,NA,NA,NA,818.98265,0.81898265
8,ROB926360,ROB9263608,7/31/2015,"SF, EK",PIMO,Y,,1,34,NA,6.17,9,13,IPS,PTB,PNS,psf,,0,30,NA,NA,1,,,34,,NA,NA,NA,NA,NA,NA,NA,NA,907.46,0.90746
4,TOI1596,TOI15964,7/29/2015,"SF,JV",PIMO,Y,,1,36.1,NA,5.68,5,10,IPS,PNS,PTB,psf,,0,30,NA,NA,1,,,36.1,,NA,NA,NA,NA,NA,NA,NA,NA,1023.01985,1.02301985
98,TOI1596120,TOI159612098,7/30/2015,"SF,JV",PIMO,Y,P,1,39,NA,6.37,0,0,PTB,IPS,RTB,PSF,PBR,3,15,NA,NA,2,,,39,,NA,NA,NA,NA,NA,NA,NA,NA,1193.985,1.193985
95,TOI1577360,TOI157736095,10/3/2015,"PW,SF",PIMO,Y,,1,40.8,NA,9.53,0,0,IPS,PMB,RTB,psf,,3,40,NA,NA,1,,,40.8,,NA,NA,NA,NA,NA,NA,NA,NA,1306.7424,1.3067424
44,TOI533120,TOI53312044,7/11/2015,"JV, EK",PIMO,Y,,1,47.9,NA,5.56,0,20,RTB,IPS,PTB,psf,,0,30,NA,NA,2,,,47.9,,NA,NA,NA,NA,NA,NA,NA,NA,1801.11185,1.80111185
18,TOI1596360,TOI159636018,7/29/2015,"SF,EK",PIMO,Y,,1,51.4,NA,5.2,10,20,PTB,PMB,IPS,psf,,0,30,NA,NA,1,,,51.4,,NA,NA,NA,NA,NA,NA,NA,NA,2073.9386,2.0739386
71,SHO424120,SHO42412071,8/3/2015,"EK,JV,SF",PIMO,Y,M,1,6.1,NA,1.57,0,0,IPS,RTB,PNS,PTB,,0,35,NA,NA,1,,,6.1,,NA,NA,NA,NA,NA,NA,NA,NA,29.20985,0.02920985
16,NPELECTRICEEL,NPELECTRICEEL16,8/5/2015,"SF,EK",PIMO,Y,,1,10.4,NA,2.88,0,0,PBR,IPS,PSF,PTB,,0,5,NA,NA,1,,,10.4,,NA,NA,NA,NA,NA,NA,NA,NA,84.9056,0.0849056
99,ROB938120,ROB93812099,6/30/2015,"SF, EK, JV ",PIMO,Y,,1,13.6,NA,3.24,3,5,PSF,PNS,PMB,PTB,,0,30,NA,NA,1,,,13.6,,NA,NA,NA,NA,NA,NA,NA,NA,145.1936,0.1451936
110,TOI1577360,TOI1577360110,10/3/2015,"PW,SF",PIMO,Y,M,1,15.2,NA,4.88,0,0,IPS,PNS,PSF,PTB,,3,40,NA,NA,1,,,15.2,,NA,NA,NA,NA,NA,NA,NA,NA,181.3664,0.1813664
84,WHIS25360,WHIS2536084,7/20/2015,"SF,JV,EK",PIMO,Y,M,1,19.7,NA,5.36,3,0,PMB,RTB,PSF,PTB,,0,15,NA,NA,1,,,19.7,,NA,NA,NA,NA,NA,NA,NA,NA,304.65065,0.30465065
49,TOI1577360,TOI157736049,10/3/2015,"PW,SF",PIMO,Y,,1,23.5,NA,5.8,0,3,IPS,PNS,PSF,PTB,,6,60,NA,NA,1,,,23.5,,NA,NA,NA,NA,NA,NA,NA,NA,433.51625,0.43351625
50,FC791120,FC79112050,6/4/2015,"SF, JV ",PIMO,Y,P,NA,26.8,NA,5.1,5,,PNS,RTB,PSF,PTB,,0,35,NA,NA,1,,,26.8,,NA,NA,NA,NA,NA,NA,NA,NA,563.8184,0.5638184
36,TOI1577,TOI157736,10/2/2015,"PW,SF",PIMO,Y,,1,32.3,NA,7.33,0,2,PMB,IPS,PNS,PTB,,0,25,NA,NA,1,,,32.3,,NA,NA,NA,NA,NA,NA,NA,NA,818.98265,0.81898265
6,WHIS64,WHIS646,7/17/2015,"EK, JV",PIMO,Y,,1,33.7,NA,6.93,16,0,PNS,PSF,RTB,PTB,,0,5,NA,NA,1,,,33.7,,NA,NA,NA,NA,NA,NA,NA,NA,891.51665,0.89151665
14,ROB926,ROB92614,8/1/2015,"EK,JV,SF",PIMO,Y,,1,13.6,NA,3.43,0,0,PTB,PSF,PNS,RTB,IPS,0,65,NA,NA,1,,,13.6,,NA,NA,NA,NA,NA,NA,NA,NA,145.1936,0.1451936
4,ROB938360,ROB9383604,7/16/2015,"SF,EK",PIMO,Y,,1,19.5,NA,4.42,0,7,IPS,PTB,PSF,RTB,,0,20,NA,NA,1,,,19.5,,NA,NA,NA,NA,NA,NA,NA,NA,298.49625,0.29849625
58,SHO424120,SHO42412058,8/3/2015,"EK,JV,SF",PIMO,Y,M,1,24.1,NA,3.65,0,0,PTB,PSF,IPS,RTB,,0,35,NA,NA,1,,,24.1,,NA,NA,NA,NA,NA,NA,NA,NA,455.93585,0.45593585
30,NPELECTRICEEL,NPELECTRICEEL30,8/5/2015,"SF,EK",PIMO,Y,,1,26.8,NA,6.39,8,0,PSF,PNS,PTB,RTB,,0,20,NA,NA,1,,,26.8,,NA,NA,NA,NA,NA,NA,NA,NA,563.8184,0.5638184
28,TOI1596240,TOI159624028,7/29/2015,"JV,EK",PIMO,Y,,1,27.3,NA,5.74,10,0,IPS,PTB,PNS,RTB,,1,30,NA,NA,1,,,27.3,,NA,NA,NA,NA,NA,NA,NA,NA,585.05265,0.58505265
17,TOI1596240,TOI159624017,7/29/2015,"JV,EK",PIMO,Y,,1,28.6,NA,5.97,0,0,PTB,IPS,PSF,RTB,,0,30,NA,NA,1,,,28.6,,NA,NA,NA,NA,NA,NA,NA,NA,642.0986,0.6420986
75,TOI1596120,TOI159612075,7/30/2015,"SF,JV",PIMO,Y,,1,29.5,NA,5.76,5,0,PMB,PBR,IPS,RTB,,1,40,NA,NA,1,,,29.5,,NA,NA,NA,NA,NA,NA,NA,NA,683.14625,0.68314625
15,NP342240,NP34224015,7/22/2015,"SF,JV,EK",PIMO,Y,,1,30.3,NA,5.91,6,0,PSF,PTB,PNS,RTB,,0,50,NA,NA,2,,,30.3,,NA,NA,NA,NA,NA,NA,NA,NA,720.70065,0.72070065
88,NPELECTRICEEL120,NPELECTRICEEL12088,8/9/2015,"SF, JV",PIMO,Y,,1,33.5,NA,7.24,7,0,PTB,PNS,PSF,RTB,,0,30,NA,NA,1,,,33.5,,NA,NA,NA,NA,NA,NA,NA,NA,880.96625,0.88096625
11,ROB926240,ROB92624011,8/1/2015,"SF, JV",PIMO,Y,,1,34,NA,9.36,10,35,PTB,IPS,PNS,RTB,,0,30,NA,NA,1,,,34,,NA,NA,NA,NA,NA,NA,NA,NA,907.46,0.90746
25,SHO424,SHO42425,6/17/2015,"SF, JV ",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,SHO424,SHO42433,6/17/2015,"SF, JV ",PIMO,Y,,NA,,NA,4.86,0,0,PBR,PTB,NA,NA,NA,0,20,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,SHO446360,SHO4463605,6/15/2015,"JV, EK ",NA,NA,X,NA,,NA,1.12,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,SHO446360,SHO44636027,6/15/2015,"JV, EK ",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,FC791,FC79125,6/3/2015,"JV, EK ",PIMO,Y,,NA,22.6,NA,4.29,,,PNS,NA,NA,NA,NA,0,10,NA,NA,1,,,22.6,,NA,NA,NA,NA,NA,NA,NA,NA,400.9466,0.4009466
37,SPR1575240,SPR157524037,8/12/2015,"JV, EK, SF",NA,Y,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,0,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,SPR1575240,SPR157524038,8/12/2015,"JV, EK, SF",NA,Y,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,SS256240,SS25624035,8/16/2014,"PW,MR,TD,SF,AU",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,SS256240,SS25624036,8/16/2014,"PW,MR,TD,SF,AU",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,SS256240,SS25624037,8/16/2014,"PW,MR,TD,SF,AU",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,SS256240,SS25624038,8/16/2014,"PW,MR,TD,SF,AU",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,SS256240,SS25624039,8/16/2014,"PW,MR,TD,SF,AU",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,SS256240,SS25624040,8/16/2014,"PW,MR,TD,SF,AU",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,SS256240,SS25624041,8/16/2014,"PW,MR,TD,SF,AU",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,SS256240,SS25624042,8/16/2014,"PW,MR,TD,SF,AU",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,SS256240,SS25624043,8/16/2014,"PW,MR,TD,SF,AU",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,SS256240,SS25624044,8/16/2014,"PW,MR,TD,SF,AU",NA,NA,X,NA,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
