XCoord,YCoord,COMMENT,PLOT
558366.31340087,4404556.26649137,64,ROB938360
558367.90928684,4404555.17381420,147,ROB938360
558367.90639506,4404557.52124375,63,ROB938360
558366.61925040,4404560.93166015,67,ROB938360
558363.99443097,4404556.51434427,65,ROB938360
558364.25713593,4404558.48674053,150,ROB938360
558363.86739968,4404558.79325085,151,ROB938360
558362.56520459,4404547.24791185,75,ROB938360
558365.84184572,4404541.18227876,97,ROB938360
558372.62256208,4404561.82481723,39,ROB938360
558367.88581941,4404561.79245034,61,ROB938360
558376.08035042,4404551.62967999,49,ROB938360
558375.77932758,4404551.91980659,48,ROB938360
558377.11200585,4404555.59091716,42,ROB938360
558376.15292081,4404545.63226662,84,ROB938360
558386.08614072,4404545.32166314,139,ROB938360
558390.73942522,4404543.49522207,140,ROB938360
503575.46488170,4463414.30701953,1,SHO424
503577.24254728,4463415.19061274,2,SHO424
503583.26677125,4463406.30128847,3,SHO424
503581.91566498,4463401.14334297,6,SHO424
503579.83102591,4463403.10942098,8,SHO424
503576.82394594,4463400.89741879,9,SHO424
503575.14630227,4463401.55902348,13,SHO424
503575.43790662,4463400.40993932,12,SHO424
503573.58101576,4463398.01287869,14,SHO424
503577.64403538,4463398.94463828,10,SHO424
503577.09425700,4463398.65375817,11,SHO424
503574.66152254,4463398.63997793,41,SHO424
503580.88836817,4463398.11026136,7,SHO424
503586.49375432,4463398.64837691,42,SHO424
503583.96173985,4463396.06567022,4,SHO424
503582.88533880,4463392.50776758,5,SHO424
503581.12200049,4463392.59175670,43,SHO424
503578.76177624,4463388.79145760,16,SHO424
503571.39402614,4463395.28725778,18,SHO424
503570.23603675,4463396.95345841,19,SHO424
503572.40136555,4463393.83853446,17,SHO424
503569.24651025,4463393.42781159,20,SHO424
503562.09987395,4463392.69953545,47,SHO424
503561.68439172,4463392.35561332,48,SHO424
503557.51129404,4463397.21341798,49,SHO424
503559.04007380,4463401.93122086,26,SHO424
503559.70542728,4463403.69289894,27,SHO424
503562.90180343,4463399.74523767,50,SHO424
503564.52335201,4463397.61649247,21,SHO424
503567.14224815,4463403.09784167,22,SHO424
503568.64371419,4463402.72374573,23,SHO424
503570.40563476,4463404.28817078,24,SHO424
503569.64757339,4463405.83427265,32,SHO424
503567.81753962,4463405.50367137,31,SHO424
503566.62554634,4463407.00454380,30,SHO424
503566.36514486,4463407.67330387,29,SHO424
503558.05049802,4463409.87722774,29,SHO424
503561.16405000,4463411.32692920,45,SHO424
503560.86285637,4463411.34869664,44,SHO424
503564.95523799,4463416.76553971,34,SHO424
503563.49091738,4463414.57941448,36,SHO424
503565.01183293,4463415.54770163,38,SHO424
503562.66841471,4463415.73352346,39,SHO424
503566.70956492,4463413.84129851,40,SHO424
503565.44390037,4463415.36536527,35,SHO424
503565.07751608,4463412.26434499,33,SHO424
503558.38095804,4463413.03392406,46,SHO424
503559.26952463,4463413.80471937,37,SHO424
522271.67492612,4467553.08302426,2,SHO446
522271.92388348,4467555.08618330,4,SHO446
522269.30169584,4467558.71853209,7,SHO446
522273.28594226,4467558.96605956,6,SHO446
522269.93980616,4467548.67627644,9,SHO446
522264.05401422,4467551.64571453,11,SHO446
522267.40636442,4467549.81328644,10,SHO446
522267.75833685,4467550.03951400,11,SHO446
522269.70983040,4467548.20669642,9,SHO446
522264.97910222,4467553.28216952,8,SHO446
522261.38857893,4467540.25247793,25,SHO446
522270.50590074,4467540.40134546,15,SHO446
522269.42488961,4467533.54768980,14,SHO446
522270.00312524,4467531.43722183,28,SHO446
522283.71029901,4467538.67669760,26,SHO446
522279.17406371,4467544.17957448,18,SHO446
522274.97406003,4467546.46992390,21,SHO446
522276.54988624,4467543.40100587,17,SHO446
522279.12593626,4467546.57721965,19,SHO446
522269.99389966,4467547.75133685,16,SHO446
522269.92859490,4467547.32779033,30,SHO446
522269.86837985,4467547.24019827,29,SHO446
522268.99986193,4467558.73765713,29,SHO446
522262.98419682,4467556.81549383,12,SHO446
522263.74993570,4467546.99190575,13,SHO446
522278.53013561,4467554.35016580,23,SHO446
522277.97054558,4467555.36915255,24,SHO446
522282.26225789,4467548.41337150,20,SHO446
522281.63450045,4467544.19205983,22,SHO446
522273.01400873,4467549.97520842,31,SHO446
522284.31825737,4467559.20743065,27,SHO446
522251.51099713,4467474.30475232,1,SHO446240
522258.93960512,4467475.82699444,7,SHO446240
522261.32372426,4467478.19869935,8,SHO446240
522253.20756167,4467485.60662303,5,SHO446240
522252.89871943,4467493.08506389,6,SHO446240
522248.29823933,4467487.01401373,4,SHO446240
522242.90610387,4467486.90946371,3,SHO446240
522239.39406980,4467468.62217731,2,SHO446240
503608.41990609,4463330.35952677,1,SHO424120
503611.57508241,4463332.45452567,2,SHO424120
503610.92874389,4463331.62430818,5,SHO424120
503613.07701888,4463332.49126187,3,SHO424120
503612.88079622,4463332.19437145,4,SHO424120
503617.01883384,4463331.44301278,9,SHO424120
503610.73248820,4463336.26792883,11,SHO424120
503610.26160133,4463337.36421874,12,SHO424120
503613.33088266,4463340.68860083,13,SHO424120
503618.74430307,4463331.56865861,70,SHO424120
503618.42189010,4463330.19919378,71,SHO424120
503613.50402353,4463328.38441627,8,SHO424120
503612.24714859,4463329.98700470,6,SHO424120
503612.79759162,4463328.29623794,7,SHO424120
503618.06640933,4463325.99102852,64,SHO424120
503613.07275961,4463324.77573556,52,SHO424120
503612.15738802,4463324.05800395,53,SHO424120
503613.97406513,4463322.77206009,54,SHO424120
503612.95047486,4463320.11682187,55,SHO424120
503608.00957480,4463322.11497526,62,SHO424120
503607.05160829,4463320.08486478,47,SHO424120
503607.88848187,4463328.24239153,51,SHO424120
503607.06476167,4463328.50424428,50,SHO424120
503605.32434694,4463328.17637179,48,SHO424120
503604.81512956,4463327.99847535,63,SHO424120
503604.54092395,4463328.21781129,49,SHO424120
503601.50450220,4463323.90488334,46,SHO424120
503602.31743556,4463322.87642967,45,SHO424120
503600.35383879,4463321.34534008,43,SHO424120
503599.92924485,4463323.49274464,39,SHO424120
503598.67883537,4463322.00635370,40,SHO424120
503599.99904528,4463321.76614553,42,SHO424120
503599.96944878,4463319.74387749,41,SHO424120
503600.84572757,4463320.26092587,44,SHO424120
503598.44007431,4463323.40549629,38,SHO424120
503598.22720543,4463324.01317268,37,SHO424120
503594.81335529,4463324.85857421,36,SHO424120
503592.81138523,4463327.01246025,35,SHO424120
503591.49283384,4463330.44643337,34,SHO424120
503597.76147563,4463331.11746224,65,SHO424120
503599.12743073,4463328.76353569,66,SHO424120
503601.19971813,4463331.41124312,67,SHO424120
503600.47176725,4463333.17348187,69,SHO424120
503600.35757080,4463332.75811423,68,SHO424120
503599.28812661,4463332.29780672,27,SHO424120
503599.47183093,4463336.27545737,25,SHO424120
503598.77775798,4463335.96933794,60,SHO424120
503598.84049363,4463333.99644539,26,SHO424120
503598.54071765,4463334.01972169,72,SHO424120
503595.26486230,4463335.46072539,29,SHO424120
503598.72644622,4463335.94527442,59,SHO424120
503598.53031412,4463336.29318253,28,SHO424120
503593.44361919,4463333.12043060,30,SHO424120
503593.80220756,4463337.62979839,33,SHO424120
503593.27635116,4463338.03562246,32,SHO424120
503594.38536267,4463340.92820424,31,SHO424120
503596.79683729,4463341.23589250,23,SHO424120
503593.77121757,4463344.40511563,61,SHO424120
503597.32732199,4463340.10375283,24,SHO424120
503597.65295702,4463344.46335357,21,SHO424120
503598.42354000,4463345.54894487,20,SHO424120
503600.54194606,4463345.29069905,19,SHO424120
503601.65173421,4463339.91875276,22,SHO424120
503602.24459078,4463348.08986422,59,SHO424120
503602.99685002,4463348.05213234,57,SHO424120
503602.99926143,4463348.17439847,56,SHO424120
503606.12966437,4463344.77196611,18,SHO424120
503608.14395141,4463345.94751555,17,SHO424120
503615.30496123,4463339.29854049,10,SHO424120
503609.72620951,4463340.40057889,16,SHO424120
503604.79796700,4463341.26469897,15,SHO424120
503621.67542749,4463471.13287525,1,SHO424360
503624.73428270,4463474.38961478,9,SHO424360
503624.68056631,4463473.60209850,10,SHO424360
503628.11331140,4463475.65331199,12,SHO424360
503630.51550805,4463474.40091868,13,SHO424360
503634.41670426,4463473.05704385,5,SHO424360
503631.91041958,4463473.93608397,14,SHO424360
503631.68227910,4463469.87281865,6,SHO424360
503630.55359452,4463469.31691460,59,SHO424360
503627.84177498,4463472.02056393,8,SHO424360
503627.97960832,4463473.25216651,11,SHO424360
503629.41256052,4463472.52519676,7,SHO424360
503621.84286608,4463470.35210320,2,SHO424360
503618.50804461,4463466.98741272,35,SHO424360
503623.82205727,4463467.90331830,67,SHO424360
503626.00760460,4463466.00769880,68,SHO424360
503627.65244017,4463465.56542746,3,SHO424360
503628.47448226,4463461.34566237,40,SHO424360
503627.34957492,4463458.35579351,39,SHO424360
503628.04310926,4463457.83189934,69,SHO424360
503618.31156540,4463473.40995236,19,SHO424360
503617.34265450,4463475.22881314,62,SHO424360
503618.89465751,4463478.22532498,20,SHO424360
503618.63387571,4463480.62269372,21,SHO424360
503620.99542321,4463483.39621786,22,SHO424360
503619.66719592,4463485.01443783,74,SHO424360
503624.14204866,4463477.68984783,17,SHO424360
503623.36278934,4463479.01587998,60,SHO424360
503623.44004360,4463479.06542137,61,SHO424360
503624.89168984,4463477.70262222,18,SHO424360
503625.47243576,4463479.27720037,16,SHO424360
503625.78613697,4463480.59278076,15,SHO424360
503633.12679723,4463464.45996864,4,SHO424360
503615.71596326,4463476.42638850,27,SHO424360
503615.29587508,4463476.73181907,26,SHO424360
503612.78531267,4463477.09125412,30,SHO424360
503613.46119659,4463476.26435465,29,SHO424360
503614.88411362,4463482.51009525,25,SHO424360
503617.29731807,4463486.76548756,23,SHO424360
503615.23695844,4463487.32589728,63,SHO424360
503614.69842994,4463485.38787797,24,SHO424360
503609.63832201,4463484.89774653,64,SHO424360
503608.03545913,4463482.55815424,34,SHO424360
503606.11481869,4463481.48818413,65,SHO424360
503607.36265780,4463479.22687920,33,SHO424360
503610.26020609,4463479.16885402,32,SHO424360
503610.95103861,4463476.56742917,31,SHO424360
503612.99543104,4463473.73659432,28,SHO424360
503608.47855046,4463475.89641381,50,SHO424360
503609.29541295,4463472.17862838,51,SHO424360
503604.32003976,4463474.35319576,49,SHO424360
503607.44137802,4463471.88803690,55,SHO424360
503602.80532847,4463474.80536268,75,SHO424360
503603.47891288,4463471.34396041,58,SHO424360
503604.34062417,4463469.43191982,57,SHO424360
503604.66692222,4463470.07461642,56,SHO424360
503609.87096418,4463471.68337840,52,SHO424360
503610.23179412,4463469.30934127,53,SHO424360
503608.41856164,4463466.37974062,54,SHO424360
503609.94903823,4463464.75911316,76,SHO424360
503606.62267824,4463460.61267678,48,SHO424360
503606.32221445,4463461.22618652,47,SHO424360
503604.01917930,4463465.21762172,77,SHO424360
503609.14359621,4463459.23062472,46,SHO424360
503609.55737938,4463460.21342092,73,SHO424360
503610.26177454,4463460.74208935,44,SHO424360
503611.11522414,4463457.22804378,42,SHO424360
503609.65245444,4463455.71318017,43,SHO424360
503609.74955199,4463456.74687033,45,SHO424360
503612.78035593,4463455.43693025,72,SHO424360
503617.40417992,4463457.88086781,36,SHO424360
503614.80105233,4463466.43790215,71,SHO424360
503618.79597498,4463454.90931699,37,SHO424360
503621.30963955,4463453.52555117,38,SHO424360
503626.44893343,4463456.00375757,70,SHO424360
503621.28419018,4463467.40405712,66,SHO424360
503611.47922817,4463464.52107253,41,SHO424360
522301.03622500,4467476.03400499,1,SHO446120
522294.90669203,4467473.67382355,13,SHO446120
522293.79289538,4467473.69889214,14,SHO446120
522293.46337019,4467472.41716595,15,SHO446120
522293.05410748,4467470.74183489,16,SHO446120
522290.46795049,4467478.57794885,2,SHO446120
522292.16250373,4467479.32288226,12,SHO446120
522289.19757445,4467479.89725166,3,SHO446120
522282.94511047,4467479.26877719,19,SHO446120
522283.99742723,4467468.20436591,5,SHO446120
522284.16725314,4467469.37081685,7,SHO446120
522284.23054057,4467469.07687070,6,SHO446120
522289.11674924,4467472.18469098,4,SHO446120
522279.75444035,4467462.59492448,8,SHO446120
522292.25632362,4467455.48189839,24,SHO446120
522292.43895559,4467456.25594846,20,SHO446120
522294.69485761,4467461.75696462,18,SHO446120
522294.92952957,4467465.35032600,17,SHO446120
522298.64065239,4467464.39654915,11,SHO446120
522298.31775857,4467458.24424546,10,SHO446120
522297.60962829,4467455.14120591,21,SHO446120
522296.23282816,4467455.21740974,22,SHO446120
522295.52445023,4467453.49630869,23,SHO446120
522281.12104152,4467453.45899148,9,SHO446120
522290.50101551,4467459.40991404,25,SHO446120
522279.45387697,4467477.67598240,26,SHO446120
522276.99668170,4467475.32219628,27,SHO446120
503524.72033108,4463339.22097820,1,SHO424240
503527.87965199,4463336.71643602,2,SHO424240
503529.90587877,4463342.17378575,3,SHO424240
503528.41545303,4463342.72158546,4,SHO424240
503528.31465798,4463341.93552056,6,SHO424240
503526.57568421,4463345.51504973,5,SHO424240
503526.25772301,4463347.71787072,9,SHO424240
503523.53453063,4463350.92908335,10,SHO424240
503523.47072839,4463346.02204292,8,SHO424240
503523.94068019,4463345.09476025,7,SHO424240
503521.11726951,4463343.55694802,32,SHO424240
503522.01109663,4463350.12441606,11,SHO424240
503519.50456039,4463353.44554961,12,SHO424240
503517.58814793,4463348.56911048,13,SHO424240
503514.90547450,4463344.75883120,14,SHO424240
503516.52330485,4463341.83307984,15,SHO424240
503514.54166971,4463337.77725198,21,SHO424240
503513.54543444,4463346.28564636,16,SHO424240
503513.56970547,4463347.10104510,44,SHO424240
503509.52661288,4463344.74926706,33,SHO424240
503507.66354203,4463347.66301962,34,SHO424240
503507.38975030,4463344.33512797,17,SHO424240
503505.86285572,4463345.14802826,35,SHO424240
503508.48433854,4463335.58143810,18,SHO424240
503510.17014518,4463335.38542278,19,SHO424240
503512.70799075,4463337.14708879,20,SHO424240
503505.99485697,4463332.27445029,37,SHO424240
503504.98173292,4463334.54215121,38,SHO424240
503506.10388451,4463336.75693230,36,SHO424240
503509.23892444,4463329.33294590,23,SHO424240
503515.68687919,4463326.32591006,25,SHO424240
503513.63266145,4463328.54653275,24,SHO424240
503510.23973415,4463325.79879934,40,SHO424240
503517.97504800,4463323.68570227,41,SHO424240
503519.83975167,4463320.60285795,42,SHO424240
503522.76010372,4463324.51662888,27,SHO424240
503528.46915546,4463325.65994716,30,SHO424240
503530.55215991,4463323.61723019,28,SHO424240
503532.30250383,4463326.35765066,43,SHO424240
503532.87655349,4463328.46623522,31,SHO424240
503532.72672811,4463331.27066870,29,SHO424240
503505.85231142,4463330.06441116,39,SHO424240
522298.31031337,4467615.89722874,1,SHO446360
522300.84827583,4467616.56800203,2,SHO446360
522302.05844140,4467616.06813809,3,SHO446360
522305.15711673,4467622.57575252,4,SHO446360
522303.73661016,4467608.54274005,35,SHO446360
522305.38377458,4467605.95704650,36,SHO446360
522301.08081454,4467606.73815426,9,SHO446360
522305.15930443,4467601.11023393,6,SHO446360
522302.13050868,4467599.75795750,7,SHO446360
522294.83316512,4467599.85937702,15,SHO446360
522293.83639661,4467601.80692975,13,SHO446360
522295.76936236,4467601.45813446,13,SHO446360
522295.08987148,4467602.36489194,12,SHO446360
522293.34171440,4467606.27778079,10,SHO446360
522294.52743894,4467609.76823761,34,SHO446360
522295.02502867,4467608.84198669,33,SHO446360
522295.74670952,4467610.66620813,31,SHO446360
522295.72082074,4467610.30061855,32,SHO446360
522293.81567643,4467605.97418216,11,SHO446360
522298.20804577,4467607.02614361,8,SHO446360
522290.93337563,4467606.30687867,48,SHO446360
522287.88210666,4467602.70229615,18,SHO446360
522287.18330445,4467601.57207170,28,SHO446360
522285.30307820,4467602.00674944,21,SHO446360
522285.51492624,4467602.78480565,20,SHO446360
522282.32810700,4467604.46744516,22,SHO446360
522283.32770515,4467606.43507624,17,SHO446360
522279.20657842,4467609.01379922,24,SHO446360
522277.30726153,4467608.49442227,23,SHO446360
522283.68909976,4467616.52308691,39,SHO446360
522282.09976997,4467618.13035158,16,SHO446360
522284.38949333,4467621.93406205,42,SHO446360
522283.44593395,4467621.22295246,43,SHO446360
522285.38206196,4467621.77041119,41,SHO446360
522284.15364496,4467614.85891983,40,SHO446360
522291.54014675,4467614.97092941,19,SHO446360
522290.58580854,4467621.15099998,49,SHO446360
522286.01991906,4467623.99935568,45,SHO446360
522285.94780059,4467624.69662957,44,SHO446360
522287.54483926,4467625.95524080,46,SHO446360
522291.75755379,4467626.22688977,47,SHO446360
522295.64293312,4467628.42474768,26,SHO446360
522293.77349093,4467618.66098996,25,SHO446360
522295.24359348,4467613.09451878,30,SHO446360
522292.67725428,4467610.97024945,37,SHO446360
522277.37613924,4467611.52218266,38,SHO446360
520184.57257196,4370147.97463040,1,SPR1575
520187.42113438,4370143.78524173,4,SPR1575
520187.96620218,4370142.23657966,5,SPR1575
520184.15570452,4370145.42521173,2,SPR1575
520185.57220087,4370146.69533985,3,SPR1575
520192.30181855,4370140.29762546,58,SPR1575
520192.49327846,4370141.90653438,7,SPR1575
520192.10337544,4370142.08059700,6,SPR1575
520192.87940724,4370146.68177312,9,SPR1575
520193.52684495,4370144.27604327,8,SPR1575
520199.51363094,4370148.30251176,59,SPR1575
520190.94329773,4370152.36721001,11,SPR1575
520192.27104246,4370153.38711699,10,SPR1575
520187.16061025,4370154.66165258,12,SPR1575
520190.15762359,4370157.53107333,13,SPR1575
520189.17773347,4370161.28676099,61,SPR1575
520193.02702533,4370158.98516047,14,SPR1575
520193.52775157,4370160.00039646,65,SPR1575
520196.64003701,4370156.87815525,17,SPR1575
520196.70292679,4370160.91047539,18,SPR1575
520186.12927283,4370162.07896577,22,SPR1575
520186.27857947,4370163.46456917,23,SPR1575
520192.92250787,4370164.09785924,21,SPR1575
520193.02967388,4370165.55527690,20,SPR1575
520190.64767489,4370165.23678447,66,SPR1575
520196.19937469,4370165.83818846,19,SPR1575
520198.52170798,4370153.32358749,16,SPR1575
520196.15036071,4370152.36475857,60,SPR1575
520195.19910254,4370155.59170065,15,SPR1575
520189.48343845,4370166.46594680,62,SPR1575
520187.46319176,4370169.04375992,24,SPR1575
520184.85661936,4370166.62704532,25,SPR1575
520180.85359544,4370166.77712323,27,SPR1575
520181.33365210,4370166.45339382,26,SPR1575
520183.00985105,4370158.32269114,29,SPR1575
520182.97302203,4370156.90989578,30,SPR1575
520180.80355742,4370157.64875254,39,SPR1575
520180.36603685,4370160.95376966,28,SPR1575
520176.67563348,4370167.87773361,31,SPR1575
520175.47022639,4370169.44414573,32,SPR1575
520172.61216953,4370166.79738182,67,SPR1575
520171.92767524,4370160.11294423,34,SPR1575
520170.47762812,4370160.24136695,35,SPR1575
520174.41228469,4370161.33578139,33,SPR1575
520174.51341790,4370160.80785866,36,SPR1575
520179.60075911,4370157.81004858,38,SPR1575
520180.70516246,4370158.33012213,46,SPR1575
520176.09123357,4370154.06762507,48,SPR1575
520176.47430038,4370158.22414153,37,SPR1575
520172.24608394,4370156.99423626,44,SPR1575
520172.49900469,4370159.40364774,40,SPR1575
520169.58680260,4370158.95379952,41,SPR1575
520168.28087507,4370156.14936710,43,SPR1575
520168.40145908,4370158.82110981,63,SPR1575
520168.93515180,4370158.52329691,42,SPR1575
520172.03395431,4370156.03380732,45,SPR1575
520172.35235116,4370154.81702394,47,SPR1575
520173.56635974,4370153.11242713,49,SPR1575
520168.54004731,4370150.73348969,64,SPR1575
520169.41211458,4370150.10512981,50,SPR1575
520174.56431057,4370152.13084798,51,SPR1575
520175.73456669,4370152.57333400,53,SPR1575
520174.79333100,4370151.08075006,54,SPR1575
520173.23680202,4370148.05573327,52,SPR1575
520173.09627980,4370143.29240725,55,SPR1575
520173.93793462,4370145.47083936,56,SPR1575
520176.39228361,4370142.63749759,57,SPR1575
520213.27184589,4370116.25208058,1,SPR1575120
520213.95422984,4370110.69275515,2,SPR1575120
520222.54650820,4370115.19766089,3,SPR1575120
520222.92219064,4370117.04062563,4,SPR1575120
520220.14386366,4370115.72002103,5,SPR1575120
520216.78931903,4370119.06767051,8,SPR1575120
520218.69366767,4370121.47049643,6,SPR1575120
520217.85318907,4370123.26488540,7,SPR1575120
520219.60358438,4370125.78831725,51,SPR1575120
520219.30621646,4370130.41055388,56,SPR1575120
520217.99673964,4370129.24973333,57,SPR1575120
520214.42051333,4370127.09612459,52,SPR1575120
520212.36678809,4370125.94673158,11,SPR1575120
520214.06503686,4370118.78189430,9,SPR1575120
520212.81724057,4370118.36273598,50,SPR1575120
520213.22956227,4370118.44377696,49,SPR1575120
520211.72433033,4370120.87904658,10,SPR1575120
520208.83982350,4370130.81122532,59,SPR1575120
520208.58494823,4370132.14534356,60,SPR1575120
520208.75091393,4370132.58532475,61,SPR1575120
520207.81988042,4370116.77169611,15,SPR1575120
520207.44911261,4370118.43117480,13,SPR1575120
520206.46457971,4370119.46133200,12,SPR1575120
520202.74028834,4370127.35380203,53,SPR1575120
520206.29406250,4370120.37982951,55,SPR1575120
520202.22120002,4370122.34828348,17,SPR1575120
520201.89428302,4370121.01644268,54,SPR1575120
520203.28850326,4370118.82246611,16,SPR1575120
520199.00092538,4370119.65695577,18,SPR1575120
520204.40951027,4370112.03559674,22,SPR1575120
520204.41383189,4370111.13229522,21,SPR1575120
520202.20475929,4370111.90650141,23,SPR1575120
520202.16865951,4370112.37047796,24,SPR1575120
520200.72983979,4370112.58768477,20,SPR1575120
520194.83706201,4370116.87221339,35,SPR1575120
520195.69578907,4370112.08457005,37,SPR1575120
520195.83663851,4370112.95975507,36,SPR1575120
520196.02944596,4370109.17468887,62,SPR1575120
520198.41558019,4370106.24923647,63,SPR1575120
520197.92626118,4370105.69686781,34,SPR1575120
520203.85588634,4370105.86523592,25,SPR1575120
520208.17668667,4370107.89952029,26,SPR1575120
520209.04083999,4370108.46991118,27,SPR1575120
520210.52140456,4370112.01205073,28,SPR1575120
520204.10158306,4370102.69608680,33,SPR1575120
520207.31720282,4370102.24368180,31,SPR1575120
520207.19736243,4370101.89494479,30,SPR1575120
520204.40130590,4370100.76745166,32,SPR1575120
520204.31350090,4370101.35096298,65,SPR1575120
520204.46651753,4370101.25011656,68,SPR1575120
520205.23032783,4370100.64406611,69,SPR1575120
520206.18280817,4370099.00387709,70,SPR1575120
520208.60784077,4370098.90894010,40,SPR1575120
520210.61149304,4370097.93243503,71,SPR1575120
520210.03797388,4370103.94005663,29,SPR1575120
520210.55884859,4370104.15911758,43,SPR1575120
520211.18853401,4370106.24829569,42,SPR1575120
520211.83193151,4370103.44643540,41,SPR1575120
520215.17117926,4370102.48725059,45,SPR1575120
520216.32702684,4370112.15137851,44,SPR1575120
520218.95312085,4370108.09813748,46,SPR1575120
520221.51063303,4370104.69012782,64,SPR1575120
520220.71866658,4370105.44275954,48,SPR1575120
520224.20878130,4370102.66021310,47,SPR1575120
520228.76959128,4370110.46011657,67,SPR1575120
520228.19592571,4370113.62067615,66,SPR1575120
520194.58468897,4370113.78418898,38,SPR1575120
520206.28731216,4370110.45417806,58,SPR1575120
520199.58079572,4370112.41591831,19,SPR1575120
520133.66481497,4370137.99619197,1,SPR1575240
520136.73597137,4370140.30098012,2,SPR1575240
520136.52908889,4370140.86985301,3,SPR1575240
520142.85217966,4370137.83154880,4,SPR1575240
520144.04344320,4370137.51496695,5,SPR1575240
520138.75869222,4370146.10375968,6,SPR1575240
520133.83024370,4370142.58227297,10,SPR1575240
520134.43858508,4370146.92080890,9,SPR1575240
520134.39115924,4370146.10963385,8,SPR1575240
520132.46307773,4370152.03168806,7,SPR1575240
520132.95073917,4370151.00288405,64,SPR1575240
520128.55128797,4370152.70813461,60,SPR1575240
520129.12315776,4370152.72007357,21,SPR1575240
520127.03896898,4370150.37103498,20,SPR1575240
520125.91310591,4370153.52210120,19,SPR1575240
520125.35293173,4370152.53877790,18,SPR1575240
520127.24372713,4370147.51361344,16,SPR1575240
520128.03347055,4370149.22103379,14,SPR1575240
520128.31867811,4370148.94110252,15,SPR1575240
520129.43172583,4370149.07297223,13,SPR1575240
520130.38811574,4370147.74429604,59,SPR1575240
520130.03395160,4370147.76060199,12,SPR1575240
520128.04346438,4370145.42331168,11,SPR1575240
520126.29371278,4370142.52345564,17,SPR1575240
520123.50740292,4370144.20351496,23,SPR1575240
520120.97020513,4370146.87263090,22,SPR1575240
520120.61156009,4370141.40051223,61,SPR1575240
520117.99912677,4370143.22918994,24,SPR1575240
520117.98947219,4370143.73252887,62,SPR1575240
520116.47346394,4370147.84784955,68,SPR1575240
520115.30964510,4370146.65545370,63,SPR1575240
520115.74591698,4370142.50893818,25,SPR1575240
520115.54174780,4370145.17752500,71,SPR1575240
520114.86202488,4370142.34895170,72,SPR1575240
520114.79161599,4370139.97086959,26,SPR1575240
520115.51156796,4370141.32789728,74,SPR1575240
520116.31795778,4370136.44825607,28,SPR1575240
520113.30899928,4370138.79661527,65,SPR1575240
520113.39220345,4370137.88511080,67,SPR1575240
520113.99321173,4370138.50561119,66,SPR1575240
520117.61672145,4370139.51357555,27,SPR1575240
520120.83306912,4370137.69190659,29,SPR1575240
520124.51668270,4370135.55835172,36,SPR1575240
520122.67644013,4370135.01595911,35,SPR1575240
520120.10555961,4370133.85561314,34,SPR1575240
520116.46228094,4370129.46015107,32,SPR1575240
520113.44070522,4370132.41163411,30,SPR1575240
520117.86988617,4370130.32455803,33,SPR1575240
520123.56570806,4370129.61215333,40,SPR1575240
520123.72952846,4370129.87504729,42,SPR1575240
520122.41168472,4370128.83718057,41,SPR1575240
520122.55985579,4370129.65129998,78,SPR1575240
520123.55589699,4370127.60461260,79,SPR1575240
520120.74795016,4370124.84349239,44,SPR1575240
520117.32186399,4370125.86763111,43,SPR1575240
520116.16867953,4370128.77353085,31,SPR1575240
520119.62897374,4370124.20918507,45,SPR1575240
520126.21101737,4370125.46933577,48,SPR1575240
520125.84345367,4370126.24740712,49,SPR1575240
520124.46483476,4370129.03180897,39,SPR1575240
520127.14254402,4370129.77761207,80,SPR1575240
520128.58224398,4370130.13205869,50,SPR1575240
520130.61710977,4370126.75975716,52,SPR1575240
520132.81944824,4370125.46115948,51,SPR1575240
520127.89952712,4370123.17340102,73,SPR1575240
520128.98997115,4370122.58587083,81,SPR1575240
520126.52405966,4370122.18331876,47,SPR1575240
520125.60869497,4370125.06985579,69,SPR1575240
520124.03932526,4370121.12260397,46,SPR1575240
520131.40166175,4370121.55073774,55,SPR1575240
520131.87792535,4370120.07791806,58,SPR1575240
520135.04247769,4370122.92119940,53,SPR1575240
520133.90598340,4370129.85913672,54,SPR1575240
520135.56343423,4370133.09635745,56,SPR1575240
520137.73277495,4370131.94856349,77,SPR1575240
520138.40569896,4370128.92123293,57,SPR1575240
520132.05642501,4370137.65158676,82,SPR1575240
520112.91973303,4370139.86706806,75,SPR1575240
520114.00893366,4370140.48084078,76,SPR1575240
520227.71371510,4370191.25166765,1,SPR1575360
520229.59369959,4370193.61750289,3,SPR1575360
520230.15518110,4370195.02560093,34,SPR1575360
520227.29168166,4370196.05918201,2,SPR1575360
520221.99614489,4370202.98531347,4,SPR1575360
520222.74191592,4370205.06031838,5,SPR1575360
520224.07060947,4370202.05728965,6,SPR1575360
520223.70460150,4370209.04819434,8,SPR1575360
520224.67675831,4370206.38126010,7,SPR1575360
520221.28098123,4370210.11161966,9,SPR1575360
520218.85567719,4370207.89132773,11,SPR1575360
520218.77227855,4370208.51496732,10,SPR1575360
520219.39278748,4370205.39362986,12,SPR1575360
520217.86830891,4370200.75919278,13,SPR1575360
520215.03761166,4370202.00519173,14,SPR1575360
520213.78216434,4370196.47640050,22,SPR1575360
520209.34378115,4370197.56134242,17,SPR1575360
520203.97352711,4370201.85218812,15,SPR1575360
520204.31668056,4370199.72182608,16,SPR1575360
520206.26753219,4370193.88032156,18,SPR1575360
520202.14832542,4370192.71348176,36,SPR1575360
