"","X","plot","year","Pndjfm","VPDaso","VPDmjj","logP","vpdtot","tmean","tmax","vpdmax","ppt_tot","stdP","stdVPD","MAP_anom","fdsi","MAT_anom"
"3303",3303,"FC795240",1974,55.9179992675781,5.6538,0,4.0238863188087,2.8269,7.8495836953322,20.2740001678467,19.1253,183.77899980545,0.831637122155276,-0.112407382201748,-87.3997986447211,0.4288684677813,0.16173844541402
"3304",3304,"FC795240",1975,35.0880002975463,5.4963,0,3.55785920015553,2.74815,6.51333375647664,19.7990016937256,18.3821,335.275002479553,0.0502396117508542,-0.223982379502995,64.0962040293819,0.147535561692053,-1.17451149344154
"3305",3305,"FC795240",1976,31.4870004653931,4.6999,0,3.44957477701595,2.34995,7.57766703019539,19.6650009155273,18.184,268.451994895935,-0.131323167044897,-0.788162238872601,-2.72680355423614,0.383588660268902,-0.11017821972279
"3306",3306,"FC795240",1977,6.03999996185303,5.3349,0,1.798404005631,2.66745,7.91250042617322,19.3850002288818,17.7674,269.416003704071,-2.89987606530009,-0.338320186261225,-1.76279474610016,-1.08648616442575,0.22465517625504
"3307",3307,"FC795240",1978,35.8130006790161,7.0838,0,3.57831097494313,3.5419,7.1511671046416,19.4420013427734,17.8565,361.560006141663,0.0845315343938279,0.900622752025445,90.3812076914919,-0.467154866000965,-0.536678145276579
"3308",3308,"FC795240",1979,58.1870002746582,7.4065,0,4.06366196680979,3.70325,7.53583370645841,19.6000003814697,18.0968,236.310000658035,0.898329791055314,1.12922752427378,-34.8687977921361,-0.237102305528978,-0.15201154345977
"3309",3309,"FC795240",1980,17.7740001678467,7.226,0,2.87773672475967,3.613,8.13491686681906,19.8330001831055,18.4388,355.575002670288,-1.09013610410944,1.00135903530314,84.3962042201168,-1.04042094557791,0.44707161690088
"3310",3310,"FC795240",1981,24.8119997978211,6.1598,0,3.21132739896244,3.0799,8.79675041139126,20.3610000610352,19.2794,272.026000022888,-0.530797576623073,0.246049434524797,0.84720157271687,-0.371338617048039,1.10890516147308
"3311",3311,"FC795240",1982,26.5520000457764,4.1569,0,3.2791050761417,2.07845,6.5160836726427,19.6520004272461,18.163,386.713002204895,-0.417153314113355,-1.17283032480642,115.534203754724,0.473237523681721,-1.17176157727548
"3312",3312,"FC795240",1983,43.9879989624024,3.9373,0,3.78391684586049,1.96865,6.99566702047984,17.9940013885498,15.7698,490.762991666794,0.429275239703659,-1.32839774961502,219.584193216623,0.932783845254021,-0.69217822943834
"3313",3313,"FC795240",1984,110.832996368408,6.3049,0,4.70802453113814,3.15245,6.80083359281222,19.7700004577637,18.3299,348.772996902466,1.9787461089278,0.3488401145782,77.5941984522948,0.675297823764439,-0.88701165710596
"3314",3314,"FC795240",1985,38.6599998474121,3.0841,0,3.65480546983327,1.54205,6.70575020958979,20.0610008239746,18.7903,249.140997886658,0.212791469222393,-1.9328154492812,-22.0378005635131,1.17600489805533,-0.98209504032839
"3315",3315,"FC795240",1986,69.5729999542236,4.8785,0,4.24237656038322,2.43925,8.16383379697799,20.3450012207031,19.2354,208.932002544403,1.1979843238104,-0.661639733996394,-62.2467959057682,0.897631353514558,0.47598854705981
"3316",3316,"FC795240",1987,5.86600017547608,4.5897,0,1.76917300046935,2.29485,7.6782504990697,18.9830017089844,17.1796,377.081001281738,-2.94888830889214,-0.86622931634941,105.902202831567,-0.812422438756871,-0.00959475084848016
"3317",3317,"FC795240",1988,91.6580028533936,8.1483,0,4.51806429020509,4.07415,7.61691697935262,20.5990009307861,19.6406,295.823001146316,1.66023576178343,1.65472805124562,24.6442026961449,-0.196143973512836,-0.0709282705655596
"3318",3318,"FC795240",1989,64.1310005187988,8.7555,0,4.16092787445493,4.37775,7.56458362440268,20.4680004119873,19.4355,213.433996915817,1.06141759225622,2.08487623131747,-57.7448015343541,-0.700506948945049,-0.1232616255155
"3319",3319,"FC795240",1990,11.7530000209808,5.0424,0,2.46410852893586,2.5212,7.4620837966601,20.0960006713867,18.8442,263.60000038147,-1.78367523415809,-0.545530895534969,-7.57879806870113,-0.479319801529974,-0.225761453258079
"3320",3320,"FC795240",1991,27.4540004730225,6.2353,0,3.31251189405911,3.11765,7.44050036122402,20.5820007324219,19.6163,270.759000778198,-0.361139397097883,0.299534591961268,-0.419797671973129,-0.326640706221379,-0.24734488869416
"3321",3321,"FC795240",1992,38.826000213623,6.3184,0,3.65909013080524,3.1592,8.20958370467027,19.7930011749268,18.3864,220.768000125885,0.219975650748352,0.358403685775449,-50.4107983242861,-0.103916777704977,0.521738454752091
"3322",3322,"FC795240",1993,46.2359991073609,7.4771,0,3.83375869612587,3.73855,6.7162503177921,18.2990016937256,16.1985,232.982001781464,0.512846122496646,1.17924145957199,-38.1967966687072,-0.434722923461789,-0.97159493212608
"3323",3323,"FC795240",1994,17.3089995384217,5.4903,0,2.85122657077731,2.74515,7.95050044109425,21.4230003356934,21.0088,277.81700181961,-1.13458623907609,-0.228232855590661,6.63820336943888,-0.371407546062709,0.26265519117607
"3324",3324,"FC795240",1995,54.1579990386963,4.5869,0,3.99190568255033,2.29345,7.86658361957719,19.2900009155273,17.6355,346.516998767853,0.778014514042554,-0.868212871856988,75.3382003176819,0.828525594418637,0.17873836965901
"3325",3325,"FC795240",1996,37.9920001029968,5.7323,0,3.63737561395783,2.86615,8.47091716590027,21.5320014953613,21.1711,270.99499464035,0.183566461829823,-0.056796986721444,-0.183803809821143,0.112575555769131,0.78307191598209
"3326",3326,"FC795240",1997,68.7989978790284,5.1666,0,4.23118917912142,2.5833,7.60158368945122,19.9930000305176,18.6927,304.067000389099,1.17922620541768,-0.457546040520272,32.8882019389279,0.775085313075131,-0.0862615604669594
"3327",3327,"FC795240",1998,37.9140005111695,5.0989,0,3.63532045050171,2.54945,6.93750045076013,20.7090015411377,19.8145,418.956001281738,0.180120525866423,-0.505505579042776,147.777202831567,0.362336155645181,-0.75034479915805
"3328",3328,"FC795240",1999,30.7190008163452,3.9163,0,3.42488138224091,1.95815,8.01583374415835,19.8690013885498,18.5086,228.837001442909,-0.172727103486222,-1.34327441592185,-42.3417970072621,0.6762337473823,0.32798849424017
"3329",3329,"FC795240",2000,8.83999991416931,7.5382,0,2.1792868669402,3.7691,8.41350038349629,20.1840000152588,19.0177,272.038000106811,-2.26124172907765,1.22252547439806,0.859201656639868,-1.67956062645708,0.72565513357811
"3330",3330,"FC795240",2001,13.4800000190735,5.3892,0,2.60120710689911,2.6946,8.31525041659673,21.1060009002686,20.4713,243.840999603271,-1.55379915353412,-0.299853377667843,-27.3377988469001,-0.515753736061021,0.62740516667855
"3331",3331,"FC795240",2002,50.6069984436035,8.0174,0,3.92408987589171,4.0087,8.00583389836053,22.4340019226074,22.7351,193.760996818542,0.664306319029657,1.56199683126636,-77.4178016316291,-0.582423445136113,0.31798864844235
"3332",3332,"FC795240",2003,35.8359994888305,5.0732,0,3.5789529604712,2.5366,8.9844170709451,23.1340007781982,23.997,245.961999058723,0.0856079650848132,-0.523711784951614,-25.2167993914481,0.330946104210222,1.29657182102692
"3333",3333,"FC795240",2004,58.269998550415,9.7275,0,4.06508735627794,4.86375,8.10641703009606,20.738000869751,19.8677,260.295998573303,0.90071977167487,2.77345335751945,-10.8827998768681,-1.15681718067395,0.41857178017788
"3334",3334,"FC795240",2005,33.5109996795654,4.6341,0,3.51187373358015,2.31705,8.31425043568015,22.4280014038086,22.7252,327.824002742767,-0.0268651910782918,-0.834775793300678,56.6452042925958,0.455653760173931,0.626405185761969
"3335",3335,"FC795240",2006,38.3449993133545,6.2924,0,3.64662412330978,3.1462,8.22141721223792,22.3270015716553,22.5241,275.939002394676,0.199073632750372,0.339984956062228,4.76020394450484,-0.102799176984684,0.533571962319741
"3336",3336,"FC795240",2007,26.1759996414184,5.7101,0,3.26484294672147,2.85505,8.73016714304686,22.8130016326904,23.4174,242.638001918793,-0.441066927669238,-0.0725237482458107,-28.5407965313781,-0.153456149156811,1.04232189312868
"3337",3337,"FC795240",2008,34.4010004997253,5.1803,0,3.53808564825075,2.59015,7.74716696143151,21.7620010375977,21.5811,162.710999727249,0.0170848797367572,-0.447840786786767,-108.467798722922,0.258308187684762,0.0593217115133307
"3338",3338,"FC795240",2009,42.1140003204346,6.3601,0,3.74038023458508,3.18005,7.60666704177857,20.6260013580322,19.6894,298.308999300003,0.356276484265633,0.387944494584732,27.1302008498319,-0.0604872638905714,-0.08117820813961
"3339",3339,"FC795240",2010,30.6960000991821,3.6184,0,3.42413235617576,1.8092,7.44241704481344,20.9010009765625,20.1403,336.370002031326,-0.173983011305981,-1.5543105536745,65.1912035811549,0.793861385083087,-0.24542820510474
"3340",3340,"FC795240",2011,104.286998748779,6.5765,0,4.64714670178039,3.28825,7.56708361705143,20.8570003509521,20.0744,271.186997711658,1.87667096695656,0.541244998813239,0.00819926148687955,0.522638026125471,-0.12076163286675
"3341",3341,"FC795240",2012,10.184000313282,6.5354,0,2.32081789201728,3.2677,9.30658381183942,21.234001159668,20.6689,270.344999909401,-2.02393367078304,0.512129237612723,-0.833798540770147,-1.17732318820766,1.61873856192124
"3342",3342,"FC795240",2013,51.9090003967285,7.176,0,3.94949219318539,3.588,8.15916693210601,22.1350002288818,22.1953,248.835996627808,0.706898920827488,0.965938401239255,-22.3428018223632,-0.229889979529888,0.471321682187829
"3343",3343,"FC795240",2014,36.6319990158081,4.7372,0,3.6009221484878,2.3686,9.44833395878474,22.0390014648438,22.0325,257.163998186588,0.122444166530321,-0.761738445860941,-14.0148002635831,0.480448962955469,1.76048870886656
"3344",3344,"FC795240",2015,37.8199996948242,8.0088,0,3.63283805516115,4.0044,9.39125043898821,20.7200012207031,19.8452,297.126999855042,0.175958241181019,1.55590448220737,25.9482014048709,-0.79388488391648,1.70340518907003
"3345",3345,"FC795240",2016,78.4769973754883,7.9134,0,4.3628055547837,3.9567,8.75675037503242,20.8810005187988,20.1191,309.083998203278,1.39991016168225,1.48832191241347,37.9051997531068,-0.217499799811356,1.06890512511424
"3346",3346,"FC795240",2017,49.7939987182617,7.0026,0,3.90789446910355,3.5013,8.99858382344247,21.8970012664795,21.788,283.866998314857,0.637151138488172,0.843099642305692,12.6881998646859,-0.191789298756392,1.31073857352429
"3347",3347,"FC795240",2018,17.7780002355575,5.4569,0,2.87796175106943,2.72845,8.58083374053239,21.9970016479492,21.9571,275.717999696732,-1.08975879774424,-0.251893839145339,4.53920124656088,-0.338433321086076,0.89298849061421
"3348",3348,"FC795240",2019,39.9489994049072,4.8793,0,3.68760362571357,2.43965,7.45743326346079,20.9524002075195,20.2241,369.296001553536,0.267784829747825,-0.661073003851372,98.1172031033648,0.488026207245811,-0.23041198645739
"3349",3349,"FC795360",1896,30.3660001754761,5.584,0,3.4133235672387,2.792,7.73283360960583,19.94700050354,18.6143,272.943005084991,-0.192106335953513,-0.161854587354936,1.76420663481986,0.00611178109921827,0.0449883596876504
"3350",3350,"FC795360",1897,30.2570009231567,6.5447,0,3.40972759317605,3.27235,7.20450015862784,20.9230003356934,20.1703,287.940999984741,-0.198135781596407,0.518717475548606,16.7622015345698,-0.377661530209639,-0.48334509129034
"3351",3351,"FC795360",1898,37.7310009002685,4.3265,0,3.63048206159331,2.16325,6.99491706987221,20.5000019073486,19.4929,217.406998634338,0.172007897017016,-1.05268353406172,-53.7717998158331,0.665186253762048,-0.692928180045969
"3352",3352,"FC795360",1899,36.6939992904663,4.4064,0,3.60261323462002,2.2032,7.25316694378854,19.8680000305176,18.5051,243.480000138283,0.125279646356936,-0.996081360827624,-27.6987983118881,0.612928606460521,-0.43467830612964
"3353",3353,"FC795360",1900,29.9040012359619,3.827,0,3.39799229204419,1.9135,8.06625046084324,19.9620018005371,18.6512,181.242001831531,-0.217812608805053,-1.40653566835996,-89.9367966186401,0.691822426407352,0.37840521092506
"3354",3354,"FC795360",1901,25.9899991750717,4.557,0,3.25771181691318,2.2785,7.60208358367284,21.1950016021729,20.6185,264.848997116089,-0.453023843598664,-0.889394411027193,-6.32980133408216,0.298730378991816,-0.0857616662453395
"3355",3355,"FC795360",1902,29.8080005645752,6.0046,0,3.39477683279962,3.0023,7.72675039370855,19.6080017089844,18.1156,185.761999368668,-0.223204037217578,0.136103786390489,-85.4167990815031,-0.174427896754408,0.0389051437903705
"3356",3356,"FC795360",1903,38.8529996871948,6.0208,0,3.65978528585857,3.0104,8.03133368988832,21.0150012969971,20.3325,205.317999482155,0.22114123190506,0.147580071827189,-65.8607989680162,0.0146573018150006,0.343488439970141
"3357",3357,"FC795360",1904,19.7019996643067,7.2293,0,2.98072013639495,3.61465,8.79050042635451,21.8770008087158,21.7643,277.234999656677,-0.917461643238309,1.00369679715136,6.05620120650588,-0.965753329429617,1.10265517643633
"3358",3358,"FC795360",1905,9.2790002822876,5.7237,0,2.22775381279324,2.86185,7.77466706434886,21.2560005187988,20.7232,247.697999549913,-2.17997617754511,-0.062889335780433,-23.4807989002582,-0.923971490082805,0.0868218144306798
"3359",3359,"FC795360",1906,53.1639995574951,4.5133,0,3.97338146723569,2.25665,7.78200035262853,20.988000869751,20.2751,399.225994110107,0.746954571069949,-0.920352045199031,128.047195659936,0.844057156582235,0.0941551027103502
"3360",3360,"FC795360",1907,72.1439990997314,5.6769,0,4.27866410919995,2.83845,7.78900036339958,19.0120010375977,17.2199,391.465998649597,1.25882842315385,-0.0960430492642322,120.287200199426,0.607668613775662,0.101155113481401
"3361",3361,"FC795360",1908,54.2240018844604,6.9885,0,3.99312364961795,3.49425,7.38900034626325,21.1940002441406,20.6126,268.904998779297,0.780056705143242,0.833111023499675,-2.27379967087415,-0.123317222896792,-0.298844903654929
"3362",3362,"FC795360",1909,13.3159999847412,3.8572,0,2.58896631856688,1.9286,7.65658358732859,20.4400005340576,19.3933,294.173999786377,-1.57432354180542,-1.38514160538537,22.9952013362059,0.0829769406214219,-0.0312616625895901
"3363",3363,"FC795360",1910,67.9940013885498,5.9704,0,4.21941948641068,2.9852,9.29950040082138,20.726001739502,19.8489,177.555997908115,1.15949171312252,0.11187607269079,-93.6228005420562,0.447525753067066,1.6116551509032
"3364",3364,"FC795360",1911,37.6809988021851,6.622,0,3.62915595684583,3.311,7.09858371814092,19.4040012359619,17.7962,252.321999549866,0.169784389185087,0.573477775811377,-18.8567989003051,-0.246442423212933,-0.58926153177726
"3365",3365,"FC795360",1912,21.4689998626709,4.7889,0,3.06661002779081,2.39445,7.10983354349932,18.2980003356934,16.1871,284.889996528626,-0.773448248696822,-0.725113510238881,13.7111980784549,0.0657463363071717,-0.578011706418859
"3366",3366,"FC795360",1913,28.1889991760254,3.8513,0,3.33893180169427,1.92565,7.18016688525676,19.3470001220703,17.7115,329.28600025177,-0.316840580087208,-1.38932124020491,58.1072018015989,0.638610039276376,-0.50767836466142
"3367",3367,"FC795360",1914,55.4809989929199,5.0421,0,4.01604060164573,2.52105,8.58058378597101,20.4560012817383,19.4266,281.500998973846,0.818482042519138,-0.545743419339353,10.3222005236748,0.665748413538459,0.89273853605283
"3368",3368,"FC795360",1915,7.59899997711182,6.69,0,2.02801665667565,3.345,8.13133375812322,20.2520008087158,19.1073,224.684001296759,-2.51487968482726,0.621649838138265,-46.4947971534122,-1.45467097068142,0.443488508205041
"3369",3369,"FC795360",1916,29.9409999847412,7.2897,0,3.39922877805768,3.64485,7.34183366099994,19.8040008544922,18.4055,289.513003945351,-0.215739366596782,1.04648492310054,18.3342054951798,-0.680956878238884,-0.346011588918239
"3370",3370,"FC795360",1917,23.7300004959107,3.9216,0,3.16674009134572,1.9608,7.49483366807302,20.5320014953613,19.5352,254.915000200272,-0.605558056802919,-1.33951982871108,-16.2637982498991,0.483685559084921,-0.19301158184516
"3371",3371,"FC795360",1918,18.5109996795654,8.108,0,2.91836513266705,4.054,8.04658376177151,20.2250003814697,19.0535,315.333002090454,-1.02201359466777,1.62617902019013,44.1542036402828,-1.36034623296029,0.35873851185333
"3372",3372,"FC795360",1919,37.423999786377,6.9415,0,3.62231220413364,3.47075,7.56866688032945,21.7080001831055,21.475,200.832000255585,0.158309324500904,0.79981562747962,-70.3467981945861,-0.378240648608189,-0.11917836958873
"3373",3373,"FC795360",1920,36.287000656128,2.6598,0,3.59145956848798,1.3299,7.06066705659032,20.0770015716553,18.8297,304.390995979309,0.106578058834205,-2.23339494994735,33.2121975291379,1.29759551785757,-0.62717819332786
"3374",3374,"FC795360",1921,42.3469982147217,3.3965,0,3.74589753817794,1.69825,8.45566708842913,20.556001663208,19.5795,275.544998168945,0.365527463702336,-1.71150732765003,4.36619971877388,1.11927618751305,0.767821838510951
"3375",3375,"FC795360",1922,49.483998298645,7.4449,0,3.90164935061866,3.72245,7.21508375679453,21.3380012512207,20.854,303.036002159119,0.626679816453572,1.15643057123484,31.8572037089478,-0.371862000651941,-0.47276149312365
"3376",3376,"FC795360",1923,50.3260002136231,6.434,0,3.91852184641276,3.217,6.98375033711394,21.601001739502,21.292,303.125997543335,0.654970286428627,0.440296191731158,31.9471990931639,0.0416210586591473,-0.70409491280424
"3377",3377,"FC795360",1924,31.6579999923706,4.2882,0,3.45499088102255,2.1441,7.49375043312708,20.476001739502,19.4556,181.328995987773,-0.122241871091392,-1.07981573975465,-89.8498024623981,0.550910390982394,-0.194094816791099
"3378",3378,"FC795360",1925,47.8839979171752,4.2446,0,3.86878137589182,2.1223,7.77583359926939,21.0450000762939,20.3628,291.702001571655,0.571569389193862,-1.11070253265836,20.5232031214838,0.873483949533983,0.0879883493512104
"3379",3379,"FC795360",1926,31.4179992675781,5.304,0,3.44738095376557,2.652,8.60900028298299,20.1480007171631,18.9334,192.015000104904,-0.135001596813251,-0.360210138112708,-79.1637983452671,0.142316974745286,0.92115503306481
"3380",3380,"FC795360",1927,45.8460006713867,6.58,0,3.82528796853787,3.29,7.77391704420248,20.4320011138916,19.3844,256.072998046875,0.498643074683235,0.543724443197711,-15.1058004032961,-0.0850827353300948,0.0860717942843001
"3381",3381,"FC795360",1928,41.1800003051758,7.4558,0,3.71795270901042,3.7279,8.42558369288842,21.07200050354,20.4173,179.852000236511,0.318671778558339,1.16415226946077,-91.3267982136601,-0.511709688332363,0.73773844297024
"3382",3382,"FC795360",1929,28.9910001754761,6.2321,0,3.36698544304474,3.11605,8.05716701348622,21.689001083374,21.4426,215.805998563766,-0.269802447258398,0.297267671381179,-55.3727998864051,-0.285182972767155,0.36932176356804
"3383",3383,"FC795360",1930,6.46099996566772,6.8716,0,1.86578409926226,3.4358,7.77283376455306,21.0280017852783,20.3399,307.249999046325,-2.78689843952061,0.750297581058305,36.0712005961539,-1.64640195878172,0.0849885146348806
"3384",3384,"FC795360",1931,28.8730006217956,4.7094,0,3.36290692390937,2.3547,8.09075044716398,22.9340019226074,23.6238,207.034999847412,-0.27664098641407,-0.781432318400463,-64.1437986027591,0.315880064282068,0.402905197245801
"3385",3385,"FC795360",1932,59.8540000915527,6.6587,0,4.09190826505135,3.32935,6.86316692829132,19.5970001220703,18.0864,270.9739985466,0.945690955761528,0.59947652121427,-0.204799903571143,0.0803971686550812,-0.82467832162686
"3386",3386,"FC795360",1933,20.7589998245239,5.3268,0,3.03297987912764,2.6634,7.41291693846385,21.4300003051758,21.0049,195.795001864433,-0.829836629089527,-0.344058328979575,-75.3837965857381,-0.17245545257083,-0.27492831145433
"3387",3387,"FC795360",1934,27.2110004425048,8.6912,0,3.30362131957624,4.3456,9.43875046322743,20.8240013122559,20.0111,200.673998832703,-0.376046411065348,2.03932529591131,-70.5047996174681,-1.30748258657909,1.75090521330925
"3388",3388,"FC795360",1935,54.1310005187989,6.6512,0,3.99140704426635,3.3256,7.39625034077714,19.7220001220703,18.2813,254.993000984192,0.777178436702634,0.594163426104688,-16.1857974659791,0.00922699353053374,-0.29159490914104
"3389",3389,"FC795360",1936,31.875,4.7053,0,3.46182200347859,2.35265,8.10558365782101,20.935001373291,20.1806,327.536003112793,-0.110787983824394,-0.784336810393701,56.3572046626219,0.39048190093774,0.41773840790283
"3390",3390,"FC795360",1937,43.5210018157959,5.5044,0,3.77324362194717,2.7522,7.07258361826341,21.1100006103516,20.4695,254.912000656128,0.411379219794002,-0.218244236784645,-16.2667977940432,0.303223629308762,-0.61526163165477
"3391",3391,"FC795360",1938,34.9889993667602,6.6642,0,3.55503370827877,3.3321,6.99366693695387,18.8640003204346,16.9977,321.873998165131,0.0455020498584288,0.603372790961298,50.6951997149599,-0.317867861000618,-0.69417831296431
"3392",3392,"FC795360",1939,30.2059993743897,4.8551,0,3.40804055943269,2.42755,8.156250278155,20.4160003662109,19.3574,263.120003223419,-0.20096446669705,-0.678216590738293,-8.05879522675212,0.291376925466742,0.46840502823682
"3393",3393,"FC795360",1940,12.768000125885,5.3656,0,2.54694205056687,2.6828,8.67191703555484,20.367000579834,19.2849,278.652001142502,-1.64478651933917,-0.316571916945998,7.47320269233086,-0.546425795019475,0.98407178563666
"3394",3394,"FC795360",1941,37.8120012283326,6.5872,0,3.6326265450484,3.2936,7.12266691525778,19.1110000610352,17.3579,478.325996398926,0.175603597708756,0.548825014502911,207.147197948755,-0.230076425129778,-0.565178334660399
"3395",3395,"FC795360",1942,67.3739986419678,4.0203,0,4.21025916666184,2.01015,7.22850040346384,21.0910015106201,20.4441,218.172002315521,1.1441324115717,-1.26959949706897,-53.0067961346501,1.21439397945017,-0.45934484645434
"3396",3396,"FC795360",1943,39.862000465393,5.9226,0,3.68542350081565,2.9613,7.93541701634725,19.5370006561279,17.9989,275.681001186371,0.264129368296293,0.0780139465257131,4.50220273619988,0.0725291119959696,0.24757176642907
"3397",3397,"FC795360",1944,35.4429988861084,5.8367,0,3.56792574083944,2.91835,6.03691689173381,18.996000289917,17.2123,260.943002700806,0.0671183930791271,0.017161297203954,-10.2357957493651,0.0199217665206017,-1.65092835818437
"3398",3398,"FC795360",1945,62.9650001525879,6.2926,0,4.14257901888119,3.1463,6.62250036994616,19.8970012664795,18.5396,349.518006324768,1.03065167866405,0.340126638598484,78.3392078745969,0.263015820997031,-1.06534487997202
"3399",3399,"FC795360",1946,44.9530010223388,6.3175,0,3.80561752225609,3.15875,6.96116692728053,19.3540000915527,17.7171,300.45600001514,0.465661222044386,0.357766114362299,29.2772015649688,0.00454191365664189,-0.72667832263765
"3400",3400,"FC795360",1947,65.2469997406006,2.9139,0,4.17818006415868,1.45695,7.46066706379255,18.7940006256104,16.898,216.342999458313,1.09034470302714,-2.05338728763468,-54.8357989918582,1.62964855040736,-0.22717818612563
"3401",3401,"FC795360",1948,42.6510009765625,6.2124,0,3.75305074321826,3.1062,6.84866696968675,19.7310009002686,18.2927,195.656998157501,0.377521393639443,0.283311941560007,-75.5218002926702,0.0074547259277512,-0.83917828023143
"3402",3402,"FC795360",1949,31.1520004272461,6.0029,0,3.43887846234473,3.00145,6.5400837312142,19.060001373291,17.2802,241.465002536774,-0.149257903715906,0.134899484832317,-29.7137959133971,-0.141217189141096,-1.14776151870398
"3403",3403,"FC795360",1950,25.9759998321533,4.4625,0,3.25717302833894,2.23125,7.9391671915849,19.1980018615723,17.4739,227.422000300139,-0.453927241778071,-0.956339409407941,-43.7567981500322,0.335822082886096,0.251321941666721
"3404",3404,"FC795360",1951,55.298999786377,8.0418,0,4.01275482131909,4.0209,7.04966683437426,19.875,18.5095,239.409000873566,0.812972705263418,1.57928210068954,-31.7697975766052,-0.526689986070237,-0.63817841554392
"3405",3405,"FC795360",1952,54.6679992675781,5.1347,0,4.00127851570492,2.56735,6.81925018628438,20.3850002288818,19.2988,275.22300028801,0.793730141308192,-0.480144405053033,4.04420183783884,0.618122129005303,-0.8685950636338
"3406",3406,"FC795360",1953,34.9070005416871,8.896,0,3.5526873976802,4.448,8.12900047500929,21.2410011291504,20.6756,177.777000427246,0.041567941333464,2.184408213037,-93.4017980229251,-1.204978705114,0.44115522509111
"3407",3407,"FC795360",1954,22.1750001907349,5.6426,0,3.09896553679699,2.8213,8.37666690101227,20.5060005187988,19.4819,209.235001087189,-0.71919708353209,-0.120341604232059,-61.9437973629821,-0.249055418384167,0.68882165109409
"3408",3408,"FC795360",1955,24.7479991912842,6.0182,0,3.20874464499072,3.0091,6.43250041206678,19.4900016784668,17.9123,265.841004431248,-0.535128134744501,0.145738198855867,-5.33779401892315,-0.317069770646866,-1.2553448378514
"3409",3409,"FC795360",1956,67.8090019226074,6.8934,0,4.21669495785284,3.4467,7.7260837207238,19.234001159668,17.529,199.021998405457,1.15492343855885,0.76574097751016,-72.1568000447141,0.0793513655602053,0.03823847080562
"3410",3410,"FC795360",1957,7.00999999046326,4.9643,0,1.94733769968605,2.48215,7.02766715238492,19.2640018463135,17.5776,304.653000831604,-2.65015579561646,-0.600857925942762,33.4742023814329,-0.829588111543298,-0.66017809753326
"3411",3411,"FC795360",1958,47.7919988632202,4.0484,0,3.86685823768777,2.0242,8.43958366910616,20.2690010070801,19.1032,217.262000918388,0.568344822758433,-1.24969310072506,-53.9167975317831,0.949899858419745,0.75173841918798
"3412",3412,"FC795360",1959,19.6959993839264,7.5958,0,2.98041553816297,3.7979,8.07591689874728,20.9160003662109,20.1532,183.350001811981,-0.91797236952572,1.26333004483966,-87.8287966381901,-1.11137266770152,0.388071648829101
"3413",3413,"FC795360",1960,19.7360000610352,6.3401,0,2.98244438231964,3.17005,7.83491702874502,21.1140003204346,20.4852,213.599002361298,-0.914570563687462,0.373776240959177,-57.5797960888731,-0.611725742959622,0.14707177882684
"3414",3414,"FC795360",1961,52.8100004196166,5.2154,0,3.96670057466462,2.6077,7.4574170857668,20.2620010375977,19.1082,215.986000537872,0.735752577423311,-0.422975501673917,-55.1927979122991,0.560597415003651,-0.230428164151379
"3415",3415,"FC795360",1962,33.920000076294,5.3169,0,3.52400481317294,2.65845,7.52541707456112,18.8000011444092,16.9257,232.11599779129,-0.00652475376700625,-0.351071614524225,-39.0628006588811,0.193729212476083,-0.16242817535706
"3416",3416,"FC795360",1963,10.1809997558594,6.7719,0,2.32052321414504,3.38595,7.36900040879846,18.746000289917,16.8399,358.198996543884,-2.0244277633938,0.679668836734912,87.0201980937128,-1.27136276446482,-0.31884484111972
"3417",3417,"FC795360",1964,37.1350002288818,7.8517,0,3.61455992728477,3.92585,6.18000033218413,19.7550010681152,18.322,276.883002027869,0.14531091821249,1.44461284997864,5.70420357769785,-0.74504639197454,-1.50784491773405
"3418",3418,"FC795360",1965,62.0410022735596,7.6426,0,4.12779549345766,3.8213,7.19066690032681,18.6030006408691,16.6132,343.815001964569,1.00586382941971,1.29648375832346,72.6362035143978,-0.283450819716461,-0.49717834959137
"3419",3419,"FC795360",1966,73.6019992828369,8.0503,0,4.29867218953487,4.02515,8.05875023206075,20.6280002593994,19.6943,179.254002571106,1.29237639393903,1.5853036084804,-91.9247958790651,-0.319124407415852,0.370904982142569
"3420",3420,"FC795360",1967,60.4180011749267,5.5309,0,4.10128709323531,2.76545,7.13658358963827,20.0780010223389,18.8087,323.090003490448,0.961416635019502,-0.199471300730785,51.9112050402769,0.53472724781782,-0.55126166027991
"3421",3421,"FC795360",1968,29.2409992218017,6.6882,0,3.37557180740992,3.3441,7.15308373173077,20.3130016326904,19.1835,301.015000581741,-0.25540550881892,0.620374695311964,29.8362021315698,-0.459788253255025,-0.53476151818741
"3422",3422,"FC795360",1969,44.8000011444092,5.6816,0,3.80220816496579,2.8408,7.35666709517439,20.3520011901855,19.2489,342.685004234314,0.459944680684263,-0.0927135096622263,71.5062057841429,0.254295224911922,-0.33117815474379
"3423",3423,"FC795360",1970,44.4619989395141,3.2262,0,3.79463486792829,1.6131,7.115416948994,20.2670001983643,19.1093,313.155000209809,0.447246373624884,-1.83215000727163,41.9762017596378,1.22279240846706,-0.57242830092418
