"","plot","year","Pndjfm","VPDaso","VPDmjj","logP","vpdtot","tmean","tmax","vpdmax","ppt_tot","stdP","stdVPD","MAP_anom","MAT_anom","MAP_anom_prop","MAT_anom_prop","fdsi","pdsi"
"23","DES1014",1918,81.0940017551183,37.0445,44.0239,4.39560899729016,40.5342,7.81041708091894,20.5630016326904,19.5921,237.734000205993,-0.416965857744483,1.34997495835493,5.080911559154,-0.226507423446454,1.02183900325031,0.971816654079129,-0.939450954086336,-1.96952066664278
"24","DES1014",1919,83.5890003740786,32.0403,45.9217,4.42591193696123,38.981,7.99950042366981,22.0050010681152,21.9879,160.53000202775,-0.315749685132757,0.734762466886736,-72.1230866190896,-0.0374240806955806,0.689997295808222,0.995343482363776,-0.550396842914985,-1.41328951119364
"25","DES1014",1920,88.0409984588623,33.7879,36.8324,4.4778025975624,35.31015,7.44300042399361,19.4170017242432,17.8247,248.348999023438,-0.142427422759699,-0.719237516570668,15.6959103765981,-0.593924080371785,1.06746486998255,0.926100577397587,0.340104943265307,0.29721080091455
"26","DES1014",1921,88.6250000000001,31.6449,39.9716,4.48441398485229,35.80825,8.73966709772745,20.8370018005371,20.0359,223.789000511169,-0.120344439247198,-0.521943322648243,-8.86408813567002,0.702742593362059,0.961899976539209,1.0874392428323,0.239336707414249,0.407363552192771
"27","DES1014",1922,123.7580037117,35.5365,42.1624,4.81832807581555,38.84945,7.19916710754236,20.9560012817383,20.2264,250.27600479126,0.994976603373907,0.682656361264383,17.6229161444202,-0.837757396823035,1.07574761309604,0.895761445019423,0.0555021431764648,0.539670701223394
"28","DES1014",1923,67.4359993934631,36.0914,37.0154,4.2111789909593,36.5534,7.29750044892232,20.8370018005371,20.0318,272.035999774933,-1.03298857891257,-0.226794218851227,39.3829111280933,-0.739424055443072,1.16927740507187,0.907996640376373,-0.327510212164844,0.236542356974326
"29","DES1014",1924,76.3090019226074,31.9132,43.4825,4.3347909119683,37.69785,7.46133364240329,20.4220008850098,19.3717,142.105999588966,-0.620107001431224,0.226515036789248,-90.5470890578731,-0.575590861962103,0.61080641746682,0.928381701028862,-0.399695501231717,-1.5260669847613
"30","DES1014",1925,84.0989990234375,32.1977,42.0391,4.43199466468973,37.1184,8.13441709304849,20.9700012207031,20.2397,316.143997192383,-0.295432500516327,-0.00300136688140216,83.4909085455434,0.0974925886830942,1.35886438916906,1.01213058410965,-0.128309534773599,0.206925023219456
"31","DES1014",1926,57.9229998588563,28.7326,46.0817,4.05911453987948,37.40715,9.1704170703888,20.8740005493164,20.0922,164.513999938965,-1.54090569506269,0.111370643749197,-68.1390887078745,1.1334925660234,0.707121495338032,1.14103561199408,-0.740366066327133,-2.22660451084896
"32","DES1014",1927,106.963998794556,33.6853,41.0452,4.67249231798262,37.36525,8.27375033746163,21.0790004730225,20.4313,218.815999984741,0.507864217644841,0.0947743242845331,-13.8370886620982,0.236825833096242,0.940524801357344,1.02946722131925,0.170386634164391,-2.25465941636485
"33","DES1014",1928,89.4359998703003,33.2715,43.6111,4.49352328423736,38.4413,8.60975038011868,20.9400005340576,20.2006,145.695999622345,-0.0899180704216306,0.520990781562638,-86.9570890244945,0.572825875753292,0.626237117545889,1.07127426361193,-0.331318788660595,-3.03482349548115
"34","DES1014",1929,79.1709995269776,35.391,40.987,4.37161006417599,38.189,8.01275040705999,21.5390014648438,21.1945,189.786997318268,-0.49712574265821,0.421056380585674,-42.8660913285715,-0.0241740973054014,0.815751032673196,0.996992120892479,-0.45452689989759,-2.87449562639666
"35","DES1014",1930,73.5799984931947,36.9181,39.1856,4.29837322919816,38.05185,7.74150037765503,20.734001159668,19.8666,299.37299913168,-0.741747294597233,0.366732151120784,66.7199104848401,-0.295424126710362,1.28677852880827,0.963241644667696,-0.531738814250422,-1.9282156776783
"36","DES1014",1931,57.164998948574,32.535,48.8785,4.04594180460111,40.70675,8.55708382278681,23.5180015563965,24.7013,213.377998352051,-1.58490452363103,1.41832089925298,-19.2750902947888,0.520159318421422,0.917150937445547,1.06472119006952,-1.49161769397932,-1.04864934652775
"37","DES1014",1932,123.430000305176,35.8982,37.2022,4.8156741962283,36.5502,6.99825024604797,19.3770008087158,17.7589,220.436999797821,0.986112264226941,-0.228061718189814,-12.2160888490184,-1.03867425831742,0.947492255873026,0.870762222818785,0.56160395844615,0.713413534544781
"38","DES1014",1933,73.1869988441468,33.4649,39.1014,4.29301779377373,36.28315,7.53441707293193,21.427001953125,21.0043,167.149000823498,-0.759635218416318,-0.333838498930598,-65.5040878233416,-0.502507431433465,0.718447374997996,0.937475158419055,-0.147289936702045,-1.45768530422005
"39","DES1014",1934,72.992000579834,38.6796,41.7293,4.29034985404578,40.20445,9.79883378293985,20.9740009307861,20.2584,198.482002735138,-0.76854652045345,1.21936311244865,-34.1710859117016,1.76190927857446,0.853124297165157,1.21922680468349,-1.02100381197076,-2.84303562780101
"40","DES1014",1935,127.970003128052,38.0107,38.4407,4.85179588589314,38.2257,7.72700044016043,20.0180015563965,18.7384,257.587997436523,1.10676389789118,0.435593013625128,24.934908789684,-0.309924064204957,1.10717634970896,0.961437479717942,0.243044027442046,1.28969889155693
"41","DES1014",1936,115.735998153687,36.9239,44.4468,4.75131171937449,40.68535,8.5334170460701,21.3530006408691,20.8726,268.326997756958,0.771132343543794,1.40984449742615,35.6739091101186,0.496492541704709,1.15333520529474,1.06177643468407,-0.450214687399377,1.34439672871892
"42","DES1014",1937,123.218996047974,34.0573,41.6109,4.81396322791465,37.8341,7.54491692350712,21.5220012664795,21.1595,191.078998416662,0.980397384217039,0.280482782065156,-41.5740902301773,-0.492007580858273,0.821304370073137,0.93878160973255,0.27430449109901,0.56007510792024
"43","DES1014",1938,107.647999763489,38.0743,35.1343,4.67886664271335,36.6043,6.95091693351666,18.984001159668,17.1682,304.421003818512,0.529155378147148,-0.206633057496777,71.7679151716723,-1.08600757084873,1.30847609025562,0.864872742022294,0.34854287858294,1.20362189196819
"44","DES1014",1939,87.2859992980957,33.0567,40.7589,4.46919007539192,36.9078,8.35058369239171,20.8380012512207,20.0329,226.426997184753,-0.171194484308591,-0.0864186671023641,-6.22609146208606,0.313659188026319,0.973238732834804,1.03902726569796,-0.0269311195184563,1.28693563512653
"45","DES1014",1940,106.948000907898,36.0999,45.4522,4.67234274351546,40.77605,8.95233383029699,20.5770015716553,19.615,252.884999275207,0.507364617432754,1.44577018180432,20.231910628368,0.9154093259316,1.08696171087193,1.1139004510288,-0.586390870140006,-0.0875901230887686
"46","DES1014",1941,96.3580007553101,36.6391,37.62,4.56807042986965,37.12955,7.76550039897362,19.9650001525879,18.6455,391.051000595093,0.159080107376671,0.0014150761264982,158.397911948253,-0.271424105391767,1.68083305005547,0.966227864247781,0.0692028046148965,2.09566584551923
"47","DES1014",1942,103.152000427246,26.5788,35.6367,4.63620363271017,31.10775,7.36258362109463,20.8790016174316,20.1012,187.09599930048,0.386654794656251,-2.3837810229742,-45.5570893463597,-0.674340883270764,0.804184463609189,0.916094659977895,1.5050454825143,3.02763609176586
"48","DES1014",1943,120.186000823975,35.6961,36.4735,4.78904054962773,36.0848,8.35450043280919,20.5280017852783,19.5354,243.77000439167,0.897152057696993,-0.412403653246021,11.1169157448309,0.3175759284438,1.0477832287097,1.03951460888693,0.625692951204449,2.12246095515834
"49","DES1014",1944,92.6519985198974,35.8382,35.5315,4.52885052313982,35.68485,7.29858366151652,19.5970001220703,18.0966,217.904999256134,0.0280799835447441,-0.570821265892627,-14.7480893907055,-0.738340842848875,0.936609096932761,0.908131419867409,0.332015101659559,1.36924813417373
"50","DES1014",1945,138.565999031067,36.9017,36.8166,4.93134673942444,36.85915,7.51333353691734,21.0030002593994,20.297,331.446000099182,1.37247517903532,-0.105688617984368,98.7929114523425,-0.523590967448047,1.42463614829678,0.934851824579956,0.663074704846786,2.62347228152922
"51","DES1014",1946,101.376003265381,34.5531,38.8015,4.6188364089625,36.6773,7.6612504546841,20.2620010375977,19.1096,285.276001930237,0.328645771910871,-0.177718228835186,52.6229132833974,-0.375674049681296,1.226186179558,0.953256491400754,0.244126347788487,2.62347871230027
"52","DES1014",1947,84.2580022811889,32.0236,37.6655,4.43388354728795,34.84455,7.78416703144709,19.1410007476807,17.4144,171.112999916077,-0.28912336123214,-0.903658670335537,-61.5400887307628,-0.252757472918299,0.735485614703449,0.968550473159103,0.378834576445759,0.0103187177085232
"53","DES1014",1948,74.6369996070862,33.7188,34.8791,4.31263635754096,34.29895,6.75666696578265,19.4500007629395,17.8701,193.688000679016,-0.694106396519434,-1.11976730756516,-38.9650879678234,-1.28025753858274,0.83251850128252,0.840703052780034,0.321662877767937,-0.578592243575718
"54","DES1014",1949,83.5660009384154,33.0533,37.3436,4.4256367500314,35.19845,7.2514169414838,20.6780014038086,19.7718,186.247000694275,-0.316668849018912,-0.76348116535833,-46.4060879525647,-0.785507562881588,0.800535259503871,0.902262667460056,0.288215159032344,-0.514794793036337
"55","DES1014",1950,64.9829983711242,35.7577,38.4565,4.17412567216077,37.1071,8.54241711894671,20.8090019226074,19.9778,205.083998441696,-1.15675198774546,-0.00747722392079527,-27.5690902051434,0.505492614581314,0.88150129291001,1.0628962750996,-0.504783629212356,-2.39142144135268
"56","DES1014",1951,96.6260004043579,36.9814,39.5649,4.57084786032729,38.27315,7.76241694639126,20.5270004272461,19.5283,216.554997444153,0.168357124183275,0.454387652255159,-16.0980912026867,-0.274507557974126,0.930806458249419,0.965844203485422,-0.180379950622248,-1.5789886879921
"57","DES1014",1952,140.432997703552,33.2804,37.7507,4.94473049035591,35.51555,7.63366705427567,19.8160018920898,18.4035,234.536995887756,1.41717883020504,-0.63787990277491,1.88390724091681,-0.403257450089722,1.00809749508108,0.949824407350015,0.980771430844167,0.407752995791428
"58","DES1014",1953,53.2679996490479,40.0272,37.0041,3.97533576905148,38.51565,8.55591713388762,21.8580017089844,21.7239,157.598000526428,-1.82073882747064,0.550440336507695,-75.0550881204113,0.518992629522225,0.677394834700249,1.06457602398036,-1.10937167253139,-2.34863581974613
"59","DES1014",1954,79.4310026168823,36.6753,42.6505,4.37488875321277,39.6629,8.71525035922726,21.3680019378662,20.8946,164.381002187729,-0.486174450173435,1.00485865406943,-68.2720864591106,0.678325854861866,0.706549838404485,1.08440117292298,-0.776637604355194,-3.80383659016518
"60","DES1014",1955,75.1449999809266,31.5022,34.2863,4.31941958013224,32.89425,6.87133360429046,20.7400016784668,19.8742,250.951998949051,-0.671449458409953,-1.67615990785191,18.2989103022113,-1.16559090007493,1.07865320167741,0.854970530152197,0.64321178669669,-1.05097287070675
"61","DES1014",1956,123.904999732971,38.3538,39.2547,4.81951514079084,38.80425,7.9693335990111,19.6300010681152,18.132,216.296998262405,0.998941570956075,0.664752933106793,-16.356090384434,-0.0675909053542894,0.929697514528758,0.991589953928574,0.0672726486808687,0.504552987504032
"62","DES1014",1957,56.6510002613067,34.4882,38.6113,4.03690964418145,36.54975,7.91266701184213,19.8120002746582,18.4204,264.294005155563,-1.61507323722833,-0.228239960284303,31.6409165087239,-0.124257492523262,1.13600041457758,0.984539173852415,-0.582817846621256,-1.17422226409855
"63","DES1014",1958,110.571999549866,33.6855,42.1155,4.70566688840876,37.9005,9.2986671893547,20.9010009765625,20.1112,208.044999599457,0.618672049591818,0.306783393340902,-24.6080890473828,1.26174268498931,0.894228401649388,1.15699322350284,0.100417001549495,0.440989195129266
"64","DES1014",1959,55.3340001106262,39.8013,45.1,4.01338754980787,42.45065,8.97283374269803,22.8420009613037,23.4607,147.717000484467,-1.6936404122334,2.10906842943028,-84.936088162373,0.935909238332636,0.634923874613574,1.11645116708814,-1.92628010186366,-3.21238064214079
"65","DES1014",1960,63.7889995574951,34.0487,43.9104,4.15558075475566,38.97955,8.30575045943261,21.2570018768311,20.7224,171.664000034332,-1.21869467652482,0.734188131248938,-60.9890886125073,0.26882595506722,0.737853948265923,1.03344885906558,-0.947371011170325,-4.15817244753009
"66","DES1014",1961,94.9900007247925,35.2249,43.5475,4.55377163053229,39.3862,8.08541709681352,20.6840019226074,19.7847,201.417000293732,0.111320063051597,0.895259570635716,-31.2360883531077,0.0484925924481328,0.865739636061642,1.0060337250178,-0.452364531813298,-2.02687198489183
"67","DES1014",1962,137.793998718262,30.7783,35.5807,4.92575980696547,33.1795,7.83325037546456,19.0240001678467,17.2376,230.132997572422,1.35381402185797,-1.56317422462289,-2.52009107441748,-0.20367412890083,0.989168030869159,0.974657702857579,1.47105573540633,0.406862236889307
"68","DES1014",1963,60.5940003395081,35.4505,35.181,4.10419588387547,35.31575,8.28433359165987,18.6979999542236,16.7751,312.823998451233,-1.39032752855487,-0.717019392728138,80.1709098043934,0.247409087294479,1.34459422082331,1.03078405018737,-0.210213252636385,0.104982738126797
"69","DES1014",1964,74.481999874115,39.0309,37.8766,4.31055748376454,38.45375,7.09958360840877,20.9580001831055,20.2262,247.514998435974,-0.701050133637865,0.525922146176841,14.8619097891347,-0.937340895956621,1.06388013103791,0.883370697902228,-0.602978460659692,0.940629933506152
"70","DES1014",1965,93.1619997024536,32.4566,32.0816,4.53433991003323,32.2691,7.42650030801693,18.9010009765625,17.0509,307.962996959686,0.0464153245171588,-1.9237777864518,75.3099083128467,-0.610424196348459,1.32370044494516,0.924047538829449,1.09773830320056,1.10388751425886
"71","DES1014",1966,78.9160017967224,31.2451,41.5279,4.36838401840025,36.3865,8.43250037233036,19.976001739502,18.6698,159.378000609577,-0.507901199087022,-0.292902231229569,-73.2750880372628,0.395575867964967,0.68504571134883,1.0492198063762,-0.0594512781097312,-1.70171492607932
"72","DES1014",1967,103.036001443863,36.1873,37.1141,4.63507845573994,36.6507,7.85158376892408,20.851001739502,20.0402,263.125999212265,0.382896541903435,-0.188254317087218,30.4729105654256,-0.185340735441314,1.13098003874637,0.976938848269553,0.273896896006353,0.661249854958057
"73","DES1014",1968,76.1900005340576,38.8382,40.6385,4.33323022749447,39.73835,7.80050036311149,21.1420001983643,20.5244,268.994002342224,-0.625319911822443,1.03474391191213,36.3409136953848,-0.236424141253898,1.15620215448998,0.970582759471552,-0.854597351872666,-0.691905266398556
"74","DES1014",1969,139.555997848511,28.6963,39.5246,4.93846593898356,34.11045,8.06333362963051,20.8300018310547,20.0262,298.851000070572,1.39625432849259,-1.19443094047899,66.1979114237324,0.0264091252651237,1.28453484889779,1.0032859740378,1.28323323120497,1.67187178802259
"75","DES1014",1970,75.7469997406006,36.6976,39.1204,4.32739883622027,37.909,7.78800041476886,20.9250011444092,20.1693,277.462994575501,-0.644797596567949,0.310150188459031,44.8099059286611,-0.248924089596535,1.19260395892135,0.969027444582648,-0.457395048026955,1.43733811575369
"76","DES1014",1971,87.1119985580445,33.6353,37.2904,4.46719463049087,35.46285,7.26425026729703,21.2070007324219,20.6224,286.633997917175,-0.177859556995734,-0.658754032507318,53.9809092703358,-0.772674237068358,1.23202317916474,0.903859463075874,0.290644053125975,2.08625786978295
"77","DES1014",1972,82.4229984283447,33.999,43.44,4.41186450511238,38.7195,8.08033355077107,21.0650005340576,20.4122,218.690000653267,-0.362670125928212,0.63118400531132,-13.9630879935725,0.0434090464056798,0.939983225347298,1.00540120121598,-0.513037898382752,-0.506434647421133
"78","DES1014",1973,132.011001586914,31.5851,42.9468,4.88288526446875,37.26595,8.05583381978795,20.5430011749268,19.559,234.326001882553,1.21060688944438,0.0554422354339073,1.67291323571368,0.0189093154225599,1.00719059113053,1.00235280490843,0.501619379512541,0.359621359336089
"79","DES1014",1974,93.7880001068114,33.1973,44.9671,4.54103691719735,39.0822,8.57741698560617,20.3930015563965,19.3222,175.558004379272,0.0687842907119728,0.77484713346965,-57.0950842675671,0.540492481240776,0.754591333389793,1.06725115819456,-0.403649306829736,-0.872882471968904
"80","DES1014",1975,107.28800201416,35.7666,37.9479,4.67551682618203,36.85725,7.19033375196159,20.9900016784668,20.2659,284.169003486633,0.517966509610587,-0.106441195716659,51.5159148397938,-0.8465907524038,1.22142802891387,0.89466234852101,0.287512333829987,1.40874540108682
"81","DES1014",1976,64.2779998779296,32.1694,40.4814,4.16321742460938,36.3254,8.09058363238971,20.4090003967285,19.3419,258.042996406555,-1.19318710193034,-0.317103546725773,25.3899077597156,0.0536591280243144,1.10913204680578,1.00667657485089,-0.347424338682914,0.799681561194788
"82","DES1014",1977,34.4260001182556,29.882,39.0073,3.53881209628438,34.44465,8.47750032817323,20.2210006713867,19.0541,229.654999256134,-3.27879061688422,-1.06205647830497,-2.99808939070547,0.440575823807842,0.987113476944824,1.05481895762098,-0.847916243578273,-1.38601013249887
"83","DES1014",1978,150.949998855591,36.2309,36.3484,5.01694864857147,36.28965,7.80358377099038,19.8660011291504,18.498,302.018000364304,1.6583978553884,-0.331263890899088,69.3649117174641,-0.233340733375013,1.29814739241549,0.970966414671648,0.915202835274388,1.01400801687776
"84","DES1014",1979,109.408999443054,33.6948,40.3361,4.69509314842407,37.01545,8.26333390673002,20.0210018157959,18.7403,216.648996353149,0.583354238743818,-0.0437791971651046,-16.00409229369,0.226409402364627,0.931210488600116,1.02817114957863,0.281192215459739,0.562334727781605
"85","DES1014",1980,110.357998847961,37.3436,36.2989,4.70372961623761,36.82125,8.546750318259,20.5310001373291,19.5339,271.83499789238,0.61220128218117,-0.120700563275796,39.1819092455401,0.509825813893608,1.16841344971361,1.0634354364803,0.33696087959416,0.192065978224703
"86","DES1014",1981,88.4720010757446,33.5677,41.0856,4.48268612993221,37.32665,9.32191712657611,20.4520015716553,19.4293,208.528001785278,-0.126115722948954,0.0794851135127883,-24.1250868615612,1.28499262221072,0.896304463431464,1.15988611334009,-0.100002581664701,-2.18584150216097
"87","DES1014",1982,107.118000984192,37.3962,34.9915,4.6739310397468,36.19385,7.15141715132631,20.2990016937256,19.1696,314.871001243591,0.512669755061486,-0.36920965234813,82.2179125967517,-0.885507353039078,1.35339274056041,0.889820123038595,0.432332097542007,0.361995212589406
"88","DES1014",1983,147.836999893189,34.0131,33.8232,4.9961103147572,33.91815,7.87766707191864,18.810001373291,16.9014,441.384998321533,1.58879482627042,-1.27059972885739,208.731909674694,-0.159257432446751,1.89718090951951,0.980184281641535,1.41060557171912,3.48348998672844
"89","DES1014",1984,153.400998592377,36.2398,41.1824,5.03305539864063,38.7111,7.70116706502933,20.9000015258789,20.1275,327.980997562408,1.71219671493504,0.627856819547522,95.327908915569,-0.335757439336058,1.40974271809593,0.958223143796649,0.401766735624803,5.14844745218305
"90","DES1014",1985,86.0460000038148,33.5896,45.1121,4.45488203701946,39.35085,7.63100032756725,21.4150009155273,20.9756,213.578999996185,-0.218985388338402,0.881257663879724,-19.0740886506542,-0.405924176798137,0.918014891779029,0.949492597998444,-0.589857862641542,-0.754278336975348
"91","DES1014",1986,122.331000328064,30.3401,43.1843,4.80673048831685,36.7622,9.34083369125922,21.6420001983643,21.3613,148.014000058174,0.956238994716451,-0.144089887008217,-84.6390885886652,1.30390918689383,0.636200451578166,1.16223982024288,0.50143549439984,-1.16137441516958
"92","DES1014",1987,96.0089989900588,34.6846,41.558,4.56444192655435,38.1213,8.57983377079169,19.6070003509521,18.1165,314.409998416901,0.146960384938179,0.394240847703625,81.7569097700611,0.542909266426298,1.35141123741609,1.06755186839585,-0.156112305341231,0.147616459013277
"93","DES1014",1988,117.374998569488,39.659,41.8986,4.76537392534089,40.7788,8.35341720390717,21.4530010223389,21.0424,299.722999095917,0.818102132014718,1.44685943904842,67.0699104490772,0.316492699541776,1.28828291444214,1.03937982736678,-0.45027634778064,1.64658791866716
"94","DES1014",1989,121.97799873352,38.502,39.9608,4.80384069022053,39.2314,8.03308363755543,20.9420013427734,20.2114,187.699000000954,0.946586653851003,0.833944290131416,-44.9540886458858,-0.00384086680995921,0.806776308419766,0.999522097438159,-0.0505106747791514,-0.0200889758212265
"95","DES1014",1990,72.701002240181,32.2808,39.0838,4.28635517041668,35.6823,8.05933373173078,20.5700016021729,19.5903,233.265003204346,-0.781889337755053,-0.571831304428066,0.611914557506338,0.0224092273653866,1.00263015875295,1.00278828392045,-0.0238057781325063,-1.26592199170854
"96","DES1014",1991,87.8269991874695,36.8602,36.0677,4.47536896120018,36.46395,7.98791710535686,20.9560012817383,20.2173,231.193000197411,-0.150556117889178,-0.262224786300254,-1.46008844942895,-0.0490073990085351,0.993724181965857,0.993902219812826,0.0806011884569042,-1.33090992516716
"97","DES1014",1992,97.3569984436035,37.1785,41.5643,4.57838461874228,39.3714,8.76641704204182,20.4360008239746,19.3874,201.034000396729,0.193530980216536,0.889397386194736,-31.619088250111,0.72949253767643,0.864093408628209,1.09076762352069,-0.412908904973776,-2.11355399192818
"98","DES1014",1993,124.594002723694,38.5737,34.2714,4.82506047296136,36.42255,7.41425041357677,18.5860004425049,16.6053,193.133001089096,1.01746377719261,-0.278623058993263,-39.5200875577434,-0.622674090788625,0.830132977010532,0.922523337073727,0.603712975000975,-1.36407935424365
"99","DES1014",1994,63.7590007781983,33.5947,45.1104,4.15511036274997,39.35255,8.42975022643804,21.996000289917,21.9789,241.710000171326,-1.22026585341261,0.881931022903353,9.05691152448662,0.392825722072653,1.03892882564837,1.04887761753383,-1.03079834832743,-1.3470417206632
"100","DES1014",1995,157.021001815796,37.1876,30.8468,5.05637956592933,34.0172,8.48708392431338,19.2120018005371,17.5054,319.548007011414,1.79010278503724,-1.23136666339259,86.894918364574,0.450159419947992,1.37349565771928,1.05601140333015,1.47721055691624,2.26722088083013
